# exported by xylib from a canberra_cnf file

### block #0 Sample title.
# date and time: Thu, 2024-02-29 17:33:32
# energy calib 0: 0.6693549
# energy calib 1: 0.8467742
# energy calib 2: 0
# live time (s): 600.00
# real time (s): 1201.24
# column_1	column_2
1.516129	0.000000
2.362903	1.000000
3.209678	0.000000
4.056452	0.000000
4.903226	0.000000
5.750000	1.000000
6.596774	0.000000
7.443549	0.000000
8.290323	0.000000
9.137097	0.000000
9.983871	2.000000
10.830646	3.000000
11.677420	15.000000
12.524194	19.000000
13.370968	27.000000
14.217742	59.000000
15.064517	112.000000
15.911291	261.000000
16.758065	519.000000
17.604839	900.000000
18.451613	1193.000000
19.298388	1514.000000
20.145162	1743.000000
20.991936	1733.000000
21.838710	1809.000000
22.685485	1784.000000
23.532259	1802.000000
24.379033	1828.000000
25.225807	1826.000000
26.072581	1833.000000
26.919356	1738.000000
27.766130	1786.000000
28.612904	1821.000000
29.459678	1819.000000
30.306453	1912.000000
31.153227	1913.000000
32.000001	1926.000000
32.846775	1881.000000
33.693549	1938.000000
34.540324	1969.000000
35.387098	1932.000000
36.233872	1990.000000
37.080646	1988.000000
37.927421	2040.000000
38.774195	2011.000000
39.620969	2040.000000
40.467743	2101.000000
41.314517	2112.000000
42.161292	2083.000000
43.008066	2208.000000
43.854840	2112.000000
44.701614	2150.000000
45.548389	2110.000000
46.395163	2254.000000
47.241937	2126.000000
48.088711	2208.000000
48.935485	2195.000000
49.782260	2148.000000
50.629034	2258.000000
51.475808	2210.000000
52.322582	2225.000000
53.169357	2250.000000
54.016131	2297.000000
54.862905	2320.000000
55.709679	2332.000000
56.556453	2283.000000
57.403228	2509.000000
58.250002	2434.000000
59.096776	2473.000000
59.943550	2419.000000
60.790325	2505.000000
61.637099	2567.000000
62.483873	2547.000000
63.330647	2572.000000
64.177421	2614.000000
65.024196	2640.000000
65.870970	2510.000000
66.717744	2754.000000
67.564518	2814.000000
68.411292	2822.000000
69.258067	2730.000000
70.104841	2747.000000
70.951615	2779.000000
71.798389	2838.000000
72.645164	2790.000000
73.491938	2777.000000
74.338712	2797.000000
75.185486	2820.000000
76.032260	2844.000000
76.879035	2768.000000
77.725809	2906.000000
78.572583	2819.000000
79.419357	2830.000000
80.266132	2814.000000
81.112906	2796.000000
81.959680	2871.000000
82.806454	2808.000000
83.653228	2727.000000
84.500003	2844.000000
85.346777	2772.000000
86.193551	2728.000000
87.040325	2799.000000
87.887100	2846.000000
88.733874	2599.000000
89.580648	2654.000000
90.427422	2713.000000
91.274196	2608.000000
92.120971	2666.000000
92.967745	2662.000000
93.814519	2639.000000
94.661293	2570.000000
95.508068	2568.000000
96.354842	2583.000000
97.201616	2557.000000
98.048390	2537.000000
98.895164	2475.000000
99.741939	2378.000000
100.588713	2381.000000
101.435487	2400.000000
102.282261	2412.000000
103.129036	2533.000000
103.975810	2393.000000
104.822584	2384.000000
105.669358	2319.000000
106.516132	2334.000000
107.362907	2274.000000
108.209681	2185.000000
109.056455	2353.000000
109.903229	2244.000000
110.750004	2195.000000
111.596778	2205.000000
112.443552	2218.000000
113.290326	2268.000000
114.137100	2167.000000
114.983875	2126.000000
115.830649	2159.000000
116.677423	2091.000000
117.524197	2040.000000
118.370972	2146.000000
119.217746	2119.000000
120.064520	1996.000000
120.911294	2075.000000
121.758068	2032.000000
122.604843	2063.000000
123.451617	2016.000000
124.298391	2009.000000
125.145165	1966.000000
125.991939	1965.000000
126.838714	1964.000000
127.685488	1979.000000
128.532262	1978.000000
129.379036	1885.000000
130.225811	1916.000000
131.072585	1920.000000
131.919359	1903.000000
132.766133	1890.000000
133.612907	1819.000000
134.459682	1908.000000
135.306456	1911.000000
136.153230	1810.000000
137.000004	1905.000000
137.846779	1913.000000
138.693553	1843.000000
139.540327	1816.000000
140.387101	1804.000000
141.233875	1774.000000
142.080650	1831.000000
142.927424	1809.000000
143.774198	1812.000000
144.620972	1779.000000
145.467747	1839.000000
146.314521	1833.000000
147.161295	1812.000000
148.008069	1796.000000
148.854843	1836.000000
149.701618	1741.000000
150.548392	1731.000000
151.395166	1745.000000
152.241940	1718.000000
153.088715	1807.000000
153.935489	1696.000000
154.782263	1825.000000
155.629037	1738.000000
156.475811	1754.000000
157.322586	1736.000000
158.169360	1679.000000
159.016134	1716.000000
159.862908	1753.000000
160.709683	1746.000000
161.556457	1706.000000
162.403231	1746.000000
163.250005	1695.000000
164.096779	1636.000000
164.943554	1706.000000
165.790328	1651.000000
166.637102	1687.000000
167.483876	1704.000000
168.330651	1636.000000
169.177425	1662.000000
170.024199	1676.000000
170.870973	1764.000000
171.717747	1634.000000
172.564522	1633.000000
173.411296	1643.000000
174.258070	1623.000000
175.104844	1668.000000
175.951618	1610.000000
176.798393	1639.000000
177.645167	1670.000000
178.491941	1738.000000
179.338715	1649.000000
180.185490	1649.000000
181.032264	1656.000000
181.879038	1631.000000
182.725812	1664.000000
183.572586	1649.000000
184.419361	1603.000000
185.266135	1639.000000
186.112909	1631.000000
186.959683	1636.000000
