Model,MDO3024
Firmware Version,1.20

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,1e-05,,
Horizontal Delay,4.01e-05,,
Sample Interval,1e-08,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,10
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.2,0.02,2
Vertical Position,0,0,0
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.655000e-05,0.456,0,0
1.656000e-05,0.464,0,0
1.657000e-05,0.456,0,0
1.658000e-05,0.456,0,0
1.659000e-05,0.456,0,0
1.660000e-05,0.456,0,0
1.661000e-05,0.456,0,0
1.662000e-05,0.456,0,0
1.663000e-05,0.456,0,0
1.664000e-05,0.456,0,0
1.665000e-05,0.464,0,0.08
1.666000e-05,0.464,0,0
1.667000e-05,0.456,0,0
1.668000e-05,0.456,0,0.08
1.669000e-05,0.456,0,0
1.670000e-05,0.456,0,0
1.671000e-05,0.456,0,0
1.672000e-05,0.456,0,0
1.673000e-05,0.456,0,0
1.674000e-05,0.456,0,0
1.675000e-05,0.456,0,0.08
1.676000e-05,0.456,0,0
1.677000e-05,0.464,0,0
1.678000e-05,0.456,0,0
1.679000e-05,0.456,0,0
1.680000e-05,0.456,0,0
1.681000e-05,0.456,0,0
1.682000e-05,0.464,0,0
1.683000e-05,0.456,0,0
1.684000e-05,0.448,0,0
1.685000e-05,0.464,0,0
1.686000e-05,0.456,0,0.08
1.687000e-05,0.456,0,0.08
1.688000e-05,0.464,0,0
1.689000e-05,0.464,0,0
1.690000e-05,0.456,0,0
1.691000e-05,0.456,0,0
1.692000e-05,0.456,0,0.08
1.693000e-05,0.464,0,0
1.694000e-05,0.448,0,0
1.695000e-05,0.464,0,0
1.696000e-05,0.456,0,0
1.697000e-05,0.456,0,0
1.698000e-05,0.464,0,0
1.699000e-05,0.456,0,0.08
1.700000e-05,0.464,0,0
1.701000e-05,0.464,0,0
1.702000e-05,0.456,0,0
1.703000e-05,0.448,0,0
1.704000e-05,0.464,0,0
1.705000e-05,0.456,0,0
1.706000e-05,0.456,0,0
1.707000e-05,0.456,0,0.08
1.708000e-05,0.456,0,0
1.709000e-05,0.456,0,0
1.710000e-05,0.456,0,0
1.711000e-05,0.464,0,0
1.712000e-05,0.448,0.0008,0
1.713000e-05,0.456,0,-0.16
1.714000e-05,0.456,0,0.08
1.715000e-05,0.448,0,0
1.716000e-05,0.456,0,0
1.717000e-05,0.464,0,0
1.718000e-05,0.456,0,0
1.719000e-05,0.448,0,0
1.720000e-05,0.448,0,0
1.721000e-05,0.456,0,0
1.722000e-05,0.464,0,0
1.723000e-05,0.456,-0.0008,0
1.724000e-05,0.456,0,0
1.725000e-05,0.456,0,0
1.726000e-05,0.456,0,0
1.727000e-05,0.448,0,0
1.728000e-05,0.464,0,0
1.729000e-05,0.456,0,0
1.730000e-05,0.456,0,0
1.731000e-05,0.456,0,0
1.732000e-05,0.456,0,0
1.733000e-05,0.456,0,0
1.734000e-05,0.456,0,0
1.735000e-05,0.456,0,0
1.736000e-05,0.456,0,0
1.737000e-05,0.456,0,0.08
1.738000e-05,0.456,0,0
1.739000e-05,0.456,0,0
1.740000e-05,0.464,0,0
1.741000e-05,0.456,0,0
1.742000e-05,0.464,0,0
1.743000e-05,0.456,-0.0008,0
1.744000e-05,0.456,0,0
1.745000e-05,0.448,0,0
1.746000e-05,0.464,0.0008,0
1.747000e-05,0.456,0.0008,0
1.748000e-05,0.456,0,0
1.749000e-05,0.456,0,0
1.750000e-05,0.464,0,0
1.751000e-05,0.464,0,0
1.752000e-05,0.456,0,0
1.753000e-05,0.456,0,0
1.754000e-05,0.464,0,0
1.755000e-05,0.456,0,0
1.756000e-05,0.456,0,0
1.757000e-05,0.464,0,0
1.758000e-05,0.448,0,0
1.759000e-05,0.464,0,0
1.760000e-05,0.456,0,0
1.761000e-05,0.448,0.0008,0.08
1.762000e-05,0.448,0,0
1.763000e-05,0.456,0,0
1.764000e-05,0.456,0,0
1.765000e-05,0.464,0,0
1.766000e-05,0.456,0,0
1.767000e-05,0.456,0,0
1.768000e-05,0.456,0,0
1.769000e-05,0.456,0,0
1.770000e-05,0.448,0,0
1.771000e-05,0.448,0,0
1.772000e-05,0.448,0,0
1.773000e-05,0.464,0,0
1.774000e-05,0.464,0,0
1.775000e-05,0.456,0,0
1.776000e-05,0.448,0,0
1.777000e-05,0.448,0,0
1.778000e-05,0.464,0,0
1.779000e-05,0.456,0,0
1.780000e-05,0.448,0,0
1.781000e-05,0.448,0,0
1.782000e-05,0.456,0,0
1.783000e-05,0.456,0,0
1.784000e-05,0.464,0,0
1.785000e-05,0.448,0,0
1.786000e-05,0.448,0,0
1.787000e-05,0.456,0,0
1.788000e-05,0.456,0,0
1.789000e-05,0.464,0,0.16
1.790000e-05,0.456,0,0
1.791000e-05,0.448,0,0.08
1.792000e-05,0.456,0,0
1.793000e-05,0.456,0,0
1.794000e-05,0.456,0,0
1.795000e-05,0.456,0,0
1.796000e-05,0.456,0,0
1.797000e-05,0.456,0,0
1.798000e-05,0.448,0,0
1.799000e-05,0.456,0,0
1.800000e-05,0.448,0,0
1.801000e-05,0.448,0.0008,0
1.802000e-05,0.456,0,0
1.803000e-05,0.456,0,0
1.804000e-05,0.456,0,0
1.805000e-05,0.456,0,0
1.806000e-05,0.464,0,0
1.807000e-05,0.456,0,0
1.808000e-05,0.448,0,0
1.809000e-05,0.456,0,0
1.810000e-05,0.448,0,0
1.811000e-05,0.456,0.0008,0.08
1.812000e-05,0.456,0,0
1.813000e-05,0.448,0,0
1.814000e-05,0.456,0,0
1.815000e-05,0.456,0,0
1.816000e-05,0.448,0,0
1.817000e-05,0.456,0,0
1.818000e-05,0.456,0,0
1.819000e-05,0.456,0,0
1.820000e-05,0.448,0,0
1.821000e-05,0.456,0,0
1.822000e-05,0.456,0,0
1.823000e-05,0.448,0,0
1.824000e-05,0.448,0,0
1.825000e-05,0.456,0,0
1.826000e-05,0.464,0,0
1.827000e-05,0.456,0,0
1.828000e-05,0.456,0,0.08
1.829000e-05,0.456,0,0
1.830000e-05,0.448,0,0
1.831000e-05,0.448,0,0
1.832000e-05,0.456,0,0
1.833000e-05,0.456,0,0
1.834000e-05,0.456,0,0
1.835000e-05,0.448,0,0
1.836000e-05,0.456,0,0.08
1.837000e-05,0.448,0,0
1.838000e-05,0.456,0,0
1.839000e-05,0.456,0,0
1.840000e-05,0.456,0,0
1.841000e-05,0.448,0,0
1.842000e-05,0.456,0,0.08
1.843000e-05,0.448,0,0
1.844000e-05,0.448,0,0
1.845000e-05,0.448,0,0
1.846000e-05,0.448,0,0
1.847000e-05,0.456,0,0
1.848000e-05,0.448,0,0
1.849000e-05,0.456,0,0
1.850000e-05,0.448,0,0
1.851000e-05,0.456,0,0
1.852000e-05,0.464,0,0
1.853000e-05,0.456,0,0
1.854000e-05,0.456,0,0.08
1.855000e-05,0.448,0,0
1.856000e-05,0.448,0,0
1.857000e-05,0.448,0,0
1.858000e-05,0.456,0,0
1.859000e-05,0.456,0,0
1.860000e-05,0.456,0.0008,0.08
1.861000e-05,0.456,0,0
1.862000e-05,0.456,0,0
1.863000e-05,0.448,0.0008,0
1.864000e-05,0.456,0.0008,0.08
1.865000e-05,0.448,0,0
1.866000e-05,0.456,0,0
1.867000e-05,0.456,0,0
1.868000e-05,0.456,0,0
1.869000e-05,0.456,0,0
1.870000e-05,0.448,0,0
1.871000e-05,0.456,0,0
1.872000e-05,0.456,0,0
1.873000e-05,0.448,0,0
1.874000e-05,0.456,0,0
1.875000e-05,0.456,0,0
1.876000e-05,0.448,0.0008,0
1.877000e-05,0.456,0,0
1.878000e-05,0.456,0.0008,0
1.879000e-05,0.456,0,0
1.880000e-05,0.456,0,0
1.881000e-05,0.448,0.0008,0
1.882000e-05,0.448,0,0
1.883000e-05,0.448,0,0
1.884000e-05,0.456,0,0
1.885000e-05,0.464,-0.0008,0
1.886000e-05,0.456,0,0
1.887000e-05,0.448,-0.0008,0
1.888000e-05,0.448,0,0
1.889000e-05,0.448,0,0
1.890000e-05,0.456,0,0.08
1.891000e-05,0.456,0,0
1.892000e-05,0.448,0,0
1.893000e-05,0.456,0,0
1.894000e-05,0.448,0,0
1.895000e-05,0.464,-0.0008,0
1.896000e-05,0.456,0,0
1.897000e-05,0.456,0,0
1.898000e-05,0.456,0,0
1.899000e-05,0.456,0,0
1.900000e-05,0.448,0,0
1.901000e-05,0.448,0,0
1.902000e-05,0.448,0,0
1.903000e-05,0.448,0,0
1.904000e-05,0.448,0,0
1.905000e-05,0.456,0,0
1.906000e-05,0.456,0,0.08
1.907000e-05,0.456,0,0
1.908000e-05,0.448,0,0
1.909000e-05,0.456,0,0
1.910000e-05,0.456,0,0
1.911000e-05,0.448,0,0
1.912000e-05,0.448,0,0
1.913000e-05,0.448,0,0
1.914000e-05,0.456,0,0
1.915000e-05,0.456,0,0
1.916000e-05,0.448,0,0
1.917000e-05,0.456,0,0
1.918000e-05,0.456,0,0
1.919000e-05,0.448,0,0
1.920000e-05,0.456,0,0
1.921000e-05,0.448,0,0
1.922000e-05,0.464,0,0
1.923000e-05,0.448,0,0
1.924000e-05,0.456,0,0
1.925000e-05,0.456,0,0.08
1.926000e-05,0.456,0,0
1.927000e-05,0.448,0,0
1.928000e-05,0.456,0,0
1.929000e-05,0.44,0,0
1.930000e-05,0.448,0,0
1.931000e-05,0.456,0,0
1.932000e-05,0.464,0,0
1.933000e-05,0.456,0,0
1.934000e-05,0.448,-0.0008,0
1.935000e-05,0.448,0,0
1.936000e-05,0.456,0,0
1.937000e-05,0.456,0,0
1.938000e-05,0.456,0,0
1.939000e-05,0.456,0,0
1.940000e-05,0.456,0,0
1.941000e-05,0.456,0,0
1.942000e-05,0.448,0,0
1.943000e-05,0.448,0,0
1.944000e-05,0.448,0.0008,0
1.945000e-05,0.448,0,0
1.946000e-05,0.448,0,0
1.947000e-05,0.448,0,0
1.948000e-05,0.448,0,0
1.949000e-05,0.448,0,0
1.950000e-05,0.456,0,0
1.951000e-05,0.456,0,0
1.952000e-05,0.456,0,0
1.953000e-05,0.456,-0.0008,0
1.954000e-05,0.448,0,0
1.955000e-05,0.456,0,0
1.956000e-05,0.456,0,0
1.957000e-05,0.448,0,0
1.958000e-05,0.456,0,0.08
1.959000e-05,0.448,0,0
1.960000e-05,0.456,0.0008,0
1.961000e-05,0.456,0,0.08
1.962000e-05,0.448,0,0
1.963000e-05,0.448,0,0
1.964000e-05,0.448,0,0
1.965000e-05,0.448,0,0
1.966000e-05,0.448,0,0
1.967000e-05,0.456,0,0
1.968000e-05,0.448,0,0.08
1.969000e-05,0.448,0,0
1.970000e-05,0.448,0,0
1.971000e-05,0.456,0,0
1.972000e-05,0.448,0,0
1.973000e-05,0.448,0,0
1.974000e-05,0.448,0,0
1.975000e-05,0.448,0,0
1.976000e-05,0.448,0,0
1.977000e-05,0.448,0,0
1.978000e-05,0.448,0,0
1.979000e-05,0.448,0,0.08
1.980000e-05,0.456,0,0.08
1.981000e-05,0.456,0,0
1.982000e-05,0.448,0,0
1.983000e-05,0.448,0,0
1.984000e-05,0.448,0,0
1.985000e-05,0.448,0,0
1.986000e-05,0.448,0,0
1.987000e-05,0.448,0,0
1.988000e-05,0.448,0,0
1.989000e-05,0.448,0,0.08
1.990000e-05,0.448,0,0
1.991000e-05,0.448,0,0
1.992000e-05,0.448,0,0
1.993000e-05,0.448,0,0
1.994000e-05,0.448,0,0
1.995000e-05,0.44,-0.0008,0
1.996000e-05,0.448,0,0
1.997000e-05,0.448,0,0
1.998000e-05,0.448,0,0
1.999000e-05,0.448,0,0.08
2.000000e-05,0.44,0.0008,0
2.001000e-05,0.448,0,0
2.002000e-05,0.448,0,0
2.003000e-05,0.44,0,0
2.004000e-05,0.456,0,0
2.005000e-05,0.448,0,0
2.006000e-05,0.448,0,0
2.007000e-05,0.448,0,0
2.008000e-05,0.456,0,0
2.009000e-05,0.448,0,0.08
2.010000e-05,0.448,0,0
2.011000e-05,0.44,0,0
2.012000e-05,0.448,0,0
2.013000e-05,0.448,0,0
2.014000e-05,0.456,0,0
2.015000e-05,0.44,0,0
2.016000e-05,0.456,0,0
2.017000e-05,0.456,0,0
2.018000e-05,0.448,0,0
2.019000e-05,0.448,0,0
2.020000e-05,0.448,0,0
2.021000e-05,0.448,0,0
2.022000e-05,0.456,0,0
2.023000e-05,0.448,0,0
2.024000e-05,0.456,0,0
2.025000e-05,0.448,0,0
2.026000e-05,0.456,0,0
2.027000e-05,0.448,0,0
2.028000e-05,0.448,0,0
2.029000e-05,0.448,0,0
2.030000e-05,0.448,0,0
2.031000e-05,0.448,0,0.08
2.032000e-05,0.448,0.0008,0
2.033000e-05,0.448,0,0
2.034000e-05,0.456,0,0
2.035000e-05,0.448,0,0
2.036000e-05,0.44,0,0
2.037000e-05,0.44,0,0
2.038000e-05,0.448,0,0
2.039000e-05,0.44,-0.0008,0
2.040000e-05,0.448,0.0008,0
2.041000e-05,0.456,0,0
2.042000e-05,0.44,0,0
2.043000e-05,0.448,-0.0008,0
2.044000e-05,0.448,0,0
2.045000e-05,0.44,0,0
2.046000e-05,0.456,0,0
2.047000e-05,0.448,0,0
2.048000e-05,0.44,0,0
2.049000e-05,0.448,0,0
2.050000e-05,0.44,0,0
2.051000e-05,0.456,0.0008,0
2.052000e-05,0.448,0,0.08
2.053000e-05,0.448,0,0
2.054000e-05,0.448,0,0
2.055000e-05,0.456,0,0.08
2.056000e-05,0.456,0,0
2.057000e-05,0.448,0,0.08
2.058000e-05,0.456,0,0
2.059000e-05,0.448,0.0008,0
2.060000e-05,0.448,0,0
2.061000e-05,0.44,0,0
2.062000e-05,0.448,0,0
2.063000e-05,0.448,0,0
2.064000e-05,0.448,0,0
2.065000e-05,0.448,0,0.08
2.066000e-05,0.44,0,0
2.067000e-05,0.448,0,0
2.068000e-05,0.448,0,0
2.069000e-05,0.456,0,0
2.070000e-05,0.448,0,0
2.071000e-05,0.456,0,0
2.072000e-05,0.448,0,0
2.073000e-05,0.448,0,0
2.074000e-05,0.448,0,0
2.075000e-05,0.448,0.0008,0
2.076000e-05,0.456,0,0
2.077000e-05,0.448,0,0
2.078000e-05,0.448,0,0
2.079000e-05,0.456,0,0
2.080000e-05,0.456,0,-0.08
2.081000e-05,0.448,0.0008,0
2.082000e-05,0.448,0,0
2.083000e-05,0.448,0,0
2.084000e-05,0.44,0,0
2.085000e-05,0.448,0,0
2.086000e-05,0.448,0,0
2.087000e-05,0.448,0,0
2.088000e-05,0.448,-0.0008,0.08
2.089000e-05,0.448,0.0008,0
2.090000e-05,0.448,-0.0008,0
2.091000e-05,0.448,0,0.08
2.092000e-05,0.448,0,0
2.093000e-05,0.448,0,0
2.094000e-05,0.44,-0.0008,0
2.095000e-05,0.456,-0.0008,0
2.096000e-05,0.448,0,0
2.097000e-05,0.44,0,0
2.098000e-05,0.448,0,0
2.099000e-05,0.448,0,0
2.100000e-05,0.448,0,0
2.101000e-05,0.44,0,0
2.102000e-05,0.448,0,0
2.103000e-05,0.448,0,0
2.104000e-05,0.44,0,0
2.105000e-05,0.448,0,0
2.106000e-05,0.448,0,0
2.107000e-05,0.448,0.0008,0
2.108000e-05,0.448,0,0
2.109000e-05,0.44,-0.0008,0
2.110000e-05,0.448,0,0
2.111000e-05,0.456,0,0.08
2.112000e-05,0.448,0.0008,0
2.113000e-05,0.456,0,0
2.114000e-05,0.448,0,0.08
2.115000e-05,0.44,0,0
2.116000e-05,0.448,0,0
2.117000e-05,0.448,0,0
2.118000e-05,0.456,0,0
2.119000e-05,0.448,0,0
2.120000e-05,0.456,0,0
2.121000e-05,0.448,0,0
2.122000e-05,0.456,0,0
2.123000e-05,0.448,0,0
2.124000e-05,0.448,0,0
2.125000e-05,0.448,0,0
2.126000e-05,0.448,0,0
2.127000e-05,0.448,0,0
2.128000e-05,0.448,-0.0008,0
2.129000e-05,0.448,0,0
2.130000e-05,0.448,-0.0008,0
2.131000e-05,0.448,0.0008,0
2.132000e-05,0.448,0,0
2.133000e-05,0.44,0,0
2.134000e-05,0.448,0,0
2.135000e-05,0.44,0,0.08
2.136000e-05,0.448,0,0
2.137000e-05,0.448,0,0
2.138000e-05,0.448,0,0
2.139000e-05,0.44,0,0.08
2.140000e-05,0.448,0,0
2.141000e-05,0.448,0,0
2.142000e-05,0.448,0,0
2.143000e-05,0.448,0,0
2.144000e-05,0.44,0,0
2.145000e-05,0.448,0,0
2.146000e-05,0.44,0,0
2.147000e-05,0.44,0,0
2.148000e-05,0.44,0,0
2.149000e-05,0.448,0.0008,0
2.150000e-05,0.448,0,0.08
2.151000e-05,0.448,0,0
2.152000e-05,0.448,0,0
2.153000e-05,0.448,0,0
2.154000e-05,0.456,0.0008,0
2.155000e-05,0.448,0,0
2.156000e-05,0.448,0,0
2.157000e-05,0.448,0.0008,0
2.158000e-05,0.448,-0.0008,0
2.159000e-05,0.448,0,0
2.160000e-05,0.448,0,0
2.161000e-05,0.44,0,0
2.162000e-05,0.448,0,0
2.163000e-05,0.44,0,0
2.164000e-05,0.448,0,0
2.165000e-05,0.448,0,0
2.166000e-05,0.44,0,0
2.167000e-05,0.448,0,0
2.168000e-05,0.44,0,0
2.169000e-05,0.44,-0.0008,0
2.170000e-05,0.448,0,0
2.171000e-05,0.448,0,0
2.172000e-05,0.432,0,0
2.173000e-05,0.448,0,0
2.174000e-05,0.448,0,0
2.175000e-05,0.448,0,0
2.176000e-05,0.448,0.0008,0
2.177000e-05,0.448,0,0
2.178000e-05,0.44,0,0
2.179000e-05,0.448,0,0
2.180000e-05,0.448,0,0
2.181000e-05,0.448,0,0.08
2.182000e-05,0.44,0,0.08
2.183000e-05,0.44,0,0
2.184000e-05,0.448,0,0
2.185000e-05,0.44,0,0
2.186000e-05,0.448,0,0
2.187000e-05,0.448,0,0
2.188000e-05,0.44,0,0
2.189000e-05,0.44,0,0
2.190000e-05,0.44,0,0
2.191000e-05,0.44,0,0
2.192000e-05,0.448,0.0008,0
2.193000e-05,0.448,0,0
2.194000e-05,0.448,0,0
2.195000e-05,0.44,0,0
2.196000e-05,0.448,0,0.08
2.197000e-05,0.448,0,0
2.198000e-05,0.448,0,0
2.199000e-05,0.448,0,0
2.200000e-05,0.448,0,0
2.201000e-05,0.456,0,0
2.202000e-05,0.448,0,0
2.203000e-05,0.448,0,0
2.204000e-05,0.432,0.0008,0
2.205000e-05,0.448,0,0
2.206000e-05,0.44,0,0
2.207000e-05,0.44,0,0
2.208000e-05,0.448,0,0
2.209000e-05,0.44,0,0
2.210000e-05,0.44,0,0.08
2.211000e-05,0.44,0,0
2.212000e-05,0.448,0,0
2.213000e-05,0.448,0,0.08
2.214000e-05,0.448,0,0
2.215000e-05,0.448,0,0
2.216000e-05,0.448,0,0
2.217000e-05,0.448,0,0
2.218000e-05,0.44,0,0.08
2.219000e-05,0.448,0,0
2.220000e-05,0.44,0,0
2.221000e-05,0.448,0,0
2.222000e-05,0.448,0.0008,0
2.223000e-05,0.44,0,0
2.224000e-05,0.448,0,0
2.225000e-05,0.44,0,0
2.226000e-05,0.44,0,0
2.227000e-05,0.448,0,0.08
2.228000e-05,0.44,0,0
2.229000e-05,0.44,0,0
2.230000e-05,0.448,0,0
2.231000e-05,0.44,0,0
2.232000e-05,0.448,0,0
2.233000e-05,0.448,0,0
2.234000e-05,0.448,0,0
2.235000e-05,0.456,0,0
2.236000e-05,0.448,0,0
2.237000e-05,0.44,0,0.08
2.238000e-05,0.448,0,0
2.239000e-05,0.448,0.0016,0
2.240000e-05,0.448,0,0.08
2.241000e-05,0.448,0,0
2.242000e-05,0.448,0,0
2.243000e-05,0.456,0,0
2.244000e-05,0.44,0,0
2.245000e-05,0.448,0,0
2.246000e-05,0.448,0.0008,0
2.247000e-05,0.448,0,0
2.248000e-05,0.448,0,0.08
2.249000e-05,0.448,0,0
2.250000e-05,0.448,0,0
2.251000e-05,0.44,0,0
2.252000e-05,0.44,0,0
2.253000e-05,0.44,0,0
2.254000e-05,0.448,0,0
2.255000e-05,0.44,0,0.08
2.256000e-05,0.448,0,0.08
2.257000e-05,0.44,0,0
2.258000e-05,0.44,0,0
2.259000e-05,0.432,0,0
2.260000e-05,0.44,0,0
2.261000e-05,0.44,0.0008,0
2.262000e-05,0.44,0,0.08
2.263000e-05,0.44,0,0
2.264000e-05,0.448,0,0.08
2.265000e-05,0.456,0,0
2.266000e-05,0.448,0,0
2.267000e-05,0.448,0,0
2.268000e-05,0.448,0,0
2.269000e-05,0.448,0,0
2.270000e-05,0.44,0,0
2.271000e-05,0.44,0,0.08
2.272000e-05,0.448,0,0
2.273000e-05,0.44,0,0
2.274000e-05,0.44,0,0
2.275000e-05,0.448,0,0
2.276000e-05,0.44,0.0008,0
2.277000e-05,0.44,0,0
2.278000e-05,0.44,0,0
2.279000e-05,0.44,0,0
2.280000e-05,0.44,0,0.08
2.281000e-05,0.44,0,0
2.282000e-05,0.448,0.0008,0
2.283000e-05,0.44,0,0
2.284000e-05,0.44,0,0
2.285000e-05,0.44,0,0
2.286000e-05,0.44,0,0
2.287000e-05,0.448,0,0
2.288000e-05,0.448,0,0.08
2.289000e-05,0.44,0,0
2.290000e-05,0.448,0,0
2.291000e-05,0.44,0,0.08
2.292000e-05,0.448,0,0
2.293000e-05,0.448,0,0
2.294000e-05,0.448,0,0
2.295000e-05,0.448,0,0
2.296000e-05,0.448,0,0.08
2.297000e-05,0.44,0,0
2.298000e-05,0.44,0,0
2.299000e-05,0.448,0,0
2.300000e-05,0.44,0,0
2.301000e-05,0.448,0,0
2.302000e-05,0.448,0,0.08
2.303000e-05,0.44,0.0008,0
2.304000e-05,0.448,0,0
2.305000e-05,0.448,0,0
2.306000e-05,0.44,0,0
2.307000e-05,0.44,0,0
2.308000e-05,0.448,-0.0008,0
2.309000e-05,0.448,0,0
2.310000e-05,0.44,0,0.08
2.311000e-05,0.448,0,0
2.312000e-05,0.44,0,0.08
2.313000e-05,0.44,0,0
2.314000e-05,0.44,0,0
2.315000e-05,0.432,0,0
2.316000e-05,0.44,0,0
2.317000e-05,0.448,0,0
2.318000e-05,0.44,-0.0008,0
2.319000e-05,0.44,0,0.08
2.320000e-05,0.448,0,0.08
2.321000e-05,0.44,0,0
2.322000e-05,0.448,0,0
2.323000e-05,0.448,0,0.08
2.324000e-05,0.44,0,0
2.325000e-05,0.448,0,0
2.326000e-05,0.44,0,0
2.327000e-05,0.44,0,0.08
2.328000e-05,0.448,0,0
2.329000e-05,0.44,0,0
2.330000e-05,0.448,0,0
2.331000e-05,0.456,0,0
2.332000e-05,0.44,0,0
2.333000e-05,0.44,0,0
2.334000e-05,0.448,0,0
2.335000e-05,0.44,0,0
2.336000e-05,0.44,0,0
2.337000e-05,0.44,0,0
2.338000e-05,0.44,0,0
2.339000e-05,0.44,0,0
2.340000e-05,0.448,0,0.08
2.341000e-05,0.448,0,0.08
2.342000e-05,0.448,0,0
2.343000e-05,0.448,0.0008,0
2.344000e-05,0.44,0,0
2.345000e-05,0.448,0,0
2.346000e-05,0.44,0,0
2.347000e-05,0.448,0,0
2.348000e-05,0.44,0,0
2.349000e-05,0.448,0,0
2.350000e-05,0.448,0,0
2.351000e-05,0.44,0,0
2.352000e-05,0.448,0,0
2.353000e-05,0.448,0,0
2.354000e-05,0.448,0,0
2.355000e-05,0.448,0,0
2.356000e-05,0.44,0,0
2.357000e-05,0.44,0,0
2.358000e-05,0.44,0,0
2.359000e-05,0.448,0,0
2.360000e-05,0.44,0,0
2.361000e-05,0.448,0,0
2.362000e-05,0.44,0,0
2.363000e-05,0.448,0,0.08
2.364000e-05,0.44,0,0
2.365000e-05,0.44,0.0008,0
2.366000e-05,0.44,0,0
2.367000e-05,0.44,0,0
2.368000e-05,0.448,0,0
2.369000e-05,0.44,0,0
2.370000e-05,0.44,0,0
2.371000e-05,0.44,0,0
2.372000e-05,0.448,0,0
2.373000e-05,0.432,0,0
2.374000e-05,0.448,0,0
2.375000e-05,0.432,0,0.08
2.376000e-05,0.44,0,0.08
2.377000e-05,0.44,0,0
2.378000e-05,0.44,0,0
2.379000e-05,0.44,0,0
2.380000e-05,0.44,0,0
2.381000e-05,0.44,0,0
2.382000e-05,0.44,0,0
2.383000e-05,0.44,0,0
2.384000e-05,0.44,0,0
2.385000e-05,0.448,0,0
2.386000e-05,0.44,0,0
2.387000e-05,0.44,0,0
2.388000e-05,0.44,0,0
2.389000e-05,0.44,0,0
2.390000e-05,0.44,0.0008,0
2.391000e-05,0.44,0,0
2.392000e-05,0.448,0,0
2.393000e-05,0.448,0,0
2.394000e-05,0.448,0,0
2.395000e-05,0.448,0,0.08
2.396000e-05,0.448,0,0
2.397000e-05,0.432,-0.0008,0
2.398000e-05,0.44,0,0.08
2.399000e-05,0.44,0,0.08
2.400000e-05,0.448,0,0
2.401000e-05,0.44,0,0
2.402000e-05,0.44,0.0008,0
2.403000e-05,0.44,0,0
2.404000e-05,0.44,0,0
2.405000e-05,0.448,0,0
2.406000e-05,0.432,0,0
2.407000e-05,0.44,0,0
2.408000e-05,0.44,0,0
2.409000e-05,0.44,0,0
2.410000e-05,0.44,0,0
2.411000e-05,0.424,0,0
2.412000e-05,0.432,0,0
2.413000e-05,0.448,0,0
2.414000e-05,0.448,0,0
2.415000e-05,0.44,0,0
2.416000e-05,0.432,0,0
2.417000e-05,0.44,0,0
2.418000e-05,0.44,0.0008,0
2.419000e-05,0.44,0.0008,0
2.420000e-05,0.432,0,0
2.421000e-05,0.432,0,0
2.422000e-05,0.44,0,0
2.423000e-05,0.44,0,0
2.424000e-05,0.44,0,0
2.425000e-05,0.44,0,0.08
2.426000e-05,0.44,0,0
2.427000e-05,0.44,0,0
2.428000e-05,0.448,0.0008,0.08
2.429000e-05,0.432,-0.0008,0
2.430000e-05,0.44,0,0
2.431000e-05,0.44,0,0
2.432000e-05,0.44,0,0
2.433000e-05,0.44,0,0
2.434000e-05,0.44,0,0
2.435000e-05,0.44,0,0.08
2.436000e-05,0.44,0,0
2.437000e-05,0.44,0,0
2.438000e-05,0.44,0,0
2.439000e-05,0.44,0,0
2.440000e-05,0.44,0,0.08
2.441000e-05,0.448,0,0
2.442000e-05,0.44,0,0
2.443000e-05,0.44,0,0
2.444000e-05,0.432,0,0
2.445000e-05,0.44,0,0
2.446000e-05,0.44,0,0
2.447000e-05,0.448,0,0
2.448000e-05,0.44,0,0
2.449000e-05,0.448,0,0
2.450000e-05,0.44,0,0.08
2.451000e-05,0.44,0,0
2.452000e-05,0.44,0,0
2.453000e-05,0.44,0,0
2.454000e-05,0.432,0,0
2.455000e-05,0.44,0,0
2.456000e-05,0.44,0,0
2.457000e-05,0.432,0,0
2.458000e-05,0.44,0,0
2.459000e-05,0.432,0,0
2.460000e-05,0.44,0,0
2.461000e-05,0.44,0,0
2.462000e-05,0.432,0,0
2.463000e-05,0.448,0,0
2.464000e-05,0.44,0,0
2.465000e-05,0.448,0,0
2.466000e-05,0.44,0,0
2.467000e-05,0.448,0.0008,0
2.468000e-05,0.448,0,0
2.469000e-05,0.448,0,0
2.470000e-05,0.44,0,0
2.471000e-05,0.44,0,0
2.472000e-05,0.432,0,0
2.473000e-05,0.44,0,0
2.474000e-05,0.44,0,0.08
2.475000e-05,0.44,0,0.08
2.476000e-05,0.432,0,0
2.477000e-05,0.44,0,0
2.478000e-05,0.44,0,0.08
2.479000e-05,0.44,0,0
2.480000e-05,0.432,0,0
2.481000e-05,0.448,0,0
2.482000e-05,0.44,0,0
2.483000e-05,0.44,0,0
2.484000e-05,0.432,0,0
2.485000e-05,0.448,0.0008,0
2.486000e-05,0.44,0,0
2.487000e-05,0.44,0,0
2.488000e-05,0.44,0,0
