#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 10:06:12
# Real time (s): 1254.680
# Live time (s): 1200.000
#
# Total counts:  195605
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  328
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
229	194.581	367	0.305833
230	195.427	393	0.3275
231	196.274	360	0.3
232	197.121	402	0.335
233	197.968	418	0.348333
234	198.815	375	0.3125
235	199.661	387	0.3225
236	200.508	380	0.316667
237	201.355	386	0.321667
238	202.202	390	0.325
239	203.048	384	0.32
240	203.895	354	0.295
241	204.742	337	0.280833
242	205.589	388	0.323333
243	206.435	393	0.3275
244	207.282	389	0.324167
245	208.129	409	0.340833
246	208.976	381	0.3175
247	209.823	410	0.341667
248	210.669	379	0.315833
249	211.516	382	0.318333
250	212.363	410	0.341667
251	213.210	419	0.349167
252	214.056	363	0.3025
253	214.903	386	0.321667
254	215.750	373	0.310833
255	216.597	374	0.311667
256	217.444	394	0.328333
257	218.290	339	0.2825
258	219.137	409	0.340833
259	219.984	349	0.290833
260	220.831	373	0.310833
261	221.677	396	0.33
262	222.524	372	0.31
263	223.371	365	0.304167
264	224.218	371	0.309167
265	225.065	397	0.330833
266	225.911	399	0.3325
267	226.758	364	0.303333
268	227.605	329	0.274167
269	228.452	330	0.275
270	229.298	399	0.3325
271	230.145	380	0.316667
272	230.992	358	0.298333
273	231.839	361	0.300833
274	232.685	379	0.315833
275	233.532	362	0.301667
276	234.379	370	0.308333
277	235.226	359	0.299167
278	236.073	380	0.316667
279	236.919	392	0.326667
280	237.766	405	0.3375
281	238.613	345	0.2875
282	239.460	351	0.2925
283	240.306	371	0.309167
284	241.153	326	0.271667
285	242.000	352	0.293333
286	242.847	346	0.288333
287	243.694	364	0.303333
288	244.540	369	0.3075
289	245.387	358	0.298333
290	246.234	372	0.31
291	247.081	376	0.313333
292	247.927	346	0.288333
293	248.774	336	0.28
294	249.621	330	0.275
295	250.468	368	0.306667
296	251.315	368	0.306667
297	252.161	345	0.2875
298	253.008	337	0.280833
299	253.855	340	0.283333
300	254.702	346	0.288333
301	255.548	347	0.289167
302	256.395	350	0.291667
303	257.242	337	0.280833
304	258.089	341	0.284167
305	258.935	356	0.296667
306	259.782	324	0.27
307	260.629	328	0.273333
308	261.476	347	0.289167
309	262.323	334	0.278333
310	263.169	364	0.303333
311	264.016	332	0.276667
312	264.863	340	0.283333
313	265.710	323	0.269167
314	266.556	299	0.249167
315	267.403	336	0.28
316	268.250	320	0.266667
317	269.097	329	0.274167
318	269.944	311	0.259167
319	270.790	349	0.290833
320	271.637	338	0.281667
321	272.484	298	0.248333
322	273.331	327	0.2725
323	274.177	335	0.279167
324	275.024	320	0.266667
325	275.871	320	0.266667
326	276.718	347	0.289167
327	277.565	333	0.2775
328	278.411	298	0.248333
329	279.258	331	0.275833
330	280.105	311	0.259167
331	280.952	315	0.2625
332	281.798	283	0.235833
333	282.645	327	0.2725
334	283.492	318	0.265
335	284.339	308	0.256667
336	285.185	311	0.259167
337	286.032	311	0.259167
338	286.879	292	0.243333
339	287.726	294	0.245
340	288.573	284	0.236667
341	289.419	314	0.261667
342	290.266	298	0.248333
343	291.113	288	0.24
344	291.960	293	0.244167
345	292.806	272	0.226667
346	293.653	265	0.220833
347	294.500	284	0.236667
348	295.347	274	0.228333
349	296.194	283	0.235833
