#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-22, 15:14:19
# Real time (s): 1907.730
# Live time (s): 1800.000
#
# Total counts:  24657198
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  5274
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
369	313.129	16037	8.90944
370	313.976	16207	9.00389
371	314.823	16164	8.98
372	315.669	16186	8.99222
373	316.516	16410	9.11667
374	317.363	16215	9.00833
375	318.210	16090	8.93889
376	319.056	16142	8.96778
377	319.903	16166	8.98111
378	320.750	16011	8.895
379	321.597	16260	9.03333
380	322.444	15939	8.855
381	323.290	15752	8.75111
382	324.137	15872	8.81778
383	324.984	15810	8.78333
384	325.831	15586	8.65889
385	326.677	15775	8.76389
386	327.524	15382	8.54556
387	328.371	15298	8.49889
388	329.218	15173	8.42944
389	330.065	15155	8.41944
390	330.911	14738	8.18778
391	331.758	14691	8.16167
392	332.605	14470	8.03889
393	333.452	14035	7.79722
394	334.298	13900	7.72222
395	335.145	13952	7.75111
396	335.992	13904	7.72444
397	336.839	13376	7.43111
398	337.685	13388	7.43778
399	338.532	13210	7.33889
400	339.379	12980	7.21111
401	340.226	12534	6.96333
402	341.073	12537	6.965
403	341.919	12392	6.88444
404	342.766	12309	6.83833
405	343.613	11856	6.58667
406	344.460	11628	6.46
407	345.306	11375	6.31944
408	346.153	11265	6.25833
409	347.000	11149	6.19389
410	347.847	10688	5.93778
411	348.694	10424	5.79111
412	349.540	10342	5.74556
413	350.387	10342	5.74556
414	351.234	10127	5.62611
415	352.081	9830	5.46111
416	352.927	9465	5.25833
417	353.774	9334	5.18556
418	354.621	9323	5.17944
419	355.468	9202	5.11222
420	356.315	9086	5.04778
421	357.161	8874	4.93
422	358.008	8787	4.88167
423	358.855	8535	4.74167
424	359.702	8559	4.755
425	360.548	8292	4.60667
426	361.395	8237	4.57611
427	362.242	8253	4.585
428	363.089	7963	4.42389
429	363.935	7772	4.31778
430	364.782	7840	4.35556
431	365.629	7804	4.33556
432	366.476	7581	4.21167
433	367.323	7426	4.12556
434	368.169	7385	4.10278
435	369.016	7262	4.03444
436	369.863	7052	3.91778
437	370.710	7046	3.91444
438	371.556	6910	3.83889
439	372.403	6678	3.71
440	373.250	6632	3.68444
441	374.097	6603	3.66833
442	374.944	6594	3.66333
443	375.790	6338	3.52111
444	376.637	6356	3.53111
445	377.484	6371	3.53944
446	378.331	6296	3.49778
447	379.177	6097	3.38722
448	380.024	6015	3.34167
449	380.871	5935	3.29722
450	381.718	5870	3.26111
451	382.565	5757	3.19833
452	383.411	5749	3.19389
453	384.258	5425	3.01389
454	385.105	5518	3.06556
455	385.952	5474	3.04111
456	386.798	5519	3.06611
457	387.645	5377	2.98722
458	388.492	5426	3.01444
459	389.339	5142	2.85667
460	390.185	5159	2.86611
461	391.032	5050	2.80556
462	391.879	5099	2.83278
463	392.726	4860	2.7
464	393.573	4807	2.67056
465	394.419	4829	2.68278
466	395.266	4684	2.60222
467	396.113	4605	2.55833
468	396.960	4552	2.52889
469	397.806	4440	2.46667
470	398.653	4361	2.42278
471	399.500	4449	2.47167
472	400.347	4314	2.39667
473	401.194	4249	2.36056
474	402.040	4178	2.32111
475	402.887	4049	2.24944
476	403.734	4017	2.23167
477	404.581	3993	2.21833
478	405.427	3956	2.19778
479	406.274	3803	2.11278
480	407.121	3727	2.07056
481	407.968	3773	2.09611
482	408.815	3638	2.02111
483	409.661	3653	2.02944
484	410.508	3608	2.00444
485	411.355	3599	1.99944
486	412.202	3505	1.94722
487	413.048	3400	1.88889
488	413.895	3313	1.84056
489	414.742	3367	1.87056
490	415.589	3412	1.89556
491	416.435	3276	1.82
492	417.282	3229	1.79389
493	418.129	3160	1.75556
494	418.976	3212	1.78444
495	419.823	3097	1.72056
496	420.669	3153	1.75167
497	421.516	2992	1.66222
498	422.363	3042	1.69
499	423.210	3010	1.67222
500	424.056	2922	1.62333
501	424.903	2964	1.64667
502	425.750	2932	1.62889
503	426.597	2854	1.58556
504	427.444	2896	1.60889
505	428.290	2831	1.57278
506	429.137	2815	1.56389
507	429.984	2804	1.55778
508	430.831	2811	1.56167
509	431.677	2682	1.49
510	432.524	2627	1.45944
511	433.371	2654	1.47444
512	434.218	2632	1.46222
513	435.065	2642	1.46778
514	435.911	2655	1.475
515	436.758	2643	1.46833
516	437.605	2608	1.44889
517	438.452	2494	1.38556
518	439.298	2500	1.38889
519	440.145	2571	1.42833
520	440.992	2432	1.35111
521	441.839	2438	1.35444
522	442.685	2549	1.41611
523	443.532	2432	1.35111
524	444.379	2374	1.31889
525	445.226	2355	1.30833
526	446.073	2409	1.33833
527	446.919	2231	1.23944
528	447.766	2315	1.28611
529	448.613	2396	1.33111
530	449.460	2147	1.19278
531	450.306	2313	1.285
532	451.153	2234	1.24111
533	452.000	2239	1.24389
534	452.847	2203	1.22389
535	453.694	2169	1.205
536	454.540	2175	1.20833
537	455.387	2152	1.19556
538	456.234	2184	1.21333
539	457.081	2106	1.17
540	457.927	2184	1.21333
541	458.774	2115	1.175
542	459.621	2180	1.21111
543	460.468	2046	1.13667
544	461.315	2114	1.17444
545	462.161	2077	1.15389
546	463.008	1967	1.09278
547	463.855	1912	1.06222
548	464.702	2061	1.145
549	465.548	1943	1.07944
550	466.395	2001	1.11167
551	467.242	1904	1.05778
552	468.089	1959	1.08833
553	468.935	1927	1.07056
554	469.782	1974	1.09667
555	470.629	1865	1.03611
556	471.476	1877	1.04278
557	472.323	1835	1.01944
558	473.169	1871	1.03944
559	474.016	1788	0.993333
560	474.863	1865	1.03611
561	475.710	1860	1.03333
562	476.556	1840	1.02222
563	477.403	1786	0.992222
564	478.250	1740	0.966667
565	479.097	1909	1.06056
566	479.944	1687	0.937222
567	480.790	1700	0.944444
568	481.637	1794	0.996667
569	482.484	1788	0.993333
570	483.331	1717	0.953889
571	484.177	1746	0.97
572	485.024	1699	0.943889
573	485.871	1719	0.955
574	486.718	1642	0.912222
575	487.565	1610	0.894444
576	488.411	1724	0.957778
577	489.258	1684	0.935556
578	490.105	1734	0.963333
579	490.952	1631	0.906111
580	491.798	1669	0.927222
581	492.645	1638	0.91
582	493.492	1741	0.967222
583	494.339	1666	0.925556
584	495.185	1598	0.887778
585	496.032	1616	0.897778
586	496.879	1634	0.907778
587	497.726	1648	0.915556
588	498.573	1619	0.899444
589	499.419	1587	0.881667
590	500.266	1684	0.935556
591	501.113	1589	0.882778
592	501.960	1604	0.891111
593	502.806	1592	0.884444
594	503.653	1571	0.872778
595	504.500	1558	0.865556
596	505.347	1510	0.838889
597	506.194	1569	0.871667
598	507.040	1557	0.865
599	507.887	1572	0.873333
600	508.734	1446	0.803333
601	509.581	1573	0.873889
602	510.427	1531	0.850556
603	511.274	1607	0.892778
