#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 16:54:13
# Real time (s): 1282.590
# Live time (s): 1200.000
#
# Total counts:  17572286
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  4846
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
1	1.516	1	0.000833333
2	2.363	49	0.0408333
3	3.210	568	0.473333
4	4.056	1764	1.47
5	4.903	3484	2.90333
6	5.750	5385	4.4875
7	6.597	6398	5.33167
8	7.444	6696	5.58
9	8.290	7259	6.04917
10	9.137	21685	18.0708
11	9.984	39633	33.0275
12	10.831	53583	44.6525
13	11.677	71191	59.3258
14	12.524	69601	58.0008
15	13.371	69229	57.6908
16	14.218	69466	57.8883
17	15.065	69216	57.68
18	15.911	69568	57.9733
19	16.758	69653	58.0442
20	17.605	70160	58.4667
21	18.452	70894	59.0783
22	19.298	71042	59.2017
23	20.145	71829	59.8575
24	20.992	72502	60.4183
25	21.839	72989	60.8242
26	22.685	73624	61.3533
27	23.532	73962	61.635
28	24.379	75081	62.5675
29	25.226	75861	63.2175
30	26.073	76831	64.0258
31	26.919	77341	64.4508
32	27.766	78137	65.1142
33	28.613	79010	65.8417
34	29.460	80112	66.76
35	30.306	81698	68.0817
36	31.153	81996	68.33
37	32.000	82955	69.1292
38	32.847	84658	70.5483
39	33.694	85802	71.5017
40	34.540	86781	72.3175
41	35.387	87918	73.265
42	36.234	89155	74.2958
43	37.081	90188	75.1567
44	37.927	91773	76.4775
45	38.774	92781	77.3175
46	39.621	94224	78.52
47	40.468	94091	78.4092
48	41.315	95216	79.3467
49	42.161	95246	79.3717
50	43.008	96421	80.3508
51	43.855	96520	80.4333
52	44.702	96440	80.3667
53	45.548	97068	80.89
54	46.395	97416	81.18
55	47.242	96235	80.1958
56	48.089	96178	80.1483
57	48.935	95618	79.6817
58	49.782	95001	79.1675
59	50.629	94012	78.3433
60	51.476	93695	78.0792
61	52.323	92451	77.0425
62	53.169	91768	76.4733
63	54.016	90543	75.4525
64	54.863	89825	74.8542
65	55.710	88671	73.8925
66	56.556	87968	73.3067
67	57.403	87238	72.6983
68	58.250	85849	71.5408
69	59.097	84877	70.7308
70	59.944	84449	70.3742
71	60.790	83374	69.4783
72	61.637	81999	68.3325
73	62.484	81217	67.6808
74	63.331	79720	66.4333
75	64.177	79914	66.595
76	65.024	78837	65.6975
77	65.871	78180	65.15
78	66.718	77158	64.2983
79	67.565	76472	63.7267
80	68.411	75948	63.29
81	69.258	75351	62.7925
82	70.105	73824	61.52
83	70.952	73772	61.4767
84	71.798	73710	61.425
85	72.645	72849	60.7075
86	73.492	72455	60.3792
87	74.339	71444	59.5367
88	75.185	70494	58.745
89	76.032	70357	58.6308
90	76.879	69431	57.8592
91	77.726	69421	57.8508
92	78.573	68633	57.1942
93	79.419	67919	56.5992
94	80.266	67309	56.0908
95	81.113	66649	55.5408
96	81.960	65711	54.7592
97	82.806	65046	54.205
98	83.653	64950	54.125
99	84.500	63561	52.9675
100	85.347	63220	52.6833
101	86.194	61688	51.4067
102	87.040	60862	50.7183
103	87.887	59895	49.9125
104	88.734	58700	48.9167
105	89.581	57796	48.1633
106	90.427	56855	47.3792
107	91.274	55466	46.2217
108	92.121	54412	45.3433
109	92.968	53090	44.2417
110	93.815	51653	43.0442
111	94.661	50938	42.4483
112	95.508	50024	41.6867
113	96.355	48756	40.63
114	97.202	46983	39.1525
115	98.048	46122	38.435
116	98.895	45444	37.87
117	99.742	44399	36.9992
118	100.589	43664	36.3867
119	101.435	42820	35.6833
120	102.282	41692	34.7433
121	103.129	41305	34.4208
122	103.976	40764	33.97
123	104.823	39981	33.3175
124	105.669	39764	33.1367
125	106.516	39404	32.8367
126	107.363	39565	32.9708
127	108.210	38888	32.4067
128	109.056	39002	32.5017
129	109.903	39062	32.5517
130	110.750	39402	32.835
131	111.597	39173	32.6442
132	112.444	39731	33.1092
133	113.290	40721	33.9342
134	114.137	40850	34.0417
135	114.984	42211	35.1758
136	115.831	43146	35.955
137	116.677	44190	36.825
138	117.524	45658	38.0483
139	118.371	46815	39.0125
140	119.218	48582	40.485
141	120.065	50239	41.8658
142	120.911	52297	43.5808
143	121.758	54098	45.0817
144	122.605	56735	47.2792
145	123.452	59044	49.2033
146	124.298	61243	51.0358
147	125.145	63713	53.0942
148	125.992	66085	55.0708
149	126.839	69363	57.8025
150	127.685	72935	60.7792
151	128.532	75103	62.5858
152	129.379	78167	65.1392
153	130.226	80765	67.3042
154	131.073	83606	69.6717
155	131.919	85544	71.2867
156	132.766	88597	73.8308
157	133.613	90712	75.5933
158	134.460	92643	77.2025
159	135.306	94424	78.6867
160	136.153	95899	79.9158
161	137.000	96829	80.6908
162	137.847	98019	81.6825
163	138.694	99655	83.0458
164	139.540	99379	82.8158
165	140.387	100003	83.3358
166	141.234	100110	83.425
167	142.081	99300	82.75
168	142.927	97738	81.4483
169	143.774	97415	81.1792
170	144.621	96111	80.0925
171	145.468	94450	78.7083
172	146.315	92418	77.015
173	147.161	90616	75.5133
174	148.008	88210	73.5083
175	148.855	86464	72.0533
176	149.702	84304	70.2533
177	150.548	81947	68.2892
178	151.395	79398	66.165
179	152.242	77239	64.3658
180	153.089	74458	62.0483
181	153.935	72279	60.2325
182	154.782	69802	58.1683
183	155.629	67191	55.9925
184	156.476	64736	53.9467
185	157.323	62828	52.3567
186	158.169	60014	50.0117
187	159.016	58853	49.0442
188	159.863	56705	47.2542
189	160.710	54472	45.3933
190	161.556	52873	44.0608
191	162.403	50991	42.4925
192	163.250	49217	41.0142
193	164.097	47423	39.5192
194	164.944	45721	38.1008
195	165.790	44442	37.035
196	166.637	42964	35.8033
197	167.484	41660	34.7167
198	168.331	40137	33.4475
199	169.177	39011	32.5092
200	170.024	37743	31.4525
201	170.871	36758	30.6317
202	171.718	35248	29.3733
203	172.565	34143	28.4525
204	173.411	33212	27.6767
205	174.258	32287	26.9058
206	175.105	31165	25.9708
207	175.952	30399	25.3325
208	176.798	29733	24.7775
209	177.645	28436	23.6967
210	178.492	27970	23.3083
211	179.339	27191	22.6592
212	180.185	26304	21.92
213	181.032	25887	21.5725
214	181.879	25056	20.88
215	182.726	23957	19.9642
216	183.573	23823	19.8525
217	184.419	23010	19.175
218	185.266	22358	18.6317
219	186.113	21999	18.3325
220	186.960	21815	18.1792
221	187.806	21135	17.6125
222	188.653	20681	17.2342
223	189.500	20250	16.875
224	190.347	19783	16.4858
225	191.194	19775	16.4792
226	192.040	19463	16.2192
227	192.887	19148	15.9567
228	193.734	18764	15.6367
229	194.581	18566	15.4717
230	195.427	18354	15.295
231	196.274	17918	14.9317
232	197.121	17961	14.9675
233	197.968	17682	14.735
234	198.815	17427	14.5225
235	199.661	17771	14.8092
236	200.508	17279	14.3992
237	201.355	17130	14.275
238	202.202	17062	14.2183
239	203.048	16709	13.9242
240	203.895	16953	14.1275
241	204.742	16936	14.1133
242	205.589	16574	13.8117
243	206.435	16894	14.0783
244	207.282	16647	13.8725
245	208.129	16601	13.8342
246	208.976	16251	13.5425
247	209.823	16290	13.575
248	210.669	16247	13.5392
249	211.516	16165	13.4708
250	212.363	16039	13.3658
251	213.210	16039	13.3658
252	214.056	15893	13.2442
253	214.903	16072	13.3933
254	215.750	15779	13.1492
255	216.597	15661	13.0508
256	217.444	15628	13.0233
257	218.290	15646	13.0383
258	219.137	15609	13.0075
259	219.984	15672	13.06
260	220.831	15392	12.8267
261	221.677	15434	12.8617
262	222.524	15415	12.8458
263	223.371	15356	12.7967
264	224.218	15549	12.9575
265	225.065	15292	12.7433
266	225.911	15141	12.6175
267	226.758	15201	12.6675
268	227.605	15083	12.5692
269	228.452	15021	12.5175
270	229.298	14926	12.4383
271	230.145	15001	12.5008
272	230.992	15068	12.5567
273	231.839	14937	12.4475
274	232.685	15020	12.5167
275	233.532	14893	12.4108
276	234.379	14925	12.4375
277	235.226	14794	12.3283
278	236.073	14941	12.4508
279	236.919	14554	12.1283
280	237.766	14802	12.335
281	238.613	14896	12.4133
282	239.460	14841	12.3675
283	240.306	14590	12.1583
284	241.153	14745	12.2875
285	242.000	14744	12.2867
286	242.847	14506	12.0883
287	243.694	14495	12.0792
288	244.540	14589	12.1575
289	245.387	14404	12.0033
290	246.234	14452	12.0433
291	247.081	14756	12.2967
292	247.927	14346	11.955
293	248.774	14655	12.2125
294	249.621	14340	11.95
295	250.468	14373	11.9775
296	251.315	14660	12.2167
297	252.161	14372	11.9767
298	253.008	14301	11.9175
299	253.855	14190	11.825
300	254.702	14356	11.9633
301	255.548	14498	12.0817
302	256.395	14191	11.8258
303	257.242	14190	11.825
304	258.089	14225	11.8542
305	258.935	13945	11.6208
306	259.782	14282	11.9017
307	260.629	14044	11.7033
308	261.476	14225	11.8542
309	262.323	14145	11.7875
310	263.169	14016	11.68
311	264.016	14029	11.6908
312	264.863	13894	11.5783
313	265.710	14002	11.6683
314	266.556	14038	11.6983
315	267.403	14008	11.6733
316	268.250	13887	11.5725
317	269.097	13918	11.5983
318	269.944	13893	11.5775
319	270.790	13898	11.5817
320	271.637	14054	11.7117
321	272.484	13912	11.5933
322	273.331	13764	11.47
323	274.177	13673	11.3942
324	275.024	13764	11.47
325	275.871	13817	11.5142
326	276.718	13763	11.4692
327	277.565	13618	11.3483
328	278.411	13592	11.3267
329	279.258	13537	11.2808
330	280.105	13523	11.2692
331	280.952	13510	11.2583
