#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 17:16:57
# Real time (s): 1263.400
# Live time (s): 1200.000
#
# Total counts:  206129
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  106
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
298	253.008	209	0.174167
299	253.855	221	0.184167
300	254.702	193	0.160833
301	255.548	256	0.213333
302	256.395	218	0.181667
303	257.242	214	0.178333
304	258.089	213	0.1775
305	258.935	226	0.188333
306	259.782	215	0.179167
307	260.629	188	0.156667
308	261.476	222	0.185
309	262.323	206	0.171667
310	263.169	212	0.176667
311	264.016	199	0.165833
312	264.863	191	0.159167
313	265.710	204	0.17
314	266.556	190	0.158333
315	267.403	209	0.174167
316	268.250	184	0.153333
317	269.097	189	0.1575
318	269.944	189	0.1575
319	270.790	177	0.1475
320	271.637	183	0.1525
321	272.484	149	0.124167
322	273.331	187	0.155833
323	274.177	167	0.139167
324	275.024	201	0.1675
325	275.871	201	0.1675
326	276.718	186	0.155
327	277.565	168	0.14
328	278.411	164	0.136667
329	279.258	194	0.161667
330	280.105	170	0.141667
331	280.952	176	0.146667
332	281.798	156	0.13
333	282.645	151	0.125833
334	283.492	147	0.1225
335	284.339	164	0.136667
336	285.185	171	0.1425
337	286.032	156	0.13
338	286.879	155	0.129167
339	287.726	166	0.138333
340	288.573	157	0.130833
341	289.419	143	0.119167
342	290.266	171	0.1425
343	291.113	140	0.116667
344	291.960	137	0.114167
345	292.806	155	0.129167
346	293.653	145	0.120833
347	294.500	149	0.124167
348	295.347	153	0.1275
349	296.194	148	0.123333
350	297.040	149	0.124167
351	297.887	142	0.118333
352	298.734	153	0.1275
353	299.581	139	0.115833
354	300.427	150	0.125
355	301.274	128	0.106667
356	302.121	131	0.109167
357	302.968	137	0.114167
