#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 14:13:23
# Real time (s): 1205.790
# Live time (s): 1200.000
#
# Total counts:  121245
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  136
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
1	1.516	0	0
2	2.363	0	0
3	3.210	0	0
4	4.056	0	0
5	4.903	0	0
6	5.750	0	0
7	6.597	0	0
8	7.444	1	0.000833333
9	8.290	20	0.0166667
10	9.137	37	0.0308333
11	9.984	47	0.0391667
12	10.831	105	0.0875
13	11.677	74	0.0616667
14	12.524	78	0.065
15	13.371	77	0.0641667
16	14.218	91	0.0758333
17	15.065	100	0.0833333
18	15.911	113	0.0941667
19	16.758	117	0.0975
20	17.605	115	0.0958333
21	18.452	131	0.109167
22	19.298	145	0.120833
23	20.145	115	0.0958333
24	20.992	148	0.123333
25	21.839	163	0.135833
26	22.685	164	0.136667
27	23.532	186	0.155
28	24.379	196	0.163333
29	25.226	204	0.17
30	26.073	212	0.176667
31	26.919	191	0.159167
32	27.766	228	0.19
33	28.613	211	0.175833
34	29.460	220	0.183333
35	30.306	225	0.1875
36	31.153	219	0.1825
37	32.000	227	0.189167
38	32.847	246	0.205
39	33.694	222	0.185
40	34.540	197	0.164167
41	35.387	223	0.185833
42	36.234	243	0.2025
43	37.081	213	0.1775
44	37.927	237	0.1975
45	38.774	203	0.169167
46	39.621	265	0.220833
47	40.468	249	0.2075
48	41.315	251	0.209167
49	42.161	255	0.2125
50	43.008	227	0.189167
51	43.855	265	0.220833
52	44.702	240	0.2
53	45.548	257	0.214167
54	46.395	243	0.2025
55	47.242	228	0.19
56	48.089	217	0.180833
57	48.935	243	0.2025
58	49.782	256	0.213333
59	50.629	207	0.1725
60	51.476	210	0.175
61	52.323	222	0.185
62	53.169	239	0.199167
63	54.016	226	0.188333
64	54.863	228	0.19
65	55.710	223	0.185833
66	56.556	218	0.181667
67	57.403	241	0.200833
68	58.250	230	0.191667
69	59.097	217	0.180833
70	59.944	208	0.173333
71	60.790	227	0.189167
72	61.637	201	0.1675
73	62.484	237	0.1975
74	63.331	227	0.189167
75	64.177	235	0.195833
76	65.024	235	0.195833
77	65.871	200	0.166667
78	66.718	231	0.1925
79	67.565	238	0.198333
80	68.411	241	0.200833
81	69.258	220	0.183333
82	70.105	210	0.175
83	70.952	236	0.196667
84	71.798	224	0.186667
85	72.645	222	0.185
86	73.492	229	0.190833
87	74.339	205	0.170833
88	75.185	207	0.1725
89	76.032	220	0.183333
90	76.879	230	0.191667
91	77.726	230	0.191667
92	78.573	241	0.200833
93	79.419	225	0.1875
94	80.266	241	0.200833
95	81.113	240	0.2
96	81.960	199	0.165833
