#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 14:57:48
# Real time (s): 1234.220
# Live time (s): 1200.000
#
# Total counts:  2339394
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  1411
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
347	294.500	3845	3.20417
348	295.347	3884	3.23667
349	296.194	3907	3.25583
350	297.040	4094	3.41167
351	297.887	4059	3.3825
352	298.734	4191	3.4925
353	299.581	4221	3.5175
354	300.427	4263	3.5525
355	301.274	4436	3.69667
356	302.121	4409	3.67417
357	302.968	4470	3.725
358	303.815	4500	3.75
359	304.661	4665	3.8875
360	305.508	4546	3.78833
361	306.355	4654	3.87833
362	307.202	4722	3.935
363	308.048	4815	4.0125
364	308.895	4794	3.995
365	309.742	4902	4.085
366	310.589	4730	3.94167
367	311.435	4915	4.09583
368	312.282	4983	4.1525
369	313.129	4845	4.0375
370	313.976	4832	4.02667
371	314.823	4991	4.15917
372	315.669	4720	3.93333
373	316.516	4841	4.03417
374	317.363	4912	4.09333
375	318.210	4815	4.0125
376	319.056	4913	4.09417
377	319.903	4821	4.0175
378	320.750	4706	3.92167
379	321.597	4657	3.88083
380	322.444	4628	3.85667
381	323.290	4517	3.76417
382	324.137	4594	3.82833
383	324.984	4674	3.895
384	325.831	4420	3.68333
385	326.677	4382	3.65167
386	327.524	4296	3.58
387	328.371	4325	3.60417
388	329.218	4188	3.49
389	330.065	4316	3.59667
390	330.911	4102	3.41833
391	331.758	4064	3.38667
392	332.605	3899	3.24917
393	333.452	3944	3.28667
394	334.298	3938	3.28167
395	335.145	3836	3.19667
396	335.992	3848	3.20667
397	336.839	3717	3.0975
398	337.685	3616	3.01333
399	338.532	3434	2.86167
400	339.379	3400	2.83333
401	340.226	3538	2.94833
402	341.073	3249	2.7075
