Model,MDO3024
Firmware Version,1.20

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,1e-05,,
Horizontal Delay,4e-05,,
Sample Interval,1e-08,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,10
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.2,0.02,2
Vertical Position,0,0,0
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
1.161000e-05,0.448,0,0.72
1.162000e-05,0.448,0,0.72
1.163000e-05,0.448,0,0.8
1.164000e-05,0.448,0,0.8
1.165000e-05,0.448,0,0.8
1.166000e-05,0.44,0,0.8
1.167000e-05,0.44,0,0.8
1.168000e-05,0.44,0,0.72
1.169000e-05,0.448,0,0.8
1.170000e-05,0.448,0,0.8
1.171000e-05,0.44,0,0.8
1.172000e-05,0.448,0,0.8
1.173000e-05,0.44,0,0.8
1.174000e-05,0.44,0,0.8
1.175000e-05,0.448,0,0.72
1.176000e-05,0.448,0,0.8
1.177000e-05,0.44,0,0.72
1.178000e-05,0.448,0,0.8
1.179000e-05,0.44,0,0.8
1.180000e-05,0.44,0,0.72
1.181000e-05,0.448,0,0.8
1.182000e-05,0.44,0,0.72
1.183000e-05,0.448,0,0.8
1.184000e-05,0.44,0,0.72
1.185000e-05,0.44,0,0.8
1.186000e-05,0.44,0,0.8
1.187000e-05,0.44,0,0.72
1.188000e-05,0.448,0,0.88
1.189000e-05,0.44,0,0.8
1.190000e-05,0.448,0,0.72
1.191000e-05,0.44,0,0.72
1.192000e-05,0.448,0,0.72
1.193000e-05,0.448,0,0.8
1.194000e-05,0.44,0,0.72
1.195000e-05,0.44,0,0.8
1.196000e-05,0.448,-0.0008,0.72
1.197000e-05,0.448,0,0.72
1.198000e-05,0.44,0,0.8
1.199000e-05,0.448,0,0.8
1.200000e-05,0.44,-0.0008,0.8
1.201000e-05,0.448,0,0.72
1.202000e-05,0.448,0,0.8
1.203000e-05,0.44,0,0.8
1.204000e-05,0.44,0,0.72
1.205000e-05,0.448,-0.0008,0.72
1.206000e-05,0.432,0,0.8
1.207000e-05,0.44,0,0.72
1.208000e-05,0.448,0,0.8
1.209000e-05,0.44,0,0.72
1.210000e-05,0.448,0,0.8
1.211000e-05,0.448,0,0.8
1.212000e-05,0.448,0,0.8
1.213000e-05,0.44,0,0.8
1.214000e-05,0.44,0,0.72
1.215000e-05,0.448,0,0.8
1.216000e-05,0.44,0,0.8
1.217000e-05,0.448,0,0.72
1.218000e-05,0.448,0,0.8
1.219000e-05,0.448,0,0.8
1.220000e-05,0.448,0,0.8
1.221000e-05,0.448,0,0.72
1.222000e-05,0.44,0,0.8
1.223000e-05,0.44,0,0.72
1.224000e-05,0.448,-0.0008,0.8
1.225000e-05,0.44,0,0.72
1.226000e-05,0.448,0,0.8
1.227000e-05,0.448,0,0.8
1.228000e-05,0.44,0,0.72
1.229000e-05,0.448,0,0.72
1.230000e-05,0.448,0,0.72
1.231000e-05,0.44,0,0.72
1.232000e-05,0.448,0,0.72
1.233000e-05,0.44,0,0.72
1.234000e-05,0.44,0,0.72
1.235000e-05,0.44,0,0.8
1.236000e-05,0.44,0,0.8
1.237000e-05,0.432,0,0.8
1.238000e-05,0.456,0,0.72
1.239000e-05,0.44,0,0.72
1.240000e-05,0.448,0,0.8
1.241000e-05,0.44,0,0.8
1.242000e-05,0.448,-0.0008,0.8
1.243000e-05,0.44,0,0.8
1.244000e-05,0.44,0,0.8
1.245000e-05,0.44,0,0.72
1.246000e-05,0.448,0,0.8
1.247000e-05,0.44,0,0.8
1.248000e-05,0.44,0,0.64
1.249000e-05,0.448,0,0.72
1.250000e-05,0.44,0,0.8
1.251000e-05,0.448,0.0008,0.72
1.252000e-05,0.44,0,0.8
1.253000e-05,0.448,0,0.8
1.254000e-05,0.44,0,0.72
1.255000e-05,0.44,0,0.8
1.256000e-05,0.448,0,0.72
1.257000e-05,0.44,0,0.72
1.258000e-05,0.44,0,0.8
1.259000e-05,0.44,0,0.8
1.260000e-05,0.44,0,0.8
1.261000e-05,0.432,0,0.8
1.262000e-05,0.44,-0.0008,0.72
1.263000e-05,0.44,-0.0008,0.8
1.264000e-05,0.432,-0.0008,0.72
1.265000e-05,0.44,0,0.8
1.266000e-05,0.44,0,0.72
1.267000e-05,0.44,0,0.8
1.268000e-05,0.44,0,0.72
1.269000e-05,0.448,0,0.72
1.270000e-05,0.448,0,0.8
1.271000e-05,0.448,0,0.8
1.272000e-05,0.44,0,0.64
1.273000e-05,0.44,0,0.8
1.274000e-05,0.44,-0.0008,0.8
1.275000e-05,0.456,0,0.72
1.276000e-05,0.44,0,0.72
1.277000e-05,0.44,0,0.8
1.278000e-05,0.44,0,0.8
1.279000e-05,0.44,0,0.72
1.280000e-05,0.44,0,0.72
1.281000e-05,0.44,0,0.72
1.282000e-05,0.44,0,0.72
1.283000e-05,0.44,0,0.8
1.284000e-05,0.448,0,0.8
1.285000e-05,0.432,0,0.72
1.286000e-05,0.448,0,0.72
1.287000e-05,0.448,0,0.72
1.288000e-05,0.44,0,0.8
1.289000e-05,0.44,0,0.72
1.290000e-05,0.44,0,0.72
1.291000e-05,0.448,0,0.72
1.292000e-05,0.44,0,0.8
1.293000e-05,0.44,0,0.72
1.294000e-05,0.44,0,0.72
1.295000e-05,0.44,0,0.8
1.296000e-05,0.44,0,0.8
1.297000e-05,0.44,-0.0008,0.72
1.298000e-05,0.448,0,0.72
1.299000e-05,0.44,0,0.72
1.300000e-05,0.44,0,0.8
1.301000e-05,0.448,0,0.72
1.302000e-05,0.44,0,0.8
1.303000e-05,0.448,0,0.72
1.304000e-05,0.448,-0.0008,0.8
1.305000e-05,0.44,0,0.72
1.306000e-05,0.44,-0.0008,0.72
1.307000e-05,0.44,0,0.8
1.308000e-05,0.44,0,0.72
1.309000e-05,0.44,0,0.72
1.310000e-05,0.44,-0.0008,0.8
1.311000e-05,0.448,0,0.72
1.312000e-05,0.448,0,0.8
1.313000e-05,0.44,0,0.8
1.314000e-05,0.44,0,0.8
1.315000e-05,0.44,0,0.72
1.316000e-05,0.448,0,0.8
1.317000e-05,0.44,0,0.72
1.318000e-05,0.432,0,0.8
1.319000e-05,0.44,0,0.72
1.320000e-05,0.44,0,0.8
1.321000e-05,0.44,0,0.72
1.322000e-05,0.44,0,0.8
1.323000e-05,0.448,-0.0008,0.8
1.324000e-05,0.448,0,0.8
1.325000e-05,0.432,0,0.88
1.326000e-05,0.44,0,0.8
1.327000e-05,0.44,0,0.8
1.328000e-05,0.44,0,0.8
1.329000e-05,0.44,0,0.72
1.330000e-05,0.44,0,0.8
1.331000e-05,0.44,0,0.8
1.332000e-05,0.44,0,0.8
1.333000e-05,0.44,0,0.8
1.334000e-05,0.44,0,0.8
1.335000e-05,0.448,0,0.72
1.336000e-05,0.448,0,0.8
1.337000e-05,0.44,0,0.8
1.338000e-05,0.448,0,0.72
1.339000e-05,0.456,0,0.72
1.340000e-05,0.44,0,0.8
1.341000e-05,0.44,0,0.8
1.342000e-05,0.44,0,0.8
1.343000e-05,0.44,0,0.72
1.344000e-05,0.44,0,0.72
1.345000e-05,0.432,0,0.8
1.346000e-05,0.448,0,0.8
1.347000e-05,0.44,0,0.8
1.348000e-05,0.44,0,0.72
1.349000e-05,0.44,0,0.72
1.350000e-05,0.44,0,0.8
1.351000e-05,0.44,0,0.8
1.352000e-05,0.44,-0.0008,0.8
1.353000e-05,0.448,0,0.8
1.354000e-05,0.432,0,0.8
1.355000e-05,0.44,0,0.88
1.356000e-05,0.448,0,0.8
1.357000e-05,0.44,0,0.8
1.358000e-05,0.44,0,0.72
1.359000e-05,0.44,0,0.72
1.360000e-05,0.432,0,0.72
1.361000e-05,0.44,0,0.8
1.362000e-05,0.44,0,0.72
1.363000e-05,0.44,0,0.72
1.364000e-05,0.44,0,0.8
1.365000e-05,0.432,0,0.8
1.366000e-05,0.44,0,0.8
1.367000e-05,0.44,0,0.72
1.368000e-05,0.44,0,0.72
1.369000e-05,0.44,0,0.8
1.370000e-05,0.44,0,0.8
1.371000e-05,0.44,0,0.8
1.372000e-05,0.44,0,0.8
1.373000e-05,0.44,0.0008,0.8
1.374000e-05,0.44,0,0.72
1.375000e-05,0.44,0,0.8
1.376000e-05,0.44,0,0.8
1.377000e-05,0.448,0,0.8
1.378000e-05,0.44,0,0.72
1.379000e-05,0.44,0,0.72
1.380000e-05,0.44,0,0.8
1.381000e-05,0.44,0,0.8
1.382000e-05,0.44,0,0.72
1.383000e-05,0.432,0,0.8
1.384000e-05,0.448,0,0.72
1.385000e-05,0.448,0,0.72
1.386000e-05,0.44,-0.0008,0.8
1.387000e-05,0.44,0,0.72
1.388000e-05,0.44,0,0.8
1.389000e-05,0.44,0,0.8
1.390000e-05,0.44,0,0.8
1.391000e-05,0.44,0,0.72
1.392000e-05,0.448,0,0.8
1.393000e-05,0.44,0,0.8
1.394000e-05,0.44,0,0.8
1.395000e-05,0.44,0,0.8
1.396000e-05,0.44,0,0.8
1.397000e-05,0.44,0,0.8
1.398000e-05,0.44,0,0.8
1.399000e-05,0.44,0,0.8
1.400000e-05,0.44,0,0.72
1.401000e-05,0.44,0,0.8
1.402000e-05,0.44,0,0.72
1.403000e-05,0.448,0,0.72
1.404000e-05,0.44,0,0.72
1.405000e-05,0.44,0,0.72
1.406000e-05,0.44,0,0.8
1.407000e-05,0.44,0,0.72
1.408000e-05,0.44,0,0.8
1.409000e-05,0.44,0,0.8
1.410000e-05,0.432,0,0.8
1.411000e-05,0.432,0,0.72
1.412000e-05,0.448,0,0.8
1.413000e-05,0.44,0.0008,0.8
1.414000e-05,0.448,0,0.8
1.415000e-05,0.432,-0.0008,0.8
1.416000e-05,0.44,0,0.72
1.417000e-05,0.432,0,0.8
1.418000e-05,0.44,0,0.8
1.419000e-05,0.44,0,0.72
1.420000e-05,0.432,0,0.8
1.421000e-05,0.44,0,0.8
1.422000e-05,0.44,-0.0008,0.8
1.423000e-05,0.432,0,0.8
1.424000e-05,0.448,0,0.64
1.425000e-05,0.44,0,0.72
1.426000e-05,0.44,0,0.72
1.427000e-05,0.44,0,0.72
1.428000e-05,0.448,0,0.64
1.429000e-05,0.432,0,0.72
1.430000e-05,0.44,0,0.72
1.431000e-05,0.44,-0.0008,0.8
1.432000e-05,0.432,0,0.8
1.433000e-05,0.44,0,0.72
1.434000e-05,0.44,0,0.72
1.435000e-05,0.44,0,0.72
1.436000e-05,0.448,0,0.72
1.437000e-05,0.44,0,0.8
1.438000e-05,0.44,0,0.72
1.439000e-05,0.432,0,0.8
1.440000e-05,0.44,0,0.8
1.441000e-05,0.432,0,0.72
1.442000e-05,0.44,0,0.8
1.443000e-05,0.44,-0.0008,0.72
1.444000e-05,0.44,0,0.72
1.445000e-05,0.448,0,0.8
1.446000e-05,0.44,0,0.8
1.447000e-05,0.44,0,0.72
1.448000e-05,0.44,0,0.8
1.449000e-05,0.432,0,0.72
1.450000e-05,0.44,0,0.72
1.451000e-05,0.44,0,0.72
1.452000e-05,0.432,0,0.8
1.453000e-05,0.448,0,0.72
1.454000e-05,0.44,0,0.72
1.455000e-05,0.44,0,0.8
1.456000e-05,0.44,0,0.8
1.457000e-05,0.44,0,0.72
1.458000e-05,0.44,0,0.8
1.459000e-05,0.44,0,0.8
1.460000e-05,0.44,0,0.8
1.461000e-05,0.432,0,0.72
1.462000e-05,0.44,0,0.8
1.463000e-05,0.44,0,0.72
1.464000e-05,0.44,0,0.8
1.465000e-05,0.432,0,0.72
1.466000e-05,0.44,0,0.8
1.467000e-05,0.44,0,0.72
1.468000e-05,0.432,0,0.8
1.469000e-05,0.44,0,0.8
1.470000e-05,0.432,0,0.8
1.471000e-05,0.44,-0.0008,0.8
1.472000e-05,0.44,0,0.8
1.473000e-05,0.432,0,0.8
1.474000e-05,0.432,0,0.72
1.475000e-05,0.44,0,0.72
1.476000e-05,0.448,0,0.72
1.477000e-05,0.44,0,0.72
1.478000e-05,0.44,0.0008,0.8
1.479000e-05,0.432,0,0.72
1.480000e-05,0.44,0,0.8
1.481000e-05,0.448,0,0.8
1.482000e-05,0.432,-0.0008,0.88
1.483000e-05,0.432,0,0.8
1.484000e-05,0.432,0,0.8
1.485000e-05,0.44,0,0.8
1.486000e-05,0.424,0,0.72
1.487000e-05,0.432,0,0.8
1.488000e-05,0.432,0,0.8
1.489000e-05,0.44,0,0.8
1.490000e-05,0.432,0,0.8
1.491000e-05,0.424,0,0.72
1.492000e-05,0.432,0.0008,0.72
1.493000e-05,0.44,0.0008,0.8
1.494000e-05,0.432,0,0.72
1.495000e-05,0.44,0,0.8
1.496000e-05,0.44,0,0.72
1.497000e-05,0.44,0,0.8
1.498000e-05,0.432,-0.0008,0.8
1.499000e-05,0.44,0,0.72
1.500000e-05,0.432,0,0.72
1.501000e-05,0.44,0,0.8
1.502000e-05,0.44,-0.0008,0.72
1.503000e-05,0.44,0,0.72
1.504000e-05,0.432,0,0.8
1.505000e-05,0.44,0,0.88
1.506000e-05,0.432,0,0.8
1.507000e-05,0.44,0,0.72
1.508000e-05,0.44,-0.0008,0.8
1.509000e-05,0.44,-0.0008,0.72
1.510000e-05,0.432,0,0.8
1.511000e-05,0.432,-0.0008,0.8
1.512000e-05,0.44,-0.0008,0.8
1.513000e-05,0.44,-0.0008,0.8
1.514000e-05,0.44,0,0.8
1.515000e-05,0.44,0,0.8
1.516000e-05,0.44,0,0.72
1.517000e-05,0.432,0,0.72
1.518000e-05,0.432,0,0.8
1.519000e-05,0.432,0,0.72
1.520000e-05,0.432,0,0.72
1.521000e-05,0.44,0,0.8
1.522000e-05,0.44,0,0.8
1.523000e-05,0.432,0,0.8
1.524000e-05,0.44,0,0.72
1.525000e-05,0.44,0,0.8
1.526000e-05,0.432,0,0.72
1.527000e-05,0.432,-0.0008,0.72
1.528000e-05,0.44,0,0.8
1.529000e-05,0.44,0,0.8
1.530000e-05,0.44,0,0.8
1.531000e-05,0.432,0,0.8
1.532000e-05,0.44,0,0.72
1.533000e-05,0.432,0,0.8
1.534000e-05,0.44,0,0.72
1.535000e-05,0.44,0,0.8
1.536000e-05,0.44,0,0.72
1.537000e-05,0.44,0.0008,0.72
1.538000e-05,0.432,0,0.72
1.539000e-05,0.44,0,0.8
1.540000e-05,0.432,0,0.72
1.541000e-05,0.432,0,0.8
1.542000e-05,0.44,0,0.8
1.543000e-05,0.432,0,0.8
1.544000e-05,0.432,0,0.8
1.545000e-05,0.44,0,0.8
1.546000e-05,0.44,-0.0008,0.8
1.547000e-05,0.432,0,0.72
1.548000e-05,0.44,0,0.8
1.549000e-05,0.432,0,0.8
1.550000e-05,0.44,0,0.8
1.551000e-05,0.44,-0.0008,0.8
1.552000e-05,0.432,0,0.72
1.553000e-05,0.44,0,0.8
1.554000e-05,0.44,0,0.8
1.555000e-05,0.432,0,0.8
1.556000e-05,0.44,0,0.72
1.557000e-05,0.44,0,0.8
1.558000e-05,0.424,0,0.72
1.559000e-05,0.432,-0.0008,0.8
1.560000e-05,0.448,0,0.8
1.561000e-05,0.44,-0.0008,0.72
1.562000e-05,0.44,0,0.8
1.563000e-05,0.44,0,0.8
1.564000e-05,0.432,0,0.72
1.565000e-05,0.44,0,0.8
1.566000e-05,0.44,0,0.8
1.567000e-05,0.432,0,0.72
1.568000e-05,0.432,0,0.8
1.569000e-05,0.44,0,0.72
1.570000e-05,0.432,0,0.72
1.571000e-05,0.432,0,0.8
1.572000e-05,0.424,-0.0008,0.72
1.573000e-05,0.432,0,0.72
1.574000e-05,0.432,0,0.72
1.575000e-05,0.432,0,0.8
1.576000e-05,0.44,0,0.8
1.577000e-05,0.432,0,0.8
1.578000e-05,0.432,0,0.8
1.579000e-05,0.432,0,0.72
1.580000e-05,0.432,0,0.8
1.581000e-05,0.432,0,0.8
1.582000e-05,0.432,0,0.8
1.583000e-05,0.44,0,0.8
1.584000e-05,0.44,0,0.8
1.585000e-05,0.432,0,0.8
1.586000e-05,0.432,0,0.8
1.587000e-05,0.424,0,0.72
1.588000e-05,0.44,0,0.72
1.589000e-05,0.44,0,0.8
1.590000e-05,0.44,0,0.8
1.591000e-05,0.44,0,0.72
1.592000e-05,0.432,0,0.72
1.593000e-05,0.432,0,0.8
1.594000e-05,0.44,0,0.72
1.595000e-05,0.432,0,0.64
1.596000e-05,0.432,0,0.8
1.597000e-05,0.44,0,0.72
1.598000e-05,0.432,0,0.72
1.599000e-05,0.448,0,0.8
1.600000e-05,0.432,0.0008,0.8
1.601000e-05,0.424,0,0.72
1.602000e-05,0.448,0,0.8
1.603000e-05,0.44,0,0.72
1.604000e-05,0.432,0,0.88
1.605000e-05,0.44,0,0.8
1.606000e-05,0.424,0,0.8
1.607000e-05,0.432,0,0.72
1.608000e-05,0.432,0.0008,0.8
1.609000e-05,0.44,0,0.72
1.610000e-05,0.44,0,0.72
1.611000e-05,0.432,0,0.72
1.612000e-05,0.432,0,0.8
1.613000e-05,0.432,0,0.72
1.614000e-05,0.44,0,0.72
1.615000e-05,0.44,0,0.72
1.616000e-05,0.44,0,0.8
1.617000e-05,0.432,0,0.88
1.618000e-05,0.432,0,0.72
1.619000e-05,0.432,0,0.72
1.620000e-05,0.432,0.0008,0.8
1.621000e-05,0.432,0,0.8
1.622000e-05,0.44,0,0.72
1.623000e-05,0.44,0,0.8
1.624000e-05,0.432,0,0.72
1.625000e-05,0.44,0,0.72
1.626000e-05,0.432,0,0.8
1.627000e-05,0.44,0,0.72
1.628000e-05,0.432,-0.0008,0.8
1.629000e-05,0.44,-0.0008,0.72
1.630000e-05,0.432,0,0.8
1.631000e-05,0.432,0,0.72
1.632000e-05,0.432,0,0.72
1.633000e-05,0.432,0.0008,0.72
1.634000e-05,0.432,0,0.8
1.635000e-05,0.44,0,0.88
1.636000e-05,0.432,0,0.8
1.637000e-05,0.424,0,0.8
1.638000e-05,0.432,0,0.8
1.639000e-05,0.424,0,0.72
1.640000e-05,0.432,0,0.72
1.641000e-05,0.432,0,0.8
1.642000e-05,0.432,0,0.8
1.643000e-05,0.44,0,0.8
1.644000e-05,0.432,-0.0008,0.8
1.645000e-05,0.44,0,0.8
1.646000e-05,0.432,0,0.72
1.647000e-05,0.424,0,0.72
1.648000e-05,0.448,0,0.8
1.649000e-05,0.432,0,0.8
1.650000e-05,0.432,0,0.8
1.651000e-05,0.432,0,0.8
1.652000e-05,0.44,0,0.8
1.653000e-05,0.448,0,0.8
1.654000e-05,0.44,0,0.72
1.655000e-05,0.432,0,0.72
1.656000e-05,0.432,0,0.8
1.657000e-05,0.448,-0.0008,0.8
1.658000e-05,0.432,0,0.8
1.659000e-05,0.432,0,0.8
1.660000e-05,0.44,0,0.8
1.661000e-05,0.44,0,0.8
1.662000e-05,0.432,0,0.8
1.663000e-05,0.432,0,0.72
1.664000e-05,0.432,-0.0008,0.72
1.665000e-05,0.432,0,0.8
1.666000e-05,0.432,0,0.8
1.667000e-05,0.432,0,0.8
1.668000e-05,0.432,0,0.72
1.669000e-05,0.44,0,0.8
1.670000e-05,0.432,-0.0008,0.72
1.671000e-05,0.432,0,0.72
1.672000e-05,0.448,0,0.8
1.673000e-05,0.432,0,0.72
1.674000e-05,0.432,0,0.8
1.675000e-05,0.432,-0.0008,0.72
1.676000e-05,0.44,0,0.72
1.677000e-05,0.44,0,0.72
1.678000e-05,0.432,0,0.8
1.679000e-05,0.44,-0.0008,0.8
1.680000e-05,0.432,0,0.72
1.681000e-05,0.432,0,0.8
1.682000e-05,0.424,0,0.8
1.683000e-05,0.44,0.0008,0.72
1.684000e-05,0.432,0,0.8
1.685000e-05,0.432,0,0.88
1.686000e-05,0.432,0,0.8
1.687000e-05,0.424,-0.0008,0.8
1.688000e-05,0.432,0,0.8
1.689000e-05,0.432,0,0.8
1.690000e-05,0.432,0,0.8
1.691000e-05,0.432,0,0.72
1.692000e-05,0.432,0,0.8
1.693000e-05,0.432,0,0.72
1.694000e-05,0.432,0,0.8
1.695000e-05,0.44,0,0.72
1.696000e-05,0.432,0,0.8
1.697000e-05,0.432,0,0.88
1.698000e-05,0.432,0,0.72
1.699000e-05,0.432,0,0.8
1.700000e-05,0.432,0,0.8
1.701000e-05,0.44,0,0.72
1.702000e-05,0.44,0,0.8
1.703000e-05,0.432,0,0.72
1.704000e-05,0.432,0,0.72
1.705000e-05,0.432,0,0.8
1.706000e-05,0.448,0,0.8
1.707000e-05,0.424,0,0.8
1.708000e-05,0.432,0,0.72
1.709000e-05,0.432,0.0008,0.72
1.710000e-05,0.432,0,0.72
1.711000e-05,0.432,0,0.8
1.712000e-05,0.432,0.0008,0.8
1.713000e-05,0.44,0,0.8
1.714000e-05,0.432,0,0.72
1.715000e-05,0.432,0,0.64
1.716000e-05,0.432,0,0.8
1.717000e-05,0.424,0,0.72
1.718000e-05,0.432,0,0.8
1.719000e-05,0.432,0,0.8
1.720000e-05,0.432,0,0.72
1.721000e-05,0.432,0,0.72
1.722000e-05,0.424,0,0.72
1.723000e-05,0.432,0,0.8
1.724000e-05,0.432,0,0.72
1.725000e-05,0.432,0,0.8
1.726000e-05,0.424,-0.0008,0.8
1.727000e-05,0.44,0,0.8
1.728000e-05,0.432,-0.0008,0.72
1.729000e-05,0.432,0,0.8
1.730000e-05,0.432,0.0008,0.72
1.731000e-05,0.432,0.0008,0.72
1.732000e-05,0.432,0,0.8
1.733000e-05,0.432,0,0.64
1.734000e-05,0.432,0,0.72
1.735000e-05,0.432,0,0.72
1.736000e-05,0.432,0,0.8
1.737000e-05,0.432,0,0.72
1.738000e-05,0.424,0,0.8
1.739000e-05,0.432,0,0.72
1.740000e-05,0.432,0,0.8
1.741000e-05,0.432,0,0.8
1.742000e-05,0.432,0,0.8
1.743000e-05,0.432,0,0.8
1.744000e-05,0.432,0,0.8
1.745000e-05,0.432,0,0.72
1.746000e-05,0.432,0,0.8
1.747000e-05,0.432,0,0.72
1.748000e-05,0.432,0,0.88
1.749000e-05,0.432,0,0.8
1.750000e-05,0.424,0,0.8
1.751000e-05,0.432,0,0.8
1.752000e-05,0.44,0,0.8
1.753000e-05,0.432,0,0.72
1.754000e-05,0.424,0,0.64
1.755000e-05,0.432,0,0.8
1.756000e-05,0.432,0,0.88
1.757000e-05,0.432,0,0.8
1.758000e-05,0.432,0,0.8
1.759000e-05,0.432,0,0.8
1.760000e-05,0.432,0,0.72
1.761000e-05,0.432,0,0.8
1.762000e-05,0.432,0,0.88
1.763000e-05,0.44,0,0.72
1.764000e-05,0.44,0,0.72
1.765000e-05,0.44,0,0.72
1.766000e-05,0.44,0,0.8
1.767000e-05,0.432,0,0.72
1.768000e-05,0.424,0,0.8
1.769000e-05,0.432,-0.0008,0.72
1.770000e-05,0.424,0,0.8
1.771000e-05,0.424,0,0.8
1.772000e-05,0.432,0,0.72
1.773000e-05,0.432,0,0.72
1.774000e-05,0.432,0,0.8
1.775000e-05,0.44,-0.0008,0.72
1.776000e-05,0.424,0,0.72
1.777000e-05,0.432,0,0.8
1.778000e-05,0.432,0,0.72
1.779000e-05,0.432,0,0.8
1.780000e-05,0.432,0,0.88
1.781000e-05,0.432,0,0.8
1.782000e-05,0.44,0,0.8
1.783000e-05,0.432,0,0.8
1.784000e-05,0.432,0.0008,0.8
1.785000e-05,0.424,0,0.8
1.786000e-05,0.424,0,0.8
1.787000e-05,0.432,0,0.8
1.788000e-05,0.44,0,0.88
1.789000e-05,0.432,0,0.8
1.790000e-05,0.432,0,0.72
1.791000e-05,0.424,0,0.8
1.792000e-05,0.424,0,0.8
1.793000e-05,0.432,0,0.8
1.794000e-05,0.432,0,0.72
1.795000e-05,0.424,0,0.8
1.796000e-05,0.432,0,0.8
1.797000e-05,0.432,0,0.72
1.798000e-05,0.432,0,0.8
1.799000e-05,0.424,0,0.8
1.800000e-05,0.424,0,0.72
1.801000e-05,0.424,0,0.8
1.802000e-05,0.44,0,0.8
1.803000e-05,0.424,0,0.8
1.804000e-05,0.432,-0.0008,0.8
1.805000e-05,0.432,-0.0008,0.72
1.806000e-05,0.424,0,0.72
1.807000e-05,0.432,0,0.72
1.808000e-05,0.424,-0.0008,0.8
1.809000e-05,0.432,0,0.72
1.810000e-05,0.416,0,0.8
1.811000e-05,0.432,0,0.72
1.812000e-05,0.432,0,0.8
1.813000e-05,0.432,0,0.72
1.814000e-05,0.424,0,0.8
1.815000e-05,0.432,0.0008,0.8
1.816000e-05,0.432,0,0.8
1.817000e-05,0.44,0,0.8
1.818000e-05,0.432,0,0.72
1.819000e-05,0.432,-0.0008,0.8
1.820000e-05,0.424,0,0.72
1.821000e-05,0.424,0,0.72
1.822000e-05,0.424,0,0.8
1.823000e-05,0.432,0,0.72
1.824000e-05,0.44,0,0.8
1.825000e-05,0.424,0,0.8
1.826000e-05,0.432,0,0.8
1.827000e-05,0.424,0,0.72
1.828000e-05,0.432,0,0.8
1.829000e-05,0.432,0,0.72
1.830000e-05,0.432,0,0.72
1.831000e-05,0.424,0,0.72
1.832000e-05,0.424,0,0.8
1.833000e-05,0.432,0,0.8
1.834000e-05,0.432,0,0.72
1.835000e-05,0.424,0,0.72
1.836000e-05,0.424,0,0.8
1.837000e-05,0.424,0,0.88
1.838000e-05,0.424,0,0.72
1.839000e-05,0.432,0,0.72
1.840000e-05,0.432,0,0.8
1.841000e-05,0.424,0,0.8
1.842000e-05,0.424,0,0.8
1.843000e-05,0.432,0,0.8
1.844000e-05,0.432,0,0.72
1.845000e-05,0.424,0,0.72
1.846000e-05,0.424,0,0.8
1.847000e-05,0.432,0,0.72
1.848000e-05,0.424,0,0.8
1.849000e-05,0.432,0,0.8
1.850000e-05,0.424,0,0.72
1.851000e-05,0.424,0.0008,0.72
1.852000e-05,0.424,0,0.72
1.853000e-05,0.424,0,0.8
1.854000e-05,0.432,0,0.8
1.855000e-05,0.424,-0.0008,0.8
1.856000e-05,0.424,0,0.72
1.857000e-05,0.432,0,0.72
1.858000e-05,0.424,0.0008,0.88
1.859000e-05,0.432,0,0.72
1.860000e-05,0.432,0,0.72
1.861000e-05,0.432,0,0.8
1.862000e-05,0.424,0,0.72
1.863000e-05,0.432,0,0.8
1.864000e-05,0.432,0,0.8
1.865000e-05,0.424,0,0.72
1.866000e-05,0.432,-0.0008,0.72
1.867000e-05,0.44,0,0.72
1.868000e-05,0.432,0,0.72
1.869000e-05,0.432,0,0.72
1.870000e-05,0.416,0,0.8
1.871000e-05,0.424,0,0.72
1.872000e-05,0.432,-0.0008,0.8
1.873000e-05,0.432,0,0.72
1.874000e-05,0.432,0,0.72
1.875000e-05,0.432,0,0.72
1.876000e-05,0.432,0,0.72
1.877000e-05,0.44,0,0.72
1.878000e-05,0.424,0,0.72
1.879000e-05,0.432,0,0.8
1.880000e-05,0.424,0,0.8
1.881000e-05,0.424,-0.0008,0.72
1.882000e-05,0.424,-0.0008,0.72
1.883000e-05,0.432,0,0.8
1.884000e-05,0.432,0,0.72
1.885000e-05,0.432,0,0.72
1.886000e-05,0.424,0,0.8
1.887000e-05,0.432,0,0.72
1.888000e-05,0.432,0,0.8
1.889000e-05,0.432,0,0.8
1.890000e-05,0.432,0,0.72
1.891000e-05,0.432,0,0.8
1.892000e-05,0.432,0,0.72
1.893000e-05,0.424,0,0.72
1.894000e-05,0.424,-0.0008,0.72
1.895000e-05,0.424,0,0.72
1.896000e-05,0.432,0,0.72
1.897000e-05,0.432,0,0.72
1.898000e-05,0.432,0,0.72
1.899000e-05,0.432,0,0.72
1.900000e-05,0.424,0,0.72
1.901000e-05,0.424,0,0.72
1.902000e-05,0.424,-0.0008,0.72
1.903000e-05,0.432,0,0.8
1.904000e-05,0.432,0,0.8
1.905000e-05,0.432,0,0.8
1.906000e-05,0.432,0,0.8
1.907000e-05,0.424,0,0.72
1.908000e-05,0.424,0,0.72
