Model,MDO3024
Firmware Version,1.20

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,0
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Vertical Position,0
,
,
,
Label,
TIME,CH1
-1.132400e-06,-0.0004
-1.132000e-06,-0.0004
-1.131600e-06,-0.0004
-1.131200e-06,-0.0004
-1.130800e-06,-0.0004
-1.130400e-06,-0.0004
-1.130000e-06,0
-1.129600e-06,-0.0004
-1.129200e-06,-0.0004
-1.128800e-06,-0.0004
-1.128400e-06,-0.0004
-1.128000e-06,-0.0008
-1.127600e-06,-0.0004
-1.127200e-06,-0.0004
-1.126800e-06,-0.0004
-1.126400e-06,-0.0004
-1.126000e-06,-0.0004
-1.125600e-06,-0.0004
-1.125200e-06,-0.0004
-1.124800e-06,-0.0004
-1.124400e-06,-0.0004
-1.124000e-06,-0.0004
-1.123600e-06,-0.0004
-1.123200e-06,-0.0004
-1.122800e-06,-0.0004
-1.122400e-06,0
-1.122000e-06,-0.0004
-1.121600e-06,-0.0004
-1.121200e-06,-0.0004
-1.120800e-06,-0.0004
-1.120400e-06,-0.0008
-1.120000e-06,-0.0004
-1.119600e-06,-0.0004
-1.119200e-06,-0.0004
-1.118800e-06,-0.0004
-1.118400e-06,-0.0004
-1.118000e-06,-0.0004
-1.117600e-06,-0.0004
-1.117200e-06,-0.0004
-1.116800e-06,-0.0004
-1.116400e-06,-0.0004
-1.116000e-06,-0.0004
-1.115600e-06,-0.0004
-1.115200e-06,-0.0004
-1.114800e-06,-0.0004
-1.114400e-06,-0.0004
-1.114000e-06,-0.0004
-1.113600e-06,0
-1.113200e-06,-0.0004
-1.112800e-06,-0.0004
-1.112400e-06,-0.0004
-1.112000e-06,-0.0004
-1.111600e-06,-0.0004
-1.111200e-06,-0.0004
-1.110800e-06,-0.0004
-1.110400e-06,-0.0004
-1.110000e-06,-0.0004
-1.109600e-06,-0.0004
-1.109200e-06,-0.0004
-1.108800e-06,-0.0004
-1.108400e-06,-0.0004
-1.108000e-06,-0.0008
-1.107600e-06,-0.0004
-1.107200e-06,-0.0008
-1.106800e-06,-0.0004
-1.106400e-06,-0.0008
-1.106000e-06,-0.0004
-1.105600e-06,-0.0008
-1.105200e-06,-0.0008
-1.104800e-06,-0.0004
-1.104400e-06,-0.0004
-1.104000e-06,-0.0004
-1.103600e-06,-0.0004
-1.103200e-06,-0.0004
-1.102800e-06,-0.0004
-1.102400e-06,-0.0004
-1.102000e-06,-0.0004
-1.101600e-06,-0.0004
-1.101200e-06,-0.0004
-1.100800e-06,-0.0004
-1.100400e-06,-0.0004
-1.100000e-06,-0.0004
-1.099600e-06,-0.0004
-1.099200e-06,0
-1.098800e-06,-0.0004
-1.098400e-06,-0.0008
-1.098000e-06,-0.0004
-1.097600e-06,-0.0004
-1.097200e-06,-0.0004
-1.096800e-06,-0.0004
-1.096400e-06,-0.0004
-1.096000e-06,-0.0004
-1.095600e-06,-0.0004
-1.095200e-06,-0.0004
-1.094800e-06,-0.0004
-1.094400e-06,-0.0004
-1.094000e-06,-0.0004
-1.093600e-06,-0.0004
-1.093200e-06,-0.0004
-1.092800e-06,0
-1.092400e-06,-0.0004
-1.092000e-06,-0.0004
-1.091600e-06,-0.0004
-1.091200e-06,-0.0004
-1.090800e-06,-0.0004
-1.090400e-06,-0.0004
-1.090000e-06,-0.0004
-1.089600e-06,-0.0004
-1.089200e-06,-0.0004
-1.088800e-06,-0.0004
-1.088400e-06,-0.0004
-1.088000e-06,-0.0004
-1.087600e-06,-0.0004
-1.087200e-06,-0.0004
-1.086800e-06,-0.0004
-1.086400e-06,0
-1.086000e-06,-0.0004
-1.085600e-06,-0.0004
-1.085200e-06,-0.0004
-1.084800e-06,-0.0004
-1.084400e-06,-0.0004
-1.084000e-06,-0.0004
-1.083600e-06,-0.0004
-1.083200e-06,-0.0004
-1.082800e-06,-0.0004
-1.082400e-06,-0.0004
-1.082000e-06,-0.0004
-1.081600e-06,-0.0004
-1.081200e-06,0
-1.080800e-06,-0.0004
-1.080400e-06,-0.0004
-1.080000e-06,-0.0004
-1.079600e-06,-0.0004
-1.079200e-06,-0.0004
-1.078800e-06,-0.0004
-1.078400e-06,0
-1.078000e-06,0
-1.077600e-06,0
-1.077200e-06,-0.0004
-1.076800e-06,-0.0004
-1.076400e-06,-0.0004
-1.076000e-06,0
-1.075600e-06,-0.0004
-1.075200e-06,-0.0004
-1.074800e-06,-0.0004
-1.074400e-06,-0.0004
-1.074000e-06,-0.0008
-1.073600e-06,-0.0004
-1.073200e-06,0
-1.072800e-06,-0.0004
-1.072400e-06,0
-1.072000e-06,-0.0004
-1.071600e-06,-0.0004
-1.071200e-06,-0.0004
-1.070800e-06,-0.0008
-1.070400e-06,-0.0004
-1.070000e-06,-0.0004
-1.069600e-06,-0.0004
-1.069200e-06,-0.0004
-1.068800e-06,0
-1.068400e-06,-0.0004
-1.068000e-06,-0.0004
-1.067600e-06,-0.0004
-1.067200e-06,-0.0004
-1.066800e-06,-0.0004
-1.066400e-06,-0.0004
-1.066000e-06,-0.0004
-1.065600e-06,-0.0004
-1.065200e-06,-0.0004
-1.064800e-06,-0.0004
-1.064400e-06,-0.0008
-1.064000e-06,-0.0004
-1.063600e-06,-0.0004
-1.063200e-06,-0.0004
-1.062800e-06,0
-1.062400e-06,-0.0004
-1.062000e-06,-0.0004
-1.061600e-06,0
-1.061200e-06,-0.0004
-1.060800e-06,-0.0004
-1.060400e-06,-0.0004
-1.060000e-06,-0.0004
-1.059600e-06,-0.0004
-1.059200e-06,-0.0004
-1.058800e-06,-0.0004
-1.058400e-06,-0.0004
-1.058000e-06,-0.0004
-1.057600e-06,-0.0004
-1.057200e-06,-0.0004
-1.056800e-06,0
-1.056400e-06,-0.0004
-1.056000e-06,-0.0004
-1.055600e-06,-0.0004
-1.055200e-06,-0.0004
-1.054800e-06,0
-1.054400e-06,-0.0004
-1.054000e-06,-0.0004
-1.053600e-06,0
-1.053200e-06,0
-1.052800e-06,-0.0004
-1.052400e-06,-0.0004
-1.052000e-06,-0.0004
-1.051600e-06,-0.0004
-1.051200e-06,0
-1.050800e-06,-0.0004
-1.050400e-06,-0.0004
-1.050000e-06,-0.0004
-1.049600e-06,0
-1.049200e-06,-0.0004
-1.048800e-06,0
-1.048400e-06,-0.0004
-1.048000e-06,0
-1.047600e-06,-0.0004
-1.047200e-06,0
-1.046800e-06,-0.0004
-1.046400e-06,-0.0004
-1.046000e-06,-0.0004
-1.045600e-06,-0.0004
-1.045200e-06,-0.0004
-1.044800e-06,-0.0004
-1.044400e-06,-0.0004
-1.044000e-06,-0.0004
-1.043600e-06,-0.0004
-1.043200e-06,-0.0004
-1.042800e-06,-0.0004
-1.042400e-06,-0.0004
-1.042000e-06,-0.0004
-1.041600e-06,-0.0004
-1.041200e-06,-0.0004
-1.040800e-06,-0.0004
-1.040400e-06,-0.0004
-1.040000e-06,-0.0004
-1.039600e-06,-0.0004
-1.039200e-06,-0.0004
-1.038800e-06,-0.0004
-1.038400e-06,-0.0004
-1.038000e-06,-0.0004
-1.037600e-06,-0.0004
-1.037200e-06,-0.0004
-1.036800e-06,-0.0004
-1.036400e-06,-0.0004
-1.036000e-06,-0.0004
-1.035600e-06,-0.0004
-1.035200e-06,-0.0004
-1.034800e-06,-0.0004
-1.034400e-06,-0.0004
-1.034000e-06,-0.0004
-1.033600e-06,-0.0004
-1.033200e-06,-0.0004
-1.032800e-06,-0.0004
-1.032400e-06,-0.0004
-1.032000e-06,-0.0004
-1.031600e-06,-0.0004
-1.031200e-06,-0.0004
-1.030800e-06,-0.0008
-1.030400e-06,-0.0004
-1.030000e-06,-0.0004
-1.029600e-06,-0.0004
-1.029200e-06,-0.0008
-1.028800e-06,-0.0004
-1.028400e-06,-0.0008
-1.028000e-06,-0.0004
-1.027600e-06,-0.0004
-1.027200e-06,-0.0004
-1.026800e-06,-0.0004
-1.026400e-06,-0.0004
-1.026000e-06,-0.0008
-1.025600e-06,-0.0004
-1.025200e-06,-0.0004
-1.024800e-06,-0.0004
-1.024400e-06,-0.0004
-1.024000e-06,-0.0004
-1.023600e-06,-0.0004
-1.023200e-06,-0.0004
-1.022800e-06,-0.0004
-1.022400e-06,-0.0004
-1.022000e-06,-0.0004
-1.021600e-06,-0.0004
-1.021200e-06,-0.0004
-1.020800e-06,-0.0004
-1.020400e-06,-0.0004
-1.020000e-06,-0.0004
-1.019600e-06,-0.0004
-1.019200e-06,-0.0004
-1.018800e-06,-0.0004
-1.018400e-06,-0.0004
-1.018000e-06,-0.0004
-1.017600e-06,0
-1.017200e-06,-0.0004
-1.016800e-06,-0.0008
-1.016400e-06,-0.0004
-1.016000e-06,-0.0004
-1.015600e-06,-0.0004
-1.015200e-06,-0.0004
-1.014800e-06,-0.0004
-1.014400e-06,-0.0004
-1.014000e-06,-0.0004
-1.013600e-06,-0.0004
-1.013200e-06,-0.0004
-1.012800e-06,-0.0004
-1.012400e-06,-0.0004
-1.012000e-06,-0.0004
-1.011600e-06,-0.0004
-1.011200e-06,-0.0004
-1.010800e-06,-0.0004
-1.010400e-06,-0.0004
-1.010000e-06,-0.0004
-1.009600e-06,-0.0004
-1.009200e-06,-0.0004
-1.008800e-06,-0.0008
-1.008400e-06,-0.0004
-1.008000e-06,-0.0004
-1.007600e-06,-0.0004
-1.007200e-06,0
-1.006800e-06,-0.0004
-1.006400e-06,-0.0004
-1.006000e-06,-0.0004
-1.005600e-06,-0.0004
-1.005200e-06,-0.0004
-1.004800e-06,-0.0004
-1.004400e-06,0
-1.004000e-06,-0.0004
-1.003600e-06,-0.0004
-1.003200e-06,-0.0004
-1.002800e-06,-0.0004
-1.002400e-06,-0.0004
-1.002000e-06,-0.0004
-1.001600e-06,-0.0004
-1.001200e-06,-0.0004
-1.000800e-06,-0.0004
-1.000400e-06,-0.0004
-1.000000e-06,-0.0004
-9.996000e-07,0
-9.992000e-07,-0.0008
-9.988000e-07,-0.0004
-9.984000e-07,-0.0008
-9.980000e-07,-0.0004
-9.976000e-07,-0.0004
-9.972000e-07,-0.0004
-9.968000e-07,-0.0004
-9.964000e-07,-0.0004
-9.960000e-07,-0.0004
-9.956000e-07,-0.0004
-9.952000e-07,-0.0004
-9.948000e-07,-0.0004
-9.944000e-07,-0.0004
-9.940000e-07,-0.0004
-9.936000e-07,-0.0004
-9.932000e-07,0
-9.928000e-07,-0.0004
-9.924000e-07,-0.0004
-9.920000e-07,-0.0004
-9.916000e-07,-0.0004
-9.912000e-07,-0.0004
-9.908000e-07,-0.0004
-9.904000e-07,-0.0004
-9.900000e-07,-0.0004
-9.896000e-07,-0.0004
-9.892000e-07,-0.0004
-9.888000e-07,-0.0004
-9.884000e-07,-0.0004
-9.880000e-07,-0.0004
-9.876000e-07,-0.0004
-9.872000e-07,-0.0008
-9.868000e-07,-0.0004
-9.864000e-07,-0.0004
-9.860000e-07,0
-9.856000e-07,-0.0004
-9.852000e-07,-0.0004
-9.848000e-07,-0.0004
-9.844000e-07,-0.0004
-9.840000e-07,-0.0004
-9.836000e-07,-0.0004
-9.832000e-07,-0.0004
-9.828000e-07,-0.0004
-9.824000e-07,-0.0004
-9.820000e-07,-0.0004
-9.816000e-07,-0.0004
-9.812000e-07,-0.0008
-9.808000e-07,-0.0004
-9.804000e-07,-0.0004
-9.800000e-07,0
-9.796000e-07,-0.0004
-9.792000e-07,-0.0004
-9.788000e-07,-0.0004
-9.784000e-07,-0.0008
-9.780000e-07,-0.0004
-9.776000e-07,-0.0004
-9.772000e-07,-0.0004
-9.768000e-07,-0.0004
-9.764000e-07,-0.0004
-9.760000e-07,-0.0004
-9.756000e-07,-0.0004
-9.752000e-07,-0.0004
-9.748000e-07,-0.0004
-9.744000e-07,-0.0004
-9.740000e-07,-0.0004
-9.736000e-07,-0.0004
-9.732000e-07,-0.0004
-9.728000e-07,-0.0004
-9.724000e-07,-0.0004
-9.720000e-07,-0.0004
-9.716000e-07,-0.0004
-9.712000e-07,-0.0004
-9.708000e-07,-0.0004
-9.704000e-07,0
-9.700000e-07,-0.0004
-9.696000e-07,-0.0004
-9.692000e-07,-0.0004
-9.688000e-07,-0.0004
-9.684000e-07,-0.0004
-9.680000e-07,-0.0004
-9.676000e-07,-0.0004
-9.672000e-07,-0.0004
-9.668000e-07,-0.0004
-9.664000e-07,0
-9.660000e-07,-0.0004
-9.656000e-07,-0.0004
-9.652000e-07,-0.0004
-9.648000e-07,-0.0004
-9.644000e-07,-0.0004
-9.640000e-07,-0.0004
-9.636000e-07,-0.0004
-9.632000e-07,-0.0004
-9.628000e-07,-0.0004
-9.624000e-07,-0.0004
-9.620000e-07,-0.0004
-9.616000e-07,-0.0004
-9.612000e-07,0
-9.608000e-07,0
-9.604000e-07,-0.0004
-9.600000e-07,-0.0004
-9.596000e-07,-0.0004
-9.592000e-07,0
-9.588000e-07,-0.0004
-9.584000e-07,-0.0004
-9.580000e-07,0
-9.576000e-07,-0.0004
-9.572000e-07,-0.0004
-9.568000e-07,-0.0004
-9.564000e-07,-0.0004
-9.560000e-07,0
-9.556000e-07,-0.0004
-9.552000e-07,-0.0004
-9.548000e-07,-0.0004
-9.544000e-07,-0.0004
-9.540000e-07,-0.0004
-9.536000e-07,-0.0004
-9.532000e-07,0
-9.528000e-07,-0.0004
-9.524000e-07,-0.0004
-9.520000e-07,-0.0004
-9.516000e-07,-0.0004
-9.512000e-07,-0.0004
-9.508000e-07,-0.0004
-9.504000e-07,-0.0004
-9.500000e-07,-0.0004
-9.496000e-07,-0.0004
-9.492000e-07,-0.0004
-9.488000e-07,-0.0004
-9.484000e-07,-0.0004
-9.480000e-07,-0.0004
-9.476000e-07,-0.0004
-9.472000e-07,-0.0004
-9.468000e-07,-0.0004
-9.464000e-07,-0.0004
-9.460000e-07,-0.0004
-9.456000e-07,-0.0004
-9.452000e-07,-0.0004
-9.448000e-07,-0.0004
-9.444000e-07,-0.0004
-9.440000e-07,-0.0004
-9.436000e-07,-0.0004
-9.432000e-07,-0.0004
-9.428000e-07,-0.0004
-9.424000e-07,-0.0004
-9.420000e-07,-0.0004
-9.416000e-07,-0.0004
-9.412000e-07,-0.0004
-9.408000e-07,-0.0004
-9.404000e-07,-0.0004
-9.400000e-07,-0.0004
-9.396000e-07,-0.0004
-9.392000e-07,-0.0004
-9.388000e-07,-0.0004
-9.384000e-07,-0.0004
-9.380000e-07,-0.0004
-9.376000e-07,-0.0004
-9.372000e-07,-0.0004
-9.368000e-07,-0.0004
-9.364000e-07,-0.0004
-9.360000e-07,-0.0004
-9.356000e-07,-0.0008
-9.352000e-07,-0.0004
-9.348000e-07,-0.0004
-9.344000e-07,-0.0004
-9.340000e-07,-0.0004
-9.336000e-07,-0.0004
-9.332000e-07,-0.0004
-9.328000e-07,0
-9.324000e-07,-0.0004
-9.320000e-07,-0.0004
-9.316000e-07,-0.0004
-9.312000e-07,-0.0004
-9.308000e-07,-0.0008
-9.304000e-07,-0.0004
-9.300000e-07,-0.0004
-9.296000e-07,-0.0004
-9.292000e-07,-0.0004
-9.288000e-07,-0.0004
-9.284000e-07,-0.0004
-9.280000e-07,-0.0004
-9.276000e-07,-0.0004
-9.272000e-07,-0.0004
-9.268000e-07,-0.0004
-9.264000e-07,-0.0004
-9.260000e-07,0
-9.256000e-07,0
-9.252000e-07,-0.0004
-9.248000e-07,-0.0004
-9.244000e-07,-0.0004
-9.240000e-07,-0.0004
-9.236000e-07,-0.0004
-9.232000e-07,-0.0004
-9.228000e-07,-0.0004
-9.224000e-07,-0.0004
-9.220000e-07,-0.0004
-9.216000e-07,-0.0004
-9.212000e-07,-0.0004
-9.208000e-07,-0.0004
-9.204000e-07,-0.0004
-9.200000e-07,-0.0004
-9.196000e-07,-0.0004
-9.192000e-07,-0.0004
-9.188000e-07,-0.0004
-9.184000e-07,-0.0004
-9.180000e-07,0
-9.176000e-07,0
-9.172000e-07,-0.0004
-9.168000e-07,-0.0004
-9.164000e-07,-0.0004
-9.160000e-07,-0.0004
-9.156000e-07,-0.0008
-9.152000e-07,-0.0004
-9.148000e-07,-0.0004
-9.144000e-07,-0.0004
-9.140000e-07,-0.0004
-9.136000e-07,-0.0008
-9.132000e-07,-0.0004
-9.128000e-07,-0.0004
-9.124000e-07,-0.0004
-9.120000e-07,-0.0004
-9.116000e-07,-0.0004
-9.112000e-07,-0.0004
-9.108000e-07,-0.0004
-9.104000e-07,-0.0004
-9.100000e-07,-0.0004
-9.096000e-07,-0.0004
-9.092000e-07,-0.0004
-9.088000e-07,-0.0004
-9.084000e-07,-0.0008
-9.080000e-07,-0.0004
-9.076000e-07,0
-9.072000e-07,0
-9.068000e-07,-0.0004
-9.064000e-07,-0.0004
-9.060000e-07,-0.0004
-9.056000e-07,-0.0004
-9.052000e-07,-0.0004
-9.048000e-07,-0.0004
-9.044000e-07,-0.0004
-9.040000e-07,-0.0004
-9.036000e-07,-0.0004
-9.032000e-07,-0.0004
-9.028000e-07,-0.0004
-9.024000e-07,-0.0004
-9.020000e-07,-0.0004
-9.016000e-07,-0.0004
-9.012000e-07,-0.0004
-9.008000e-07,-0.0004
-9.004000e-07,-0.0004
-9.000000e-07,-0.0004
-8.996000e-07,0
-8.992000e-07,-0.0004
-8.988000e-07,-0.0004
-8.984000e-07,-0.0004
-8.980000e-07,-0.0004
-8.976000e-07,-0.0008
-8.972000e-07,-0.0004
-8.968000e-07,-0.0004
-8.964000e-07,0
-8.960000e-07,-0.0004
-8.956000e-07,-0.0004
-8.952000e-07,-0.0008
-8.948000e-07,-0.0004
-8.944000e-07,-0.0004
-8.940000e-07,-0.0004
-8.936000e-07,-0.0004
-8.932000e-07,-0.0004
-8.928000e-07,-0.0004
-8.924000e-07,-0.0004
-8.920000e-07,-0.0004
-8.916000e-07,-0.0008
-8.912000e-07,-0.0004
-8.908000e-07,-0.0004
-8.904000e-07,-0.0004
-8.900000e-07,-0.0004
-8.896000e-07,-0.0004
-8.892000e-07,-0.0004
-8.888000e-07,-0.0004
-8.884000e-07,-0.0004
-8.880000e-07,-0.0004
-8.876000e-07,-0.0004
-8.872000e-07,-0.0004
-8.868000e-07,-0.0004
-8.864000e-07,-0.0004
-8.860000e-07,-0.0004
-8.856000e-07,-0.0004
-8.852000e-07,-0.0004
-8.848000e-07,-0.0004
-8.844000e-07,-0.0008
-8.840000e-07,-0.0004
-8.836000e-07,-0.0008
-8.832000e-07,-0.0004
-8.828000e-07,-0.0004
-8.824000e-07,-0.0004
-8.820000e-07,-0.0004
-8.816000e-07,-0.0004
-8.812000e-07,-0.0004
-8.808000e-07,-0.0004
-8.804000e-07,-0.0004
-8.800000e-07,-0.0004
-8.796000e-07,-0.0008
-8.792000e-07,-0.0004
-8.788000e-07,-0.0004
-8.784000e-07,-0.0004
-8.780000e-07,-0.0004
-8.776000e-07,-0.0004
-8.772000e-07,-0.0004
-8.768000e-07,-0.0004
-8.764000e-07,-0.0004
-8.760000e-07,0
-8.756000e-07,-0.0004
-8.752000e-07,-0.0004
-8.748000e-07,-0.0004
-8.744000e-07,-0.0008
-8.740000e-07,-0.0008
-8.736000e-07,-0.0004
-8.732000e-07,-0.0004
-8.728000e-07,-0.0004
-8.724000e-07,-0.0004
-8.720000e-07,-0.0004
-8.716000e-07,-0.0004
-8.712000e-07,-0.0004
-8.708000e-07,-0.0008
-8.704000e-07,-0.0004
-8.700000e-07,-0.0004
-8.696000e-07,-0.0004
-8.692000e-07,-0.0004
-8.688000e-07,-0.0004
-8.684000e-07,-0.0004
-8.680000e-07,-0.0004
-8.676000e-07,-0.0004
-8.672000e-07,-0.0004
-8.668000e-07,-0.0004
-8.664000e-07,-0.0004
-8.660000e-07,-0.0004
-8.656000e-07,-0.0008
-8.652000e-07,-0.0004
-8.648000e-07,-0.0004
-8.644000e-07,-0.0004
-8.640000e-07,0
-8.636000e-07,-0.0004
-8.632000e-07,-0.0008
-8.628000e-07,-0.0004
-8.624000e-07,-0.0004
-8.620000e-07,-0.0004
-8.616000e-07,-0.0004
-8.612000e-07,-0.0004
-8.608000e-07,-0.0008
-8.604000e-07,-0.0004
-8.600000e-07,-0.0004
-8.596000e-07,-0.0004
-8.592000e-07,-0.0004
-8.588000e-07,-0.0004
-8.584000e-07,-0.0004
-8.580000e-07,-0.0004
-8.576000e-07,-0.0004
-8.572000e-07,-0.0004
-8.568000e-07,-0.0004
-8.564000e-07,-0.0004
-8.560000e-07,-0.0004
-8.556000e-07,-0.0004
-8.552000e-07,-0.0004
-8.548000e-07,-0.0004
-8.544000e-07,-0.0004
-8.540000e-07,-0.0004
-8.536000e-07,-0.0004
-8.532000e-07,0
-8.528000e-07,-0.0004
-8.524000e-07,-0.0004
-8.520000e-07,-0.0004
-8.516000e-07,-0.0004
-8.512000e-07,-0.0004
-8.508000e-07,-0.0004
-8.504000e-07,-0.0004
-8.500000e-07,-0.0004
-8.496000e-07,-0.0004
-8.492000e-07,-0.0004
-8.488000e-07,-0.0004
-8.484000e-07,-0.0004
-8.480000e-07,-0.0004
-8.476000e-07,0
-8.472000e-07,-0.0004
-8.468000e-07,-0.0004
-8.464000e-07,-0.0004
-8.460000e-07,-0.0004
-8.456000e-07,-0.0004
-8.452000e-07,-0.0004
-8.448000e-07,0
-8.444000e-07,-0.0004
-8.440000e-07,-0.0004
-8.436000e-07,-0.0004
-8.432000e-07,-0.0004
-8.428000e-07,-0.0004
-8.424000e-07,-0.0004
-8.420000e-07,-0.0004
-8.416000e-07,-0.0004
-8.412000e-07,-0.0004
-8.408000e-07,-0.0004
-8.404000e-07,-0.0004
-8.400000e-07,-0.0004
-8.396000e-07,-0.0008
-8.392000e-07,-0.0004
-8.388000e-07,-0.0008
-8.384000e-07,-0.0004
-8.380000e-07,-0.0004
-8.376000e-07,-0.0004
-8.372000e-07,-0.0004
-8.368000e-07,-0.0004
-8.364000e-07,-0.0004
-8.360000e-07,-0.0004
-8.356000e-07,-0.0004
-8.352000e-07,-0.0004
-8.348000e-07,-0.0004
-8.344000e-07,-0.0004
-8.340000e-07,-0.0004
-8.336000e-07,-0.0004
-8.332000e-07,-0.0004
-8.328000e-07,-0.0004
-8.324000e-07,-0.0004
-8.320000e-07,-0.0004
-8.316000e-07,-0.0004
-8.312000e-07,-0.0004
-8.308000e-07,-0.0004
-8.304000e-07,-0.0004
-8.300000e-07,-0.0004
-8.296000e-07,-0.0004
-8.292000e-07,-0.0004
-8.288000e-07,-0.0004
-8.284000e-07,-0.0004
-8.280000e-07,-0.0004
-8.276000e-07,-0.0004
-8.272000e-07,-0.0004
-8.268000e-07,-0.0004
-8.264000e-07,-0.0008
-8.260000e-07,-0.0004
-8.256000e-07,-0.0004
-8.252000e-07,-0.0004
-8.248000e-07,-0.0004
-8.244000e-07,-0.0004
-8.240000e-07,-0.0004
-8.236000e-07,-0.0004
-8.232000e-07,-0.0004
-8.228000e-07,-0.0004
-8.224000e-07,-0.0004
-8.220000e-07,-0.0008
-8.216000e-07,-0.0004
-8.212000e-07,-0.0008
-8.208000e-07,-0.0004
-8.204000e-07,0
-8.200000e-07,-0.0004
-8.196000e-07,-0.0004
-8.192000e-07,-0.0004
-8.188000e-07,-0.0008
-8.184000e-07,-0.0008
-8.180000e-07,-0.0008
-8.176000e-07,-0.0004
-8.172000e-07,-0.0004
-8.168000e-07,-0.0004
-8.164000e-07,-0.0004
-8.160000e-07,-0.0004
-8.156000e-07,-0.0004
-8.152000e-07,-0.0008
-8.148000e-07,-0.0004
-8.144000e-07,0
-8.140000e-07,-0.0004
-8.136000e-07,-0.0004
-8.132000e-07,-0.0004
-8.128000e-07,-0.0004
-8.124000e-07,-0.0004
-8.120000e-07,-0.0004
-8.116000e-07,-0.0004
-8.112000e-07,-0.0004
-8.108000e-07,-0.0004
-8.104000e-07,-0.0004
-8.100000e-07,-0.0004
-8.096000e-07,-0.0004
-8.092000e-07,-0.0004
-8.088000e-07,0
-8.084000e-07,0
-8.080000e-07,-0.0004
-8.076000e-07,-0.0004
-8.072000e-07,-0.0004
-8.068000e-07,-0.0004
-8.064000e-07,-0.0012
-8.060000e-07,-0.0004
-8.056000e-07,-0.0004
-8.052000e-07,-0.0004
-8.048000e-07,-0.0004
-8.044000e-07,-0.0004
-8.040000e-07,-0.0004
-8.036000e-07,-0.0004
-8.032000e-07,-0.0004
-8.028000e-07,-0.0004
-8.024000e-07,-0.0004
-8.020000e-07,-0.0004
-8.016000e-07,-0.0004
-8.012000e-07,-0.0004
-8.008000e-07,-0.0004
-8.004000e-07,-0.0004
-8.000000e-07,-0.0008
-7.996000e-07,-0.0004
-7.992000e-07,-0.0004
-7.988000e-07,-0.0004
-7.984000e-07,-0.0004
-7.980000e-07,-0.0004
-7.976000e-07,-0.0004
-7.972000e-07,-0.0004
-7.968000e-07,-0.0004
-7.964000e-07,-0.0004
-7.960000e-07,-0.0004
-7.956000e-07,-0.0004
-7.952000e-07,0
-7.948000e-07,-0.0004
-7.944000e-07,-0.0004
-7.940000e-07,-0.0004
-7.936000e-07,-0.0004
-7.932000e-07,-0.0004
-7.928000e-07,0
-7.924000e-07,-0.0004
-7.920000e-07,-0.0004
-7.916000e-07,-0.0004
-7.912000e-07,-0.0004
-7.908000e-07,-0.0004
-7.904000e-07,-0.0008
-7.900000e-07,-0.0004
-7.896000e-07,-0.0004
-7.892000e-07,-0.0008
-7.888000e-07,0
-7.884000e-07,-0.0004
-7.880000e-07,0
-7.876000e-07,-0.0008
-7.872000e-07,0
-7.868000e-07,-0.0004
-7.864000e-07,-0.0008
-7.860000e-07,-0.0004
-7.856000e-07,-0.0004
-7.852000e-07,-0.0004
-7.848000e-07,-0.0004
-7.844000e-07,-0.0004
-7.840000e-07,-0.0004
-7.836000e-07,-0.0004
-7.832000e-07,-0.0004
-7.828000e-07,-0.0004
-7.824000e-07,-0.0004
-7.820000e-07,-0.0008
-7.816000e-07,-0.0004
-7.812000e-07,-0.0004
-7.808000e-07,-0.0004
-7.804000e-07,-0.0004
-7.800000e-07,-0.0004
-7.796000e-07,-0.0004
-7.792000e-07,-0.0004
-7.788000e-07,-0.0004
-7.784000e-07,-0.0004
-7.780000e-07,-0.0004
-7.776000e-07,-0.0004
-7.772000e-07,-0.0004
-7.768000e-07,-0.0004
-7.764000e-07,-0.0004
-7.760000e-07,-0.0004
-7.756000e-07,-0.0004
-7.752000e-07,-0.0004
-7.748000e-07,-0.0004
-7.744000e-07,-0.0004
-7.740000e-07,-0.0004
-7.736000e-07,-0.0004
-7.732000e-07,-0.0004
-7.728000e-07,-0.0004
-7.724000e-07,-0.0004
-7.720000e-07,-0.0004
-7.716000e-07,-0.0004
-7.712000e-07,-0.0004
-7.708000e-07,-0.0008
-7.704000e-07,-0.0004
-7.700000e-07,-0.0004
-7.696000e-07,-0.0004
-7.692000e-07,-0.0004
-7.688000e-07,-0.0008
-7.684000e-07,-0.0004
-7.680000e-07,-0.0004
-7.676000e-07,-0.0008
-7.672000e-07,-0.0004
-7.668000e-07,-0.0004
-7.664000e-07,-0.0004
-7.660000e-07,-0.0004
-7.656000e-07,-0.0004
-7.652000e-07,-0.0004
-7.648000e-07,-0.0004
-7.644000e-07,-0.0004
-7.640000e-07,-0.0004
-7.636000e-07,-0.0004
-7.632000e-07,-0.0004
-7.628000e-07,-0.0008
-7.624000e-07,-0.0004
-7.620000e-07,-0.0004
-7.616000e-07,-0.0004
-7.612000e-07,-0.0004
-7.608000e-07,-0.0004
-7.604000e-07,-0.0004
-7.600000e-07,-0.0004
-7.596000e-07,-0.0004
-7.592000e-07,-0.0004
-7.588000e-07,-0.0004
-7.584000e-07,-0.0004
-7.580000e-07,-0.0004
-7.576000e-07,-0.0004
