#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 11:14:00
# Real time (s): 1202.840
# Live time (s): 1200.000
#
# Total counts:  119481
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  201
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
1	1.516	0	0
2	2.363	0	0
3	3.210	0	0
4	4.056	0	0
5	4.903	0	0
6	5.750	0	0
7	6.597	3	0.0025
8	7.444	21	0.0175
9	8.290	28	0.0233333
10	9.137	56	0.0466667
11	9.984	44	0.0366667
12	10.831	42	0.035
13	11.677	45	0.0375
14	12.524	42	0.035
15	13.371	50	0.0416667
16	14.218	38	0.0316667
17	15.065	44	0.0366667
18	15.911	61	0.0508333
19	16.758	61	0.0508333
20	17.605	74	0.0616667
21	18.452	75	0.0625
22	19.298	54	0.045
23	20.145	51	0.0425
24	20.992	83	0.0691667
25	21.839	73	0.0608333
26	22.685	72	0.06
27	23.532	104	0.0866667
28	24.379	100	0.0833333
29	25.226	99	0.0825
30	26.073	100	0.0833333
31	26.919	112	0.0933333
32	27.766	116	0.0966667
33	28.613	105	0.0875
34	29.460	137	0.114167
35	30.306	123	0.1025
36	31.153	128	0.106667
37	32.000	128	0.106667
38	32.847	153	0.1275
39	33.694	150	0.125
40	34.540	170	0.141667
41	35.387	160	0.133333
42	36.234	173	0.144167
43	37.081	172	0.143333
44	37.927	187	0.155833
45	38.774	160	0.133333
46	39.621	160	0.133333
47	40.468	153	0.1275
48	41.315	172	0.143333
49	42.161	190	0.158333
50	43.008	197	0.164167
51	43.855	167	0.139167
52	44.702	180	0.15
53	45.548	192	0.16
54	46.395	170	0.141667
55	47.242	186	0.155
56	48.089	176	0.146667
57	48.935	199	0.165833
58	49.782	171	0.1425
59	50.629	161	0.134167
60	51.476	206	0.171667
61	52.323	176	0.146667
62	53.169	196	0.163333
63	54.016	171	0.1425
64	54.863	189	0.1575
65	55.710	187	0.155833
66	56.556	185	0.154167
67	57.403	189	0.1575
68	58.250	203	0.169167
69	59.097	175	0.145833
70	59.944	178	0.148333
71	60.790	191	0.159167
72	61.637	170	0.141667
73	62.484	157	0.130833
74	63.331	173	0.144167
75	64.177	191	0.159167
76	65.024	185	0.154167
77	65.871	188	0.156667
78	66.718	195	0.1625
79	67.565	150	0.125
80	68.411	167	0.139167
81	69.258	185	0.154167
82	70.105	211	0.175833
83	70.952	167	0.139167
84	71.798	161	0.134167
85	72.645	154	0.128333
86	73.492	177	0.1475
87	74.339	155	0.129167
88	75.185	193	0.160833
89	76.032	176	0.146667
90	76.879	161	0.134167
91	77.726	166	0.138333
92	78.573	191	0.159167
93	79.419	167	0.139167
94	80.266	173	0.144167
95	81.113	184	0.153333
