#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 10:51:56
# Real time (s): 1222.850
# Live time (s): 1200.000
#
# Total counts:  1338875
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  3007
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
1	1.516	0	0
2	2.363	0	0
3	3.210	1	0.000833333
4	4.056	2	0.00166667
5	4.903	5	0.00416667
6	5.750	30	0.025
7	6.597	372	0.31
8	7.444	1231	1.02583
9	8.290	1612	1.34333
10	9.137	2352	1.96
11	9.984	2351	1.95917
12	10.831	2345	1.95417
13	11.677	2300	1.91667
14	12.524	2291	1.90917
15	13.371	2320	1.93333
16	14.218	2364	1.97
17	15.065	2280	1.9
18	15.911	2288	1.90667
19	16.758	2330	1.94167
20	17.605	2356	1.96333
21	18.452	2295	1.9125
22	19.298	2313	1.9275
23	20.145	2243	1.86917
24	20.992	2251	1.87583
25	21.839	2218	1.84833
26	22.685	2246	1.87167
27	23.532	2310	1.925
28	24.379	2302	1.91833
29	25.226	2294	1.91167
30	26.073	2270	1.89167
31	26.919	2251	1.87583
32	27.766	2314	1.92833
33	28.613	2347	1.95583
34	29.460	2348	1.95667
35	30.306	2265	1.8875
36	31.153	2363	1.96917
37	32.000	2311	1.92583
38	32.847	2254	1.87833
39	33.694	2332	1.94333
40	34.540	2253	1.8775
41	35.387	2382	1.985
42	36.234	2370	1.975
43	37.081	2378	1.98167
44	37.927	2337	1.9475
45	38.774	2275	1.89583
46	39.621	2315	1.92917
47	40.468	2307	1.9225
48	41.315	2380	1.98333
49	42.161	2253	1.8775
50	43.008	2361	1.9675
51	43.855	2360	1.96667
52	44.702	2323	1.93583
53	45.548	2393	1.99417
54	46.395	2445	2.0375
55	47.242	2412	2.01
56	48.089	2345	1.95417
57	48.935	2443	2.03583
58	49.782	2497	2.08083
59	50.629	2412	2.01
60	51.476	2452	2.04333
61	52.323	2457	2.0475
62	53.169	2324	1.93667
63	54.016	2403	2.0025
64	54.863	2384	1.98667
65	55.710	2423	2.01917
66	56.556	2368	1.97333
67	57.403	2404	2.00333
68	58.250	2460	2.05
69	59.097	2466	2.055
70	59.944	2462	2.05167
71	60.790	2524	2.10333
72	61.637	2511	2.0925
73	62.484	2493	2.0775
74	63.331	2438	2.03167
75	64.177	2362	1.96833
76	65.024	2560	2.13333
77	65.871	2459	2.04917
78	66.718	2446	2.03833
79	67.565	2529	2.1075
80	68.411	2592	2.16
81	69.258	2579	2.14917
82	70.105	2582	2.15167
83	70.952	2580	2.15
84	71.798	2494	2.07833
85	72.645	2666	2.22167
86	73.492	2562	2.135
87	74.339	2626	2.18833
88	75.185	2606	2.17167
89	76.032	2651	2.20917
