#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2024-05-24, 11:35:08
# Real time (s): 1252.620
# Live time (s): 1200.000
#
# Total counts:  18374028
#
# Left marker:  511 (433.371 keV)
# Right marker: 513 (435.065 keV)
# Counts:  17448
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.669355
#     A1: 0.846774
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
1	1.516	134	0.111667
2	2.363	132	0.11
3	3.210	111	0.0925
4	4.056	140	0.116667
5	4.903	253	0.210833
6	5.750	851	0.709167
7	6.597	6069	5.0575
8	7.444	20537	17.1142
9	8.290	28435	23.6958
10	9.137	41296	34.4133
11	9.984	44004	36.67
12	10.831	42205	35.1708
13	11.677	41849	34.8742
14	12.524	41971	34.9758
15	13.371	41770	34.8083
16	14.218	41776	34.8133
17	15.065	41976	34.98
18	15.911	42233	35.1942
19	16.758	42111	35.0925
20	17.605	42159	35.1325
21	18.452	42446	35.3717
22	19.298	42534	35.445
23	20.145	42650	35.5417
24	20.992	43242	36.035
25	21.839	42974	35.8117
26	22.685	43057	35.8808
27	23.532	43086	35.905
28	24.379	43338	36.115
29	25.226	43363	36.1358
30	26.073	43625	36.3542
31	26.919	43029	35.8575
32	27.766	43151	35.9592
33	28.613	43007	35.8392
34	29.460	43241	36.0342
35	30.306	43679	36.3992
36	31.153	43562	36.3017
37	32.000	43642	36.3683
38	32.847	43443	36.2025
39	33.694	43378	36.1483
40	34.540	43812	36.51
41	35.387	43772	36.4767
42	36.234	43729	36.4408
43	37.081	43800	36.5
44	37.927	44011	36.6758
45	38.774	44149	36.7908
46	39.621	44490	37.075
47	40.468	45093	37.5775
48	41.315	45021	37.5175
49	42.161	45336	37.78
50	43.008	45114	37.595
51	43.855	45344	37.7867
52	44.702	45639	38.0325
53	45.548	46008	38.34
54	46.395	46266	38.555
55	47.242	46058	38.3817
56	48.089	46473	38.7275
57	48.935	47062	39.2183
58	49.782	46932	39.11
59	50.629	47421	39.5175
60	51.476	47540	39.6167
61	52.323	48043	40.0358
62	53.169	48174	40.145
63	54.016	48402	40.335
64	54.863	48779	40.6492
65	55.710	49145	40.9542
66	56.556	49738	41.4483
67	57.403	49439	41.1992
68	58.250	50232	41.86
69	59.097	50800	42.3333
70	59.944	51022	42.5183
71	60.790	51594	42.995
72	61.637	51429	42.8575
73	62.484	52388	43.6567
74	63.331	53080	44.2333
75	64.177	53379	44.4825
76	65.024	53754	44.795
77	65.871	53947	44.9558
78	66.718	54870	45.725
79	67.565	55064	45.8867
80	68.411	55308	46.09
81	69.258	56104	46.7533
82	70.105	56470	47.0583
83	70.952	56739	47.2825
84	71.798	57710	48.0917
85	72.645	57359	47.7992
86	73.492	57838	48.1983
87	74.339	58294	48.5783
88	75.185	58197	48.4975
89	76.032	58788	48.99
90	76.879	59116	49.2633
91	77.726	59202	49.335
92	78.573	58646	48.8717
93	79.419	59249	49.3742
94	80.266	59450	49.5417
95	81.113	59223	49.3525
96	81.960	59224	49.3533
97	82.806	59716	49.7633
98	83.653	59444	49.5367
99	84.500	59365	49.4708
100	85.347	59515	49.5958
101	86.194	59661	49.7175
102	87.040	58952	49.1267
103	87.887	58902	49.085
104	88.734	58670	48.8917
105	89.581	58575	48.8125
106	90.427	57883	48.2358
107	91.274	58034	48.3617
108	92.121	57809	48.1742
109	92.968	57489	47.9075
110	93.815	57261	47.7175
111	94.661	57068	47.5567
112	95.508	56448	47.04
113	96.355	56034	46.695
114	97.202	55685	46.4042
115	98.048	55484	46.2367
116	98.895	55157	45.9642
117	99.742	54615	45.5125
118	100.589	54187	45.1558
119	101.435	54216	45.18
120	102.282	53393	44.4942
121	103.129	53167	44.3058
122	103.976	52391	43.6592
123	104.823	52109	43.4242
124	105.669	52119	43.4325
125	106.516	51721	43.1008
126	107.363	51344	42.7867
127	108.210	51150	42.625
128	109.056	50340	41.95
129	109.903	50659	42.2158
130	110.750	50130	41.775
131	111.597	49758	41.465
132	112.444	49138	40.9483
133	113.290	49100	40.9167
134	114.137	48730	40.6083
135	114.984	48517	40.4308
136	115.831	48188	40.1567
137	116.677	47823	39.8525
138	117.524	47524	39.6033
139	118.371	47756	39.7967
140	119.218	46793	38.9942
141	120.065	46901	39.0842
142	120.911	46408	38.6733
143	121.758	46169	38.4742
144	122.605	45967	38.3058
145	123.452	45719	38.0992
146	124.298	45631	38.0258
147	125.145	45472	37.8933
148	125.992	44891	37.4092
149	126.839	44460	37.05
150	127.685	44817	37.3475
151	128.532	44199	36.8325
152	129.379	43922	36.6017
153	130.226	43881	36.5675
154	131.073	43514	36.2617
155	131.919	43805	36.5042
156	132.766	43335	36.1125
157	133.613	43252	36.0433
158	134.460	42807	35.6725
159	135.306	42778	35.6483
160	136.153	42360	35.3
161	137.000	42177	35.1475
162	137.847	42276	35.23
163	138.694	42100	35.0833
164	139.540	41219	34.3492
165	140.387	41546	34.6217
166	141.234	41282	34.4017
167	142.081	40837	34.0308
168	142.927	40879	34.0658
169	143.774	40511	33.7592
170	144.621	39913	33.2608
171	145.468	39759	33.1325
172	146.315	39550	32.9583
173	147.161	39323	32.7692
174	148.008	38836	32.3633
175	148.855	38359	31.9658
176	149.702	38007	31.6725
177	150.548	37877	31.5642
178	151.395	36961	30.8008
179	152.242	36678	30.565
180	153.089	36124	30.1033
181	153.935	35874	29.895
182	154.782	35587	29.6558
183	155.629	35286	29.405
184	156.476	34795	28.9958
185	157.323	34274	28.5617
186	158.169	33742	28.1183
187	159.016	33583	27.9858
188	159.863	33282	27.735
189	160.710	32505	27.0875
190	161.556	32323	26.9358
191	162.403	31636	26.3633
192	163.250	31469	26.2242
193	164.097	31080	25.9
194	164.944	30287	25.2392
195	165.790	30042	25.035
196	166.637	29598	24.665
197	167.484	28966	24.1383
198	168.331	29085	24.2375
199	169.177	28475	23.7292
200	170.024	28188	23.49
201	170.871	27709	23.0908
202	171.718	27142	22.6183
203	172.565	27143	22.6192
204	173.411	26661	22.2175
205	174.258	26435	22.0292
206	175.105	26149	21.7908
207	175.952	25987	21.6558
208	176.798	25336	21.1133
209	177.645	24920	20.7667
210	178.492	25097	20.9142
211	179.339	24662	20.5517
212	180.185	24751	20.6258
213	181.032	24580	20.4833
214	181.879	24305	20.2542
215	182.726	24288	20.24
216	183.573	24052	20.0433
217	184.419	23959	19.9658
218	185.266	24119	20.0992
219	186.113	24200	20.1667
220	186.960	24021	20.0175
221	187.806	23862	19.885
222	188.653	24000	20
223	189.500	23928	19.94
224	190.347	24218	20.1817
225	191.194	24403	20.3358
226	192.040	25098	20.915
227	192.887	24817	20.6808
228	193.734	24804	20.67
229	194.581	25208	21.0067
230	195.427	25989	21.6575
231	196.274	26083	21.7358
232	197.121	26253	21.8775
233	197.968	26700	22.25
234	198.815	27029	22.5242
235	199.661	27702	23.085
236	200.508	28399	23.6658
237	201.355	28576	23.8133
238	202.202	29417	24.5142
239	203.048	30132	25.11
240	203.895	30485	25.4042
241	204.742	31116	25.93
242	205.589	31812	26.51
243	206.435	32591	27.1592
244	207.282	33372	27.81
245	208.129	34110	28.425
246	208.976	35132	29.2767
247	209.823	35754	29.795
248	210.669	36538	30.4483
249	211.516	37945	31.6208
250	212.363	38690	32.2417
251	213.210	39671	33.0592
252	214.056	40885	34.0708
253	214.903	41856	34.88
254	215.750	42369	35.3075
255	216.597	43652	36.3767
256	217.444	45356	37.7967
257	218.290	46114	38.4283
258	219.137	47145	39.2875
259	219.984	48185	40.1542
260	220.831	49081	40.9008
261	221.677	49999	41.6658
262	222.524	51248	42.7067
263	223.371	51807	43.1725
264	224.218	53464	44.5533
265	225.065	54272	45.2267
266	225.911	55116	45.93
267	226.758	56128	46.7733
268	227.605	56645	47.2042
269	228.452	57575	47.9792
270	229.298	58165	48.4708
271	230.145	58817	49.0142
272	230.992	59762	49.8017
273	231.839	60096	50.08
274	232.685	60519	50.4325
275	233.532	60801	50.6675
276	234.379	61436	51.1967
277	235.226	61732	51.4433
278	236.073	61797	51.4975
279	236.919	62086	51.7383
280	237.766	61819	51.5158
281	238.613	61722	51.435
282	239.460	61864	51.5533
283	240.306	61257	51.0475
284	241.153	61195	50.9958
285	242.000	61018	50.8483
286	242.847	60535	50.4458
287	243.694	59977	49.9808
288	244.540	59271	49.3925
289	245.387	59210	49.3417
290	246.234	58726	48.9383
291	247.081	57402	47.835
292	247.927	56732	47.2767
293	248.774	57308	47.7567
