event	t0	dt	ADC0	ADC1	ADC2	ADC3	ADC4
1782	513584776	105	20645	20645	20645	20661	20677
1783	513781373	106	21077	21061	21045	21061	21045
1784	513971892	102	24421	24437	24405	24421	24373
1785	514164247	106	23621	23605	23605	23573	23589
1786	514361262	105	21077	21045	21029	21045	21061
1787	514551464	109	19172	19156	19156	19156	19140
1788	514745151	107	22053	22021	22037	22005	22037
1789	514937255	107	18820	18820	18788	18804	18804
1790	515140771	102	24565	24565	24565	24565	24565
1791	515339838	105	19140	19140	19140	19108	19124
1792	515533130	107	16852	16804	16836	16804	16804
1793	515724817	105	20308	20308	20292	20276	20292
1794	515915886	107	14675	14643	14659	14675	14659
1795	516110448	106	23237	23253	23269	23221	23221
1796	516305343	112	21541	21541	21541	21525	21525
1797	516497379	104	23925	23893	23893	23877	23877
1798	516691318	103	20452	20436	20436	20436	20436
1799	516886527	110	16980	16964	16964	16948	16932
1800	517077758	106	26294	26182	26118	26038	26006
1801	517557607	116	18516	18484	18500	18500	18468
1802	517757364	109	18884	18868	18868	18868	18868
1803	517949898	109	22229	22181	22181	22197	22181
1804	518150245	110	16804	16804	16820	16788	16788
1805	518339360	104	19844	19860	19812	19844	19844
1806	518537139	104	19876	19876	19892	19860	19892
1807	518734351	103	20164	20164	20180	20148	20164
1808	518925554	105	26502	26390	26326	26294	26214
1809	519117020	100	23397	23381	23381	23413	23365
1810	519317757	108	22533	22565	22533	22533	22533
1811	519509664	109	16820	16820	16820	16820	16804
1812	519710454	108	24181	24165	24149	24133	24117
1813	519909402	107	21157	21141	21141	21141	21141
1814	520108258	100	21109	21077	21093	21061	21077
1815	520301455	111	20292	20276	20276	20260	20276
1816	520501675	103	24325	24325	24325	24293	24277
1817	520693124	105	18756	18724	18740	18740	18740
1818	520882689	104	18500	18532	18500	18484	18484
1819	521073666	106	22549	22581	22549	22533	22533
1820	521268653	106	23941	23877	23877	23861	23861
1821	521461627	103	21445	21413	21413	21397	21413
1822	521937849	113	22917	22917	22885	22885	22885
1823	522127779	106	24085	24085	24069	24069	24037
1824	522326772	107	26998	26838	26726	26646	26566
1825	522518206	108	23909	23845	23829	23797	23829
1826	522711188	100	20517	20485	20501	20485	20485
1827	522906332	101	20629	20613	20629	20629	20645
1828	523109380	102	17220	17236	17220	17220	17220
1829	523299834	108	19012	19012	19028	19028	19012
1830	523493427	107	17060	17076	17076	17076	17076
1831	523688017	104	19460	19460	19460	19460	19428
1832	523877231	108	18964	18964	18964	18964	18964
1833	524072613	105	22037	22037	22037	22037	22037
1834	524270969	103	18196	18148	18132	18132	18116
1835	524462563	104	22245	22229	22213	22213	22213
1836	524656444	134	25478	25414	25382	25366	25302
1837	524855024	105	22085	22085	22069	22085	22053
1838	525046877	107	19252	19252	19220	19220	19236
1839	525240121	104	16548	16548	16548	16564	16548
1840	525442793	102	23445	23413	23397	23397	23365
1841	525635349	111	20693	20661	20661	20661	20645
1842	525829077	107	16980	16964	16932	16964	16948
1843	526304076	101	19796	19796	19828	19796	19780
1844	526494084	110	21125	21157	21157	21093	21077
1845	526691138	107	18884	18916	18916	18884	18900
1846	526883909	101	23493	23477	23461	23445	23461
1847	527076361	106	22213	22245	22229	22213	22213
1848	527275885	107	19364	19380	19380	19380	19412
1849	527468318	114	22757	22741	22725	22725	22725
1850	527665767	106	22021	22005	22021	21989	21989
1851	527857210	101	20276	20260	20244	20244	20228
1852	528055969	106	20741	20709	20709	20725	20693
1853	528249396	119	22453	22453	22453	22453	22453
1854	528457227	112	22357	22309	22309	22325	22309
1855	528645168	109	23269	23205	23237	23237	23221
1856	528835652	110	23861	23813	23797	23781	23781
1857	529027455	110	17012	17028	16996	16996	16980
1858	529224624	101	22485	22533	22485	22501	22485
1859	529416539	107	18356	18356	18356	18340	18356
1860	529607402	105	21957	21957	21941	21925	21941
1861	529806323	111	21941	21909	21925	21909	21909
1862	530004028	98	20501	20485	20501	20485	20501
1863	530196939	102	25702	25654	25622	25590	25590
1864	530669650	100	17988	17956	17988	17956	17956
1865	530866261	107	21429	21429	21413	21429	21445
1866	531059734	113	26166	26086	26070	25990	25942
1867	531256057	104	19396	19380	19396	19380	19364
1868	531445704	109	17444	17444	17444	17428	17428
1869	531639501	108	23861	23861	23861	23845	23845
1870	531835144	107	23013	23029	23013	23045	22997
1871	532026421	110	23477	23461	23445	23429	23397
1872	532222459	108	23029	22997	22981	22981	22997
1873	532413038	108	19620	19636	19636	19620	19604
1874	532612278	106	19668	19652	19668	19668	19652
1875	532816448	105	17444	17412	17396	17380	17380
1876	533010493	102	20629	20629	20629	20645	20613
1877	533217223	105	17108	17092	17108	17124	17108
1878	533424001	110	19988	19988	19972	19988	19956
1879	533612012	106	22181	22165	22165	22181	22213
1880	533801213	104	18388	18372	18372	18372	18356
1881	533992175	107	21541	21557	21541	21541	21525
1882	534187725	114	21653	21637	21637	21637	21637
1883	534381354	108	18596	18596	18596	18596	18596
1884	534575803	105	25318	25270	25254	25222	25174
1885	535047674	112	22149	22149	22101	22117	22101
1886	535249634	98	22309	22357	22309	22357	22309
1887	535442673	103	24389	24389	24373	24357	24341
1888	535648562	120	18980	18964	18964	18980	18964
1889	535847398	122	19492	19508	19524	19492	19492
1890	536046371	102	19396	19396	19396	19396	19380
1891	536236009	99	22469	22469	22485	22453	22453
1892	536430329	107	22469	22485	22469	22453	22485
1893	536627020	110	26278	26198	26134	26086	26038
1894	536818167	108	17620	17604	17604	17604	17620
1895	537020232	103	20629	20645	20645	20661	20645
1896	537217961	108	21781	21781	21781	21765	21749
1897	537414756	107	14915	14915	14915	14915	14899
1898	537608607	104	22229	22181	22165	22165	22149
1899	537809052	106	21013	21029	21029	21029	21029
1900	538002953	104	19092	19060	19092	19076	19076
1901	538197732	107	17844	17828	17828	17812	17828
1902	538395184	113	19812	19796	19780	19796	19796
1903	538587554	109	20308	20260	20244	20244	20244
1904	538778096	110	19284	19268	19284	19252	19252
1905	538979451	109	17684	17668	17668	17684	17684
1906	539444320	105	18196	18164	18180	18148	18180
1907	539638521	111	19316	19300	19300	19284	19268
1908	539832985	105	19508	19524	19524	19524	19508
1909	540024278	105	27014	26822	26774	26710	26566
1910	540221459	112	22725	22725	22709	22709	22709
1911	540415588	107	22613	22613	22613	22597	22597
1912	540608594	106	23189	23157	23125	23109	23109
1913	540808129	108	16980	16900	16932	16916	16916
1914	541007206	107	24485	24501	24453	24421	24453
1915	541199835	112	19380	19364	19380	19364	19348
1916	541402815	109	21413	21445	21429	21445	21413
1917	541596527	107	27190	27030	26886	26774	26678
1918	541789509	104	20901	20869	20869	20853	20885
1919	541982557	110	22581	22549	22549	22533	22533
1920	542183003	117	17860	17844	17844	17844	17860
1921	542375818	104	21317	21317	21349	21301	21317
1922	542566941	109	21253	21253	21237	21285	21221
1923	542764611	109	22101	22085	22101	22085	22069
1924	542958266	105	20565	20581	20549	20549	20549
1925	543151856	101	19652	19636	19620	19652	19620
1926	543349980	107	21477	21461	21461	21461	21461
1927	543817595	107	18756	18756	18788	18756	18740
1928	544012464	106	16339	16323	16339	16339	16339
1929	544211916	107	17988	17940	17956	17924	17940
1930	544402155	104	20517	20485	20501	20485	20501
1931	544601450	103	21061	21141	21077	21077	21109
1932	544792752	102	24405	24389	24357	24357	24341
1933	544985548	105	21013	21061	21029	21029	21029
1934	545181928	102	16388	16355	16371	16355	16355
1935	545377058	102	22725	22725	22741	22709	22709
1936	545578622	109	26774	26630	26534	26438	26374
1937	545794823	109	26758	26646	26550	26502	26422
1938	545987686	104	21141	21125	21109	21125	21109
1939	546181008	103	20709	20677	20677	20677	20677
1940	546375432	106	23045	23061	23061	23029	23045
1941	546563203	100	18868	18868	18852	18836	18836
1942	546759537	105	21509	21541	21509	21477	21493
1943	546953096	104	17012	16980	16980	16964	16980
1944	547149821	108	20100	20100	20100	20052	20116
1945	547343371	104	26502	26422	26390	26294	26198
1946	547533709	110	21349	21365	21365	21381	21349
1947	547730202	103	20372	20388	20356	20372	20372
1948	548209240	109	25046	24982	24966	24934	24902
1949	548399257	106	22325	22293	22293	22293	22277
1950	548591805	114	21317	21317	21333	21301	21301
1951	548782491	111	23653	23637	23605	23605	23605
1952	548977048	105	21861	21829	21845	21829	21829
1953	549168624	109	20821	20805	20805	20805	20805
1954	549360021	103	24582	24565	24565	24565	24565
1955	549555507	118	21253	21253	21237	21253	21221
1956	549746585	110	25702	25670	25622	25606	25558
1957	549939026	104	21253	21253	21253	21237	21253
1958	550142234	112	24501	24485	24453	24437	24453
1959	550335459	107	23941	23941	23941	23909	23909
1960	550529252	108	20100	20100	20100	20100	20068
1961	550727382	102	19284	19284	19284	19300	19284
1962	550922382	111	20228	20164	20148	20164	20148
1963	551117687	107	24101	24085	24069	24069	24021
1964	551320419	102	21909	21877	21845	21845	21845
1965	551511360	108	21701	21701	21669	21669	21669
1966	551701768	105	21509	21509	21493	21493	21509
1967	551893379	118	20949	20901	20901	20901	20885
1968	552086672	102	21813	21765	21781	21781	21765
1969	552565636	102	27222	27094	26982	26838	26774
1970	552755628	104	17588	17556	17572	17540	17556
1971	552950635	99	18356	18340	18324	18324	18340
1972	553151434	108	17572	17572	17556	17556	17588
1973	553339405	108	19972	19972	19956	19940	19940
1974	553549169	109	20164	20164	20164	20164	20164
1975	553744505	103	26454	26342	26310	26246	26150
1976	553946141	117	20356	20356	20372	20388	20340
1977	554134539	105	19924	19924	19940	19924	19908
1978	554329407	106	19188	19204	19172	19204	19156
1979	554534481	109	24405	24421	24357	24357	24373
1980	554725997	112	25094	25078	25046	25030	25014
1981	554920338	110	18052	18004	18020	18004	18004
1982	555117441	108	22261	22293	22277	22261	22245
1983	555307982	111	21669	21653	21653	21653	21637
1984	555501766	128	27366	27174	26982	26870	26662
1985	555699441	108	21333	21301	21317	21317	21317
1986	555896575	112	20837	20821	20821	20821	20837
1987	556090021	103	15507	15523	15507	15507	15507
1988	556290806	126	24405	24421	24357	24357	24341
1989	556755843	105	19908	19908	19908	19892	19908
1990	556955652	104	19364	19380	19364	19380	19412
1991	557149692	109	17012	17028	16996	17028	17012
1992	557342658	107	22389	22341	22373	22341	22357
1993	557539692	104	22165	22149	22149	22117	22149
1994	557733629	106	25670	25654	25574	25574	25510
1995	557924720	105	14819	14819	14819	14835	14819
1996	558129037	110	18884	18900	18884	18868	18868
1997	558323908	109	20276	20260	20292	20292	20244
1998	558518075	107	20917	20917	20917	20901	20901
1999	558716341	103	20020	20020	20036	20036	20036
2000	558912502	108	20228	20228	20212	20196	20196
2001	559102536	106	21685	21685	21669	21669	21653
2002	559307737	99	20965	20949	20933	20933	20933
2003	559499138	105	21509	21525	21509	21493	21493
2004	559695667	103	21653	21621	21685	21605	21605
2005	559892039	103	21509	21589	21509	21557	21509
2006	560092425	105	20901	20869	20869	20869	20869
2007	560290725	107	18196	18228	18228	18212	18212
2008	560487311	100	14291	14291	14259	14291	14275
2009	560685955	109	23413	23397	23365	23365	23365
2010	561167197	105	24341	24309	24293	24277	24277
2011	561359359	111	22133	22149	22149	22117	22117
2012	561548253	103	24565	24549	24549	24501	24517
2013	561737145	105	24405	24389	24389	24341	24341
2014	561932811	99	25878	25830	25798	25766	25734
2015	562122571	102	18404	18372	18356	18356	18356
2016	562314102	103	20404	20372	20372	20356	20372
2017	562508334	101	21397	21413	21413	21397	21397
2018	562700281	111	21205	21221	21205	21237	21205
2019	562892316	112	16468	16452	16436	16452	16468
2020	563094873	100	15395	15379	15379	15363	15363
2021	563296424	112	24149	24133	24101	24101	24069
2022	563487648	98	19828	19844	19844	19876	19828
2023	563688502	109	18564	18580	18548	18532	18564
2024	563882211	99	19572	19572	19588	19556	19572
2025	564075268	108	19332	19300	19332	19284	19300
2026	564269497	101	19396	19380	19380	19364	19364
2027	564461374	104	22117	22085	22101	22085	22069
2028	564653899	103	22341	22325	22357	22309	22293
2029	564852819	105	20565	20565	20549	20533	20533
2030	565042693	106	20388	20356	20356	20340	20324
2031	565515950	105	18116	18100	18116	18100	18100
2032	565709026	106	20452	20468	20452	20452	20436
2033	565907367	104	21045	21013	21013	21013	21013
2034	566104195	99	21061	21045	21045	21045	21045
2035	566297908	106	20388	20436	20388	20420	20404
2036	566488551	102	22821	22757	22757	22757	22757
2037	566689939	108	19796	19796	19812	19796	19796
2038	566878747	108	19156	19124	19108	19108	19156
2039	567069552	101	19812	19844	19812	19844	19876
2040	567260545	109	20052	20020	20036	20036	20020
2041	567456121	104	22725	22725	22725	22709	22725
2042	567654822	113	24565	24549	24517	24501	24501
2043	567843532	110	21861	21909	21845	21845	21845
2044	568047936	106	19988	19972	19972	19956	19972
2045	568244227	101	19620	19604	19604	19604	19604
2046	568438560	103	19044	19028	19076	19044	19044
2047	568638278	120	22533	22485	22485	22485	22485
2048	568833247	106	22981	22949	22949	22949	22981
2049	569024377	107	18260	18244	18260	18244	18212
2050	569219197	111	17412	17380	17396	17364	17396
2051	569412715	106	22277	22261	22245	22229	22229
2052	569881863	115	20549	20549	20533	20533	20533
2053	570074560	104	20965	20949	20933	20933	20917
2054	570266308	101	19076	19076	19092	19124	19092
2055	570465036	106	21861	21877	21861	21893	21861
2056	570660965	98	22357	22325	22309	22309	22325
2057	570857411	103	24165	24165	24133	24133	24149
2058	571053524	103	21973	21941	21941	21925	21909
2059	571247480	109	23605	23573	23573	23573	23573
2060	571442628	104	14995	14979	14995	14979	14995
2061	571640225	113	25878	25814	25766	25750	25702
2062	571830703	106	21829	21765	21781	21733	21749
2063	572030423	106	20308	20292	20292	20292	20324
2064	572227843	107	19908	19892	19876	19892	19876
2065	572421245	102	20661	20661	20693	20645	20645
2066	572615791	104	22917	22917	22885	22885	22885
2067	572812576	105	21029	21013	21013	21013	21013
2068	573003796	106	24902	24886	24854	24838	24838
2069	573197977	106	22533	22501	22485	22485	22469
2070	573393781	106	20997	21013	20965	20965	20949
2071	573594217	102	21973	21957	21957	21941	21941
2072	573786847	107	19684	19652	19652	19652	19636
2073	574256235	115	20629	20645	20629	20645	20613
2074	574450152	106	20100	20100	20068	20100	20100
2075	574649067	102	19364	19364	19364	19332	19348
2076	574840897	101	18452	18452	18420	18452	18436
2077	575033792	112	26422	26294	26262	26182	26150
2078	575225075	111	21381	21333	21333	21333	21349
2079	575422867	105	19668	19652	19668	19652	19652
2080	575616649	105	22933	22917	22917	22917	22917
2081	575808211	101	19108	19092	19108	19076	19108
2082	576007832	104	20276	20276	20276	20260	20244
2083	576208333	106	19812	19796	19796	19860	19796
2084	576406729	106	19300	19300	19284	19300	19284
2085	576603386	96	20132	20116	20116	20100	20100
2086	576792634	106	22501	22533	22533	22485	22501
2087	576983986	104	18916	18900	18900	18900	18900
2088	577178390	102	20565	20565	20581	20565	20565
2089	577370571	104	27526	27318	27158	27030	26918
2090	577562257	108	17492	17492	17476	17476	17476
2091	577764124	103	20645	20629	20629	20629	20629
2092	577955386	109	17540	17540	17556	17508	17556
2093	578152089	103	21845	21813	21829	21813	21797
2094	578626966	112	19668	19620	19604	19636	19604
2095	578820387	121	26710	26646	26534	26406	26326
2096	579016360	104	20116	20084	20068	20052	20052
2097	579206062	102	20661	20677	20661	20645	20677
2098	579397281	105	24213	24197	24165	24149	24133
2099	579600609	108	23701	23653	23653	23637	23637
2100	579790445	100	20244	20260	20212	20228	20228
2101	579983234	96	20052	20036	20052	20036	20036
2102	580174532	102	18260	18276	18260	18276	18260
2103	580370801	100	15427	15411	15427	15411	15427
2104	580570763	110	17412	17380	17380	17396	17364
2105	580781881	106	22229	22229	22213	22245	22213
2106	580974299	104	22533	22501	22485	22533	22485
2107	581169032	108	21509	21525	21525	21493	21509
2108	581364654	107	18468	18468	18484	18452	18452
2109	581561226	105	19972	19956	19940	19956	19940
2110	581752743	102	24517	24517	24501	24469	24469
2111	581944106	106	19668	19620	19652	19636	19668
2112	582143533	105	21349	21333	21301	21317	21317
2113	582335997	101	23237	23205	23221	23189	23205
2114	582529597	108	26422	26326	26278	26198	26150
2115	583002836	104	21925	21941	21941	21941	21957
2116	583201478	107	19860	19860	19844	19844	19844
2117	583399608	106	23333	23333	23333	23317	23301
2118	583592463	103	24245	24213	24229	24213	24165
2119	583785231	103	26630	26502	26438	26374	26294
2120	583990578	104	18340	18356	18340	18356	18388
2121	584182734	111	26598	26486	26406	26326	26278
2122	584377671	107	19508	19492	19524	19508	19492
2123	584573002	102	19940	19908	19924	19908	19908
2124	584762211	109	20244	20244	20228	20228	20244
2125	584968122	110	21253	21253	21253	21253	21253
2126	585165843	107	25702	25686	25622	25638	25558
2127	585355500	108	20725	20677	20693	20709	20709
2128	585549718	106	21461	21525	21461	21461	21461
2129	585750900	102	21525	21477	21477	21477	21477
2130	585942856	104	16932	16932	16916	16916	16916
2131	586141947	105	24565	24565	24565	24565	24565
2132	586336335	101	21893	21893	21861	21861	21861
2133	586531162	104	16452	16436	16420	16420	16420
2134	586721151	107	20997	20981	21013	20997	20965
2135	586918635	105	20693	20661	20661	20661	20661
2136	587393300	106	18740	18740	18740	18740	18740
2137	587592882	104	23397	23381	23397	23397	23381
2138	587780502	100	19652	19652	19636	19652	19636
2139	587974961	106	22341	22341	22325	22341	22309
2140	588173257	106	15427	15443	15411	15427	15427
2141	588371226	109	21541	21509	21509	21477	21493
2142	588565686	103	23269	23237	23221	23237	23221
2143	588757835	108	22213	22181	22197	22181	22197
2144	588957677	114	20132	20132	20132	20132	20148
2145	589146169	104	16772	16804	16740	16740	16740
2146	589361715	107	22661	22629	22661	22645	22613
2147	589551682	104	18500	18484	18484	18500	18484
2148	589741540	109	22165	22197	22149	22133	22149
2149	589934258	104	22133	22117	22149	22149	22165
2150	590137875	105	19636	19652	19652	19636	19636
2151	590330054	104	18788	18772	18772	18772	18772
2152	590523557	110	23685	23685	23637	23637	23653
2153	590723360	102	23189	23141	23141	23125	23125
2154	590926941	107	26630	26502	26422	26358	26294
2155	591121485	106	22005	22005	21989	22037	22005
2156	591318269	104	18100	18116	18116	18100	18116
2157	591782496	116	21797	21813	21781	21781	21797
2158	591988438	104	14947	14931	14931	14915	14931
2159	592180787	104	23045	23045	23013	23013	22997
2160	592372812	113	19044	19044	19028	19028	19028
2161	592571419	111	18724	18724	18724	18708	18708
2162	592761644	112	17812	17796	17796	17812	17828
2163	592953234	110	23093	23077	23109	23077	23061
2164	593152546	99	21141	21125	21125	21093	21093
2165	593345452	108	18084	18068	18068	18068	18068
2166	593536928	121	22357	22309	22293	22325	22293
2167	593740196	108	21637	21637	21637	21653	21685
2168	593933166	100	21093	21141	21125	21109	21125
2169	594122031	107	19044	19044	19044	19028	19028
2170	594319986	109	22037	22005	21989	21989	21989
2171	594509149	103	19716	19652	19652	19636	19636
2172	594705719	105	19028	19028	19028	19028	19028
2173	594899051	106	20436	20452	20436	20452	20436
2174	595099600	110	19124	19092	19092	19092	19092
2175	595293831	104	20885	20837	20869	20869	20853
2176	595489188	101	20789	20789	20789	20821	20789
2177	595692917	113	20180	20196	20180	20180	20180
2178	596169954	112	20388	20372	20356	20356	20356
2179	596365709	106	25638	25574	25526	25510	25478
2180	596557568	106	22741	22725	22741	22725	22709
2181	596746698	102	19684	19652	19652	19668	19652
2182	596942576	116	25942	25894	25814	25798	25766
2183	597137345	105	20420	20420	20452	20404	20404
2184	597330377	102	24005	23973	23973	23957	23957
2185	597526067	101	18836	18852	18836	18868	18836
2186	597719566	117	21045	21061	21045	21045	21045
2187	597916300	106	19956	19908	19908	19908	19908
2188	598124520	105	21781	21781	21749	21765	21749
2189	598319963	104	19540	19524	19540	19540	19556
2190	598514701	103	22453	22453	22437	22453	22453
2191	598718603	110	16948	16948	16948	16932	16948
2192	598913302	105	24293	24293	24277	24261	24229
2193	599102952	116	22501	22501	22485	22501	22549
2194	599297394	115	25702	25638	25590	25558	25526
2195	599488249	107	22789	22757	22725	22725	22725
2196	599679990	103	20661	20661	20645	20645	20629
2197	599886684	103	21925	21941	21925	21909	21925
2198	600076745	103	14179	14163	14179	14163	14163
2199	600552000	110	21989	21957	21941	21957	21941
2200	600748066	106	19412	19412	19428	19380	19364
2201	600941580	102	25638	25622	25574	25542	25510
2202	601143212	108	21797	21765	21797	21781	21765
2203	601338168	103	20581	20565	20565	20613	20549
2204	601534582	102	16516	16532	16516	16500	16516
2205	601729356	103	18180	18164	18180	18180	18164
2206	601919897	105	22549	22485	22485	22485	22533
2207	602117573	105	22213	22213	22213	22213	22213
2208	602311268	108	17860	17876	17844	17828	17828
2209	602515255	108	21317	21317	21317	21285	21317
2210	602707814	105	25414	25382	25366	25302	25286
2211	602898627	111	19604	19588	19588	19604	19604
2212	603097509	105	19732	19748	19732	19732	19732
2213	603292005	104	18532	18516	18516	18532	18516
2214	603488344	105	19108	19124	19108	19108	19108
2215	603686004	105	21317	21301	21301	21317	21333
2216	603878792	99	21813	21797	21813	21813	21797
2217	604074855	104	20420	20372	20388	20356	20356
2218	604268162	111	20677	20677	20693	20661	20677
2219	604458986	109	21701	21685	21701	21669	21685
2220	604938924	110	20020	20020	20004	19988	20020
2221	605132272	107	22309	22325	22293	22261	22277
2222	605323102	98	24277	24261	24261	24245	24261
2223	605518718	109	19748	19780	19748	19748	19748
2224	605712223	109	20837	20821	20821	20821	20805
2225	605908140	102	18596	18564	18580	18564	18532
2226	606107782	106	20276	20244	20244	20228	20244
2227	606301117	103	19252	19252	19236	19220	19220
2228	606497411	105	21157	21125	21141	21141	21125
2229	606693153	100	22629	22597	22613	22613	22613
2230	606897722	102	24325	24277	24261	24261	24245
2231	607088791	109	22869	22917	22901	22885	22869
2232	607284732	107	19860	19812	19812	19812	19812
2233	607475951	108	19124	19124	19108	19092	19108
2234	607669227	107	19412	19412	19396	19396	19412
2235	607865167	106	20180	20180	20180	20148	20164
2236	608057158	109	21397	21397	21397	21397	21397
2237	608253070	108	19636	19652	19636	19636	19652
2238	608445920	105	27142	26950	26870	26774	26694
2239	608643975	110	19428	19460	19428	19444	19412
2240	609119930	108	18596	18612	18596	18596	18596
2241	609310666	109	20292	20260	20276	20276	20276
2242	609503408	104	25366	25318	25302	25254	25238
2243	609701186	101	23589	23557	23573	23557	23509
2244	609891165	108	24501	24501	24485	24469	24421
2245	610081857	111	19124	19124	19140	19140	19124
2246	610280428	105	19604	19556	19620	19588	19588
2247	610479242	100	21909	21845	21861	21845	21845
2248	610672387	102	24854	24838	24790	24790	24758
2249	610869012	110	20965	20933	20933	20917	20917
2250	611066092	104	21701	21637	21653	21669	21653
2251	611266948	111	17924	17892	17924	17876	17892
2252	611461628	108	26886	26726	26646	26582	26502
2253	611659432	103	25894	25862	25782	25750	25702
2254	611848975	112	21125	21125	21125	21093	21125
2255	612040153	114	22277	22277	22261	22277	22277
2256	612233661	104	21573	21589	21589	21589	21589
2257	612428911	107	22341	22341	22325	22341	22357
2258	612621287	108	24085	24101	24037	24021	24021
2259	612820425	107	19348	19332	19332	19332	19348
2260	613017010	96	18436	18388	18372	18388	18372
2261	613495812	106	22357	22357	22357	22341	22325
2262	613693510	103	22405	22373	22373	22373	22357
2263	613886558	107	18884	18868	18868	18884	18884
2264	614083210	111	18388	18372	18404	18372	18404
2265	614273287	109	22421	22421	22405	22405	22405
2266	614467340	100	19732	19748	19748	19732	19748
2267	614665542	112	25558	25494	25446	25430	25462
2268	614853777	106	22821	22805	22805	22789	22789
2269	615047428	111	27078	26934	26822	26742	26646
2270	615240349	108	20420	20404	20404	20404	20388
2271	615437757	104	24565	24549	24565	24549	24533
2272	615639465	109	21605	21589	21589	21589	21589
2273	615843240	102	20581	20565	20549	20549	20549
2274	616039171	124	22933	22917	22885	22901	22933
2275	616234411	104	18180	18180	18148	18132	18132
2276	616426992	114	21685	21701	21685	21973	21957
2277	616626026	101	22741	22757	22757	22741	22741
2278	616814095	102	20356	20356	20340	20356	20356
2279	617009309	122	23061	23061	23061	23061	23045
2280	617206677	109	21973	21941	21941	21941	21941
2281	617399035	119	19460	19460	19428	19428	19412
2282	617869187	105	15267	15267	15267	15251	15251
2283	618068095	103	18644	18628	18628	18628	18612
2284	618260196	110	23317	23317	23317	23301	23269
2285	618457561	102	21989	21973	21957	21973	21973
2286	618651859	105	22293	22277	22245	22229	22245
2287	618843801	104	21525	21493	21509	21509	21477
2288	619046707	101	19892	19876	19892	19892	19876
2289	619237931	102	19876	19892	19892	19892	19892
2290	619426407	114	17732	17716	17716	17716	17700
2291	619628005	106	23765	23765	23749	23749	23733
2292	619817982	105	18212	18196	18196	18196	18196
2293	620014664	106	16692	16692	16692	16676	16692
2294	620212370	107	20549	20549	20549	20549	20549
2295	620403578	105	25702	25654	25606	25574	25542
2296	620599474	106	18756	18788	18740	18724	18740
2297	620799804	104	20533	20565	20581	20549	20565
2298	620997398	104	19012	19012	19044	19028	19028
2299	621190549	106	26182	26118	26070	26022	25958
2300	621383372	104	20372	20372	20388	20372	20372
2301	621587280	99	18484	18484	18468	18468	18468
2302	621776153	109	23445	23461	23461	23445	23445
2303	622246892	106	17348	17380	17348	17364	17364
2304	622438516	109	18916	18932	18916	18916	18900
2305	622648800	104	20773	20773	20773	20773	20757
2306	622836639	110	22757	22725	22725	22709	22709
2307	623029346	104	20581	20549	20533	20581	20549
2308	623223846	105	18340	18324	18356	18324	18308
2309	623420343	115	22421	22405	22405	22373	22373
2310	623611968	103	21077	21077	21077	21125	21061
2311	623804935	104	20853	20789	20821	20805	20805
2312	624004382	120	19892	19892	19892	19892	19876
2313	624194526	104	20356	20356	20356	20324	20356
2314	624392503	112	20132	20116	20132	20116	20116
2315	624589354	107	22421	22421	22453	22421	22421
2316	624778712	105	20116	20116	20116	20116	20116
2317	624972370	103	22453	22437	22437	22421	22437
2318	625171237	104	18212	18228	18196	18196	18244
2319	625362007	106	19668	19652	19652	19668	19652
2320	625553865	106	21189	21205	21189	21189	21205
2321	625752610	107	23077	23093	23077	23061	23061
2322	625947088	107	22133	22149	22149	22149	22149
2323	626140483	110	20901	20917	20885	20885	20885
2324	626614353	105	20356	20324	20324	20340	20340
2325	626805101	128	21221	21221	21221	21189	21205
2326	627001125	106	18004	18004	18004	18004	17988
2327	627190243	109	20292	20276	20276	20276	20276
2328	627382921	105	23621	23589	23589	23589	23557
2329	627580261	103	20068	20052	20100	20052	20052
2330	627776582	115	18996	19028	18980	18996	19028
2331	627967351	106	17444	17444	17428	17428	17428
2332	628171787	101	22341	22325	22325	22293	22309
2333	628366306	103	16852	16836	16804	16820	16836
2334	628558874	112	18948	18964	18964	18964	18964
2335	628767770	110	19428	19396	19428	19412	19412
2336	628957111	104	22501	22549	22549	22533	22501
2337	629145137	112	22853	22821	22821	22821	22821
2338	629335793	105	23301	23253	23253	23253	23237
2339	629533866	103	22821	22805	22805	22805	22805
2340	629722944	107	19092	19076	19012	19028	19012
2341	629915791	103	22021	22005	22021	21989	21989
2342	630116430	101	19940	19892	19908	19892	19908
2343	630307413	100	22229	22213	22197	22213	22197
2344	630499972	104	22981	22997	22997	22997	22981
2345	630974129	114	20853	20821	20837	20869	20837
2346	631170198	111	22245	22245	22245	22229	22229
2347	631369810	110	19636	19588	19604	19572	19588
2348	631564264	114	20404	20436	20436	20404	20452
2349	631753837	109	20196	20180	20180	20180	20180
2350	631954726	109	17044	16996	16980	16964	16980
2351	632146270	108	19220	19220	19220	19204	19204
2352	632337556	101	18564	18532	18516	18532	18580
2353	632535540	110	18836	18868	18820	18836	18820
2354	632734397	105	19892	19908	19908	19908	19892
2355	632935794	107	17508	17540	17540	17540	17508
2356	633138921	106	17316	17348	17332	17332	17316
2357	633332192	107	17412	17428	17428	17396	17412
2358	633529913	103	21045	21029	21029	21013	21029
2359	633733482	109	25894	25814	25766	25750	25686
2360	633932104	108	18004	17988	18004	18004	18004
2361	634122775	106	20645	20581	20581	20549	20565
2362	634318112	103	23813	23813	23765	23765	23749
