ADC_value[0-65535]
1	13011	0
2	14147	0
3	15955	0
4	17060	0
5	11730	0
6	20645	0
7	16948	0
8	18372	0
9	16195	0
10	18068	0
11	18500	0
12	25526	0
13	24646	0
14	18132	0
15	9778	0
16	26406	0
17	17220	0
18	18580	0
19	4321	0
20	15443	0
21	25638	0
22	17876	0
23	20485	0
24	21573	0
25	23301	0
26	15267	0
27	16019	0
28	19396	0
29	22197	0
30	13827	0
31	15827	0
32	17092	0
33	27174	0
34	15267	0
35	23749	0
36	18628	0
37	12755	0
38	15315	0
39	22917	0
40	10434	0
41	10690	0
42	19220	0
43	16660	0
44	10770	0
45	18244	0
46	17060	0
47	15523	0
48	13059	0
49	12467	0
50	9794	0
51	16980	0
52	13187	0
53	19396	0
54	16580	0
55	10578	0
56	26886	0
57	18004	0
58	5713	0
59	14675	0
60	23653	0
61	26310	0
62	16019	0
63	21861	0
64	18788	0
65	12194	0
66	20068	0
67	11682	0
68	16644	0
69	18244	0
70	22805	0
71	15523	0
72	20837	0
73	16067	0
74	15875	0
75	20004	0
76	18884	0
77	14435	0
78	21829	0
79	19412	0
80	21653	0
81	18196	0
82	16211	0
83	8546	0
84	23429	0
85	13747	0
86	25158	0
87	17092	0
88	16051	0
89	12467	0
90	8274	0
91	11330	0
92	14307	0
93	18148	0
94	16099	0
95	17460	0
96	17668	0
97	21893	0
98	21141	0
99	17300	0
100	17428	0
101	11074	0
102	17204	0
103	24133	0
104	9938	0
105	15843	0
106	19460	0
107	17460	0
108	19556	0
109	16644	0
110	21381	0
111	20581	0
112	15907	0
113	14259	0
114	13043	0
115	13283	0
116	12803	0
117	15587	0
118	21413	0
119	20725	0
120	13763	0
121	12515	0
122	18404	0
123	15939	0
124	25254	0
125	22741	0
126	20917	0
127	11522	0
128	15987	0
129	21781	0
130	14499	0
131	24325	0
132	15747	0
133	22629	0
134	13555	0
135	21381	0
136	17556	0
137	16932	0
138	19332	0
139	12018	0
140	8194	0
141	16388	0
142	17508	0
143	11634	0
144	16548	0
145	15875	0
146	19396	0
147	20613	0
148	11458	0
149	14339	0
150	26054	0
151	15811	0
152	21381	0
153	16436	0
154	14595	0
155	17284	0
156	19956	0
157	19380	0
158	21749	0
159	19412	0
160	19044	0
161	9858	0
162	14371	0
163	18212	0
164	19460	0
165	20837	0
166	17364	0
167	22181	0
168	28951	0
169	13475	0
170	21445	0
171	19108	0
172	11650	0
173	14547	0
174	16291	0
175	25286	0
176	24261	0
177	16980	0
178	15443	0
179	17732	0
180	13235	0
181	16355	0
182	11746	0
183	14403	0
