pulse_val, e_count, adc_val
90	5	823870999	48	82	119	151	12066	6721	4801	3456	2656
90	6	824871013	52	87	116	146	11794	6241	4369	3360	2624
90	7	825871023	47	85	117	148	11474	6305	4385	3280	2544
90	8	826871026	49	88	121	152	11602	6449	4513	3280	2528
90	9	827871036	52	92	125	155	11682	6081	4129	3072	2432
90	10	828871041	54	89	118	148	11698	6289	4305	3360	2576
110	1	834348296	52	87	117	146	14611	8177	5777	4401	3392
110	2	835348328	57	95	124	154	12627	6289	4289	3296	2592
110	3	836348333	50	84	122	153	12675	6737	4881	3472	2656
110	4	837348335	55	91	122	152	13331	6753	4833	3632	2800
110	5	838348338	49	84	119	151	13651	7457	5265	3840	2944
110	6	839348352	49	85	115	145	13059	7201	4945	3760	2912
110	7	840348373	53	90	122	154	12226	6161	4177	3184	2432
110	8	841348374	54	93	123	153	12531	6465	4385	3280	2560
110	9	842348375	59	95	125	155	12611	6465	4497	3392	2640
110	10	843348384	53	89	119	149	12803	6529	4609	3520	2736
130	1	848412611	52	95	128	159	16131	8466	5793	4257	3248
130	2	849412643	49	89	121	153	13123	7137	4865	3632	2784
130	3	850412645	48	84	114	144	14467	7569	5313	4048	3120
130	4	851412650	55	92	124	154	14163	7425	5073	3792	2960
130	5	852412658	51	87	117	146	14467	7425	5265	4048	3104
130	6	853412666	48	80	110	140	14243	7521	5537	4225	3296
130	7	854412676	52	90	126	158	13747	7329	5025	3632	2736
130	8	855412680	48	83	113	150	14211	7681	5457	4129	2976
130	9	856412685	53	88	117	147	14211	7457	5345	4048	3152
130	10	857412694	55	92	122	151	14211	7329	5089	3856	2992
150	1	862855915	59	94	126	155	17380	8706	6273	4705	3616
150	2	863855954	59	98	132	162	14179	6849	4625	3408	2656
150	3	864855953	53	87	117	147	14851	7681	5425	4145	3184
150	4	865855957	58	94	126	156	14995	7473	5281	3936	3040
150	5	866855965	54	88	124	156	15267	7713	5473	3984	3008
150	6	867855979	44	77	107	137	14083	7841	5697	4353	3344
150	7	868855984	45	79	109	139	14227	8049	5681	4353	3360
150	8	869855989	46	80	111	141	15027	7969	5793	4385	3344
150	9	870855997	58	91	121	150	14515	7265	5217	3984	3088
150	10	871856005	59	98	130	160	14531	7185	4929	3664	2832
170	1	876859992	52	88	157	186	1440	1456	1456	1456	1456
170	2	877438643	49	91	124	155	15427	8306	5665	4145	3152
170	3	878438652	54	87	117	147	15187	8081	5697	4305	3328
170	4	879438657	53	90	120	149	15635	8338	5713	4321	3344
170	5	880438669	50	83	113	143	15059	8177	5809	4417	3392
170	6	881438682	48	90	122	152	14531	7745	5185	3888	2992
170	7	882438682	53	86	117	146	15331	7841	5729	4321	3328
170	8	883438683	52	85	115	145	15443	8418	6097	4641	3536
170	9	884438696	51	84	114	144	15267	8001	5825	4417	3408
170	10	885438702	50	86	117	147	15587	8177	5841	4401	3360
190	1	891274265	52	89	120	151	18244	10178	7153	5313	4032
190	2	892274299	50	92	124	154	15251	8177	5425	4064	3104
190	3	893274309	49	81	111	145	15171	8001	5793	4417	3280
190	4	894274320	50	82	112	141	14771	7729	5553	4273	3280
190	5	895274327	47	82	112	142	14211	7937	5585	4257	3264
190	6	896274323	51	89	120	157	15779	8370	5889	4417	3168
190	7	897274330	45	77	107	137	15907	8626	6433	4929	3776
190	8	898274341	57	93	123	153	15683	7745	5425	4161	3168
190	9	899274346	52	89	121	150	15315	8258	5793	4385	3328
190	10	900274358	62	100	131	163	15363	7361	4961	3744	2880
210	1	905784173	52	87	118	148	18212	9986	7217	5441	4129
210	2	906784208	48	83	113	142	15075	8161	5857	4417	3424
210	3	907784216	50	85	115	144	14899	8001	5681	4321	3328
210	4	908784219	50	85	116	146	15363	8242	5969	4449	3392
210	5	909784223	48	87	118	149	15587	8578	5937	4449	3408
210	6	910784232	51	90	120	150	15699	8322	5633	4305	3312
210	7	911784238	52	93	124	154	15827	8177	5601	4225	3248
210	8	912784244	57	92	123	153	16211	8177	5713	4289	3312
210	9	913784253	50	84	114	151	16003	8498	6049	4577	3328
210	10	914784261	55	88	118	147	15955	7985	5761	4417	3408
230	1	920211459	56	98	130	160	18516	9682	6673	4897	3712
230	2	921211492	54	91	121	151	15539	7761	5537	4145	3200
230	3	922211510	49	84	115	145	13971	7473	5329	4048	3088
230	4	923211500	45	84	116	146	16083	8978	6369	4641	3520
230	5	924211509	56	92	124	155	15827	8097	5697	4241	3232
230	6	925211516	48	83	114	143	15907	8482	6177	4641	3568
230	7	926211522	53	88	119	150	15939	8258	5953	4513	3408
230	8	927211531	54	88	118	147	15635	8177	5889	4433	3456
230	9	928211535	50	84	113	151	15891	8546	6225	4769	3424
230	10	929211547	46	82	112	149	15795	8466	6113	4609	3360
