pulse_val, e_count, adc_val
20	1	762190959	59	98	129	158	1472	1456	1456	1440	1488
20	2	763190977	53	98	128	158	1456	1440	1456	1456	1456
20	3	764190963	48	82	118	150	1488	1456	1456	1440	1472
20	4	765190966	50	86	119	149	1456	1472	1456	1472	1456
20	5	766190975	50	85	114	144	1456	1456	1456	1440	1440
20	6	767190983	52	88	120	156	1472	1456	1456	1456	1456
20	7	768190989	59	96	125	155	1440	1456	1440	1472	1456
20	8	769190998	54	88	119	148	1440	1472	1472	1456	1456
20	9	770190995	47	81	120	151	1456	1488	1440	1440	1456
20	10	771191022	46	80	109	139	1424	1472	1456	1456	1472
30	1	776282220	51	86	116	146	2640	1792	1568	1552	1472
30	2	777282245	47	81	110	140	2320	1680	1552	1504	1472
30	3	778282245	47	81	111	141	2480	1696	1552	1488	1488
30	4	779282255	45	80	112	142	2480	1712	1552	1504	1488
30	5	780282265	47	84	115	146	2528	1680	1552	1504	1472
30	6	781282267	51	85	114	144	2576	1680	1536	1504	1488
30	7	782282279	50	86	116	146	2432	1616	1520	1488	1472
30	8	783282283	45	79	109	145	2448	1728	1552	1504	1456
30	9	784282295	47	81	111	141	2448	1696	1568	1536	1472
30	10	785282312	52	88	125	155	2240	1616	1504	1488	1472
50	1	790532040	47	86	118	148	8786	4977	3472	2656	2112
50	2	791532071	50	86	116	146	7409	3888	2752	2192	1856
50	3	792532074	52	87	118	148	7713	4097	2848	2256	1888
50	4	793532071	59	98	129	159	8177	4225	2896	2240	1872
50	5	794532083	59	95	126	156	7953	4064	2880	2240	1856
50	6	795532089	53	89	120	150	7889	4145	2960	2304	1904
50	7	796532101	47	80	110	140	7889	4353	3136	2464	2000
50	8	797532103	52	88	117	147	8129	4449	3120	2416	1968
50	9	798532119	49	84	113	143	7457	4032	2976	2320	1920
50	10	799532126	57	92	121	151	7521	3776	2752	2192	1840
70	1	805313956	57	97	128	157	11618	6353	4273	3232	2528
70	2	806313989	56	93	123	152	9986	5153	3488	2704	2176
70	3	807313993	58	95	126	157	10162	5121	3568	2704	2144
70	4	808314007	54	90	121	151	9858	5073	3536	2688	2144
70	5	809314004	48	81	112	141	10642	5713	4113	3152	2480
70	6	810314013	48	85	116	151	10322	5521	3936	2976	2256
70	7	811314019	54	92	123	153	10482	5441	3744	2880	2256
70	8	812314028	51	86	123	153	10178	5505	3904	2816	2224
70	9	813314048	48	82	113	142	9426	5025	3632	2752	2176
70	10	814314057	54	91	123	153	9346	4657	3264	2496	2016
90	1	819870954	48	85	115	151	13699	7649	5505	4161	3024
90	2	820870985	52	89	120	151	11938	6193	4273	3248	2512
90	3	821870991	53	94	127	159	11650	6289	4209	3104	2384
90	4	822870991	54	91	122	153	12419	6417	4529	3408	2640
