pulse_val, e_count, adc_val
12	1	809630188	96	2960	2960	2944	2944	2944
12	2	809830197	68	2880	2832	2848	2816	2832
12	3	810030193	72	2880	2880	2880	2880	2896
12	4	810230188	67	3232	3248	3248	3232	3248
12	5	810430185	68	2944	2944	2944	2944	2960
12	6	810630191	67	3232	3248	3232	3264	3248
12	7	810830195	72	3168	3168	3152	3168	3168
12	8	811030201	71	3104	3088	3104	3104	3088
12	9	811230202	70	2960	2944	2944	2992	2944
12	10	811430194	72	2944	2960	2944	2944	2944
12	11	811630188	68	2896	2896	2896	2896	2880
12	12	811830203	68	3040	3024	3024	3040	3024
12	13	812030200	73	3312	3344	3280	3312	3296
12	14	812230204	70	2912	2912	2912	2912	2928
12	15	812430193	76	3152	3152	3120	3136	3152
12	16	812630196	71	3120	3120	3104	3120	3104
12	17	812830210	70	3232	3232	3216	3248	3232
12	18	813030204	70	3328	3296	3296	3296	3296
12	19	813230214	68	3024	3024	2992	2992	3008
12	20	813430210	69	3584	3600	3584	3568	3584
12	21	813630205	68	2976	3024	2976	3024	2992
12	22	813830209	68	3232	3232	3232	3232	3248
12	23	814030217	69	3504	3488	3488	3472	3488
12	24	814230217	77	3520	3504	3504	3520	3504
12	25	814430225	71	3264	3264	3248	3248	3248
12	26	814630212	64	3120	3136	3088	3120	3120
12	27	814830212	66	2960	2912	2960	2944	2976
12	28	815030225	72	2960	2944	2944	2960	2976
12	29	815230224	65	2592	2608	2592	2592	2592
12	30	815430218	66	3136	3136	3136	3136	3184
12	31	815630220	74	3552	3584	3552	3552	3552
12	32	815830226	66	3216	3200	3200	3200	3168
12	33	816030218	69	2960	2992	2992	2960	2976
12	34	816230229	70	3456	3456	3456	3456	3456
12	35	816430235	65	3472	3488	3472	3472	3472
12	36	816630241	69	2912	2912	2960	2928	2912
12	37	816830241	71	3584	3536	3520	3520	3520
12	38	817030228	72	3232	3232	3232	3232	3216
12	39	817230237	65	2896	2896	2896	2912	2912
12	40	817430241	69	2976	2976	2992	2976	2992
12	41	817630232	64	3168	3168	3152	3152	3152
12	42	817830232	74	3008	2992	3024	3024	3040
12	43	818030236	75	3072	3024	3040	3024	3040
12	44	818230234	70	3360	3344	3344	3360	3376
12	45	818430234	67	3328	3344	3328	3328	3328
12	46	818630249	66	3328	3296	3296	3296	3296
12	47	818830250	69	3248	3248	3264	3232	3248
12	48	819030256	73	3728	3680	3712	3680	3680
12	49	819230250	75	2848	2848	2832	2832	2848
12	50	819430263	76	3776	3760	3760	3744	3760
12	51	819630247	71	3552	3536	3552	3520	3520
12	52	819830246	65	3104	3120	3104	3104	3104
12	53	820030249	69	3360	3360	3344	3360	3344
12	54	820230257	74	3552	3552	3600	3552	3536
12	55	820430255	74	3360	3360	3360	3360	3344
12	56	820630253	70	3456	3392	3376	3376	3376
12	57	820830255	64	3120	3104	3120	3104	3104
12	58	821030254	73	3344	3344	3344	3328	3328
12	59	821230261	69	3376	3360	3376	3360	3376
12	60	821430272	69	3776	3760	3792	3760	3760
12	61	821630272	73	3024	3024	3008	3024	3024
12	62	821830257	68	3328	3312	3312	3312	3312
12	63	822030270	69	3104	3152	3120	3104	3120
12	64	822230260	72	3408	3376	3392	3376	3392
12	65	822430270	65	3344	3344	3344	3344	3344
12	66	822630275	66	3424	3408	3376	3392	3376
12	67	822830265	67	3264	3264	3264	3264	3264
12	68	823030269	76	3408	3408	3392	3376	3392
12	69	823230273	71	2960	2912	2944	2944	2944
12	70	823430270	65	3392	3408	3408	3408	3408
12	71	823630290	76	2992	2976	2976	2976	2992
12	72	823830288	74	2864	2864	2864	2880	2864
12	73	824030274	71	3328	3328	3328	3328	3328
12	74	824230286	65	3504	3504	3504	3536	3504
12	75	824430284	71	3456	3456	3440	3472	3408
12	76	824630280	68	3232	3248	3248	3248	3248
12	77	824830285	70	3120	3136	3104	3120	3136
12	78	825030289	76	3264	3248	3232	3280	3248
12	79	825230286	67	3392	3392	3376	3376	3392
12	80	825430292	69	3520	3552	3504	3520	3520
12	81	825630288	75	3424	3408	3408	3408	3424
12	82	825830290	71	3520	3504	3504	3504	3520
12	83	826030292	72	3200	3200	3200	3168	3200
12	84	826230301	65	3456	3424	3424	3424	3424
12	85	826430304	65	3248	3232	3216	3248	3216
12	86	826630291	71	3088	3120	3088	3072	3072
12	87	826830298	81	3104	3120	3088	3104	3120
12	88	827030295	71	3504	3472	3472	3456	3472
12	89	827230298	70	3296	3328	3280	3296	3280
12	90	827430303	73	2992	2976	2960	2960	2976
12	91	827630311	71	3232	3232	3248	3216	3248
12	92	827830304	64	3344	3360	3344	3360	3344
12	93	828030310	68	3360	3376	3376	3360	3360
12	94	828230321	78	3456	3472	3424	3408	3424
12	95	828430326	67	3248	3248	3248	3248	3232
12	96	828630318	68	3280	3200	3216	3248	3216
12	97	828830307	67	2944	2944	2944	2944	2944
12	98	829030311	73	3504	3504	3472	3504	3488
12	99	829230309	66	3424	3408	3392	3472	3408
12	100	829430324	80	3408	3360	3376	3376	3344
14	1	834632134	77	6561	6545	6529	6529	6497
14	2	834832157	71	6401	6401	6401	6401	6401
14	3	835032151	65	6401	6433	6401	6369	6369
14	4	835232144	67	6481	6465	6449	6449	6433
14	5	835432159	67	6369	6385	6353	6337	6337
14	6	835632150	74	6481	6465	6465	6449	6449
14	7	835832152	69	6529	6497	6497	6497	6497
14	8	836032164	71	6545	6545	6529	6497	6529
14	9	836232159	66	6657	6609	6593	6609	6577
14	10	836432156	69	6529	6481	6481	6481	6481
14	11	836632160	71	6561	6465	6529	6497	6497
14	12	836832163	70	6497	6481	6465	6449	6465
14	13	837032154	74	6449	6417	6401	6449	6417
14	14	837232160	62	6481	6481	6481	6497	6449
14	15	837432172	66	6497	6529	6497	6497	6497
14	16	837632177	70	6481	6497	6449	6433	6401
14	17	837832163	74	6529	6497	6497	6481	6481
14	18	838032182	70	6481	6433	6433	6433	6417
14	19	838232187	69	6609	6561	6545	6545	6529
14	20	838432176	72	6577	6577	6545	6561	6529
14	21	838632174	66	6465	6481	6481	6481	6449
14	22	838832185	68	6433	6417	6433	6417	6449
14	23	839032177	67	6497	6497	6465	6497	6465
14	24	839232170	73	6417	6401	6401	6369	6385
14	25	839432183	72	6529	6449	6449	6449	6433
14	26	839632175	66	6497	6545	6497	6465	6465
14	27	839832176	72	6433	6417	6417	6417	6433
14	28	840032189	67	6289	6273	6305	6273	6241
14	29	840232183	67	6481	6449	6449	6449	6449
14	30	840432185	70	6481	6433	6449	6433	6449
14	31	840632184	72	6577	6577	6561	6561	6529
14	32	840832183	75	6545	6529	6529	6497	6481
14	33	841032189	76	6561	6545	6545	6529	6529
14	34	841232188	65	6481	6465	6465	6449	6449
14	35	841432188	69	6465	6433	6433	6417	6417
14	36	841632189	69	6529	6513	6497	6497	6481
14	37	841832192	67	6449	6465	6433	6433	6417
14	38	842032187	67	6465	6465	6449	6449	6433
14	39	842232198	70	6433	6401	6401	6369	6353
14	40	842432211	67	6609	6593	6593	6577	6561
14	41	842632207	75	6497	6497	6481	6465	6465
14	42	842832207	66	6465	6465	6449	6449	6433
14	43	843032212	66	6609	6593	6577	6593	6561
14	44	843232200	63	6417	6401	6401	6385	6385
14	45	843432208	67	6449	6481	6433	6449	6433
14	46	843632203	67	6481	6497	6465	6465	6449
14	47	843832205	72	6481	6481	6449	6465	6433
14	48	844032204	71	6465	6449	6433	6433	6433
14	49	844232210	69	6481	6481	6481	6497	6465
14	50	844432219	69	6481	6481	6449	6449	6449
14	51	844632210	68	6545	6529	6529	6497	6513
14	52	844832217	64	6561	6561	6545	6545	6529
14	53	845032224	73	6433	6417	6417	6385	6417
14	54	845232216	67	6321	6289	6289	6289	6289
14	55	845432215	70	6401	6401	6385	6401	6369
14	56	845632227	65	6529	6497	6497	6481	6481
14	57	845832227	76	6529	6497	6481	6481	6465
14	58	846032225	62	6417	6417	6417	6401	6401
14	59	846232222	69	6481	6481	6481	6513	6465
14	60	846432225	72	6449	6449	6433	6417	6417
14	61	846632225	83	6337	6353	6337	6305	6321
14	62	846832227	74	6529	6529	6481	6497	6465
14	63	847032234	72	6545	6529	6529	6529	6497
14	64	847232235	78	6401	6401	6385	6353	6369
14	65	847432248	69	6481	6449	6465	6449	6433
14	66	847632231	68	6529	6529	6497	6497	6481
14	67	847832230	73	6561	6545	6529	6545	6529
14	68	848032232	65	6529	6529	6497	6545	6497
14	69	848232234	72	6433	6417	6401	6385	6401
14	70	848432239	66	6433	6433	6433	6449	6401
14	71	848632240	68	6401	6369	6369	6353	6353
14	72	848832238	73	6609	6545	6545	6545	6529
14	73	849032250	67	6545	6545	6529	6545	6529
14	74	849232251	72	6593	6545	6529	6529	6513
14	75	849432249	68	6369	6369	6353	6353	6353
14	76	849632248	75	6545	6529	6497	6529	6481
14	77	849832258	71	6481	6497	6497	6481	6465
14	78	850032250	72	6577	6561	6561	6545	6545
14	79	850232257	67	6561	6561	6545	6529	6529
14	80	850432260	73	6529	6481	6481	6481	6513
14	81	850632251	66	6401	6369	6353	6369	6385
14	82	850832253	65	6593	6577	6577	6577	6545
14	83	851032265	65	6465	6465	6433	6433	6449
14	84	851232251	72	6529	6529	6481	6481	6465
14	85	851432254	70	6545	6481	6481	6481	6481
14	86	851632257	67	6545	6545	6513	6513	6497
14	87	851832282	82	6353	6305	6273	6305	6289
14	88	852032271	74	6529	6497	6529	6481	6465
14	89	852232273	66	6337	6337	6353	6321	6321
14	90	852432274	68	6449	6433	6433	6449	6417
14	91	852632262	74	6497	6465	6465	6465	6449
14	92	852832265	71	6417	6433	6401	6401	6369
14	93	853032279	67	6577	6561	6561	6545	6561
14	94	853232268	70	6481	6465	6481	6465	6481
14	95	853432269	78	6593	6577	6577	6561	6561
14	96	853632277	68	6433	6417	6401	6401	6385
14	97	853832276	65	6497	6545	6465	6481	6465
14	98	854032285	66	6305	6305	6305	6305	6305
14	99	854232287	70	6353	6353	6337	6337	6321
14	100	854432285	74	6465	6449	6433	6433	6417
16	1	859567508	72	7297	7265	7249	7265	7249
16	2	859767527	66	7361	7313	7313	7313	7313
16	3	859967522	71	7377	7377	7361	7361	7361
16	4	860167523	64	7425	7377	7393	7361	7361
16	5	860367514	74	7393	7377	7377	7361	7377
16	6	860567521	67	7393	7393	7345	7345	7329
16	7	860767521	66	7393	7377	7361	7361	7345
16	8	860967525	70	7345	7329	7329	7313	7313
16	9	861167525	76	7393	7377	7345	7361	7345
16	10	861367527	68	7297	7297	7329	7265	7313
16	11	861567545	70	7297	7297	7313	7265	7297
16	12	861767539	68	7313	7313	7313	7297	7297
16	13	861967528	70	7297	7265	7265	7249	7233
16	14	862167540	72	7313	7233	7249	7233	7217
16	15	862367538	72	7201	7185	7169	7169	7153
16	16	862567533	68	7313	7265	7265	7265	7265
16	17	862767535	72	7345	7345	7329	7313	7297
16	18	862967547	72	7345	7345	7329	7329	7313
16	19	863167536	68	7233	7233	7265	7233	7201
16	20	863367539	66	7313	7297	7297	7265	7297
16	21	863567546	73	7233	7217	7201	7185	7185
16	22	863767545	71	7361	7361	7345	7329	7313
16	23	863967560	77	7185	7217	7217	7169	7185
16	24	864167548	80	7329	7297	7297	7297	7265
16	25	864367553	68	7377	7361	7345	7345	7329
16	26	864567545	66	7313	7313	7297	7297	7281
16	27	864767549	72	7249	7233	7233	7217	7217
16	28	864967548	71	7329	7329	7329	7313	7313
16	29	865167553	74	7361	7345	7329	7313	7345
16	30	865367553	67	7329	7297	7265	7297	7265
16	31	865567563	67	7361	7345	7345	7313	7345
16	32	865767565	66	7329	7313	7281	7297	7265
16	33	865967569	67	7233	7233	7233	7249	7201
16	34	866167576	84	7345	7329	7313	7297	7313
16	35	866367578	78	7329	7329	7329	7313	7297
16	36	866567576	76	7425	7393	7377	7377	7361
16	37	866767568	79	7297	7265	7249	7249	7233
16	38	866967572	73	7377	7345	7345	7345	7329
16	39	867167579	63	7265	7281	7249	7297	7233
16	40	867367578	79	7377	7345	7329	7313	7329
16	41	867567568	70	7329	7297	7297	7265	7265
16	42	867767568	70	7297	7313	7297	7281	7265
16	43	867967575	74	7281	7297	7249	7265	7249
16	44	868167581	70	7361	7361	7329	7329	7313
16	45	868367576	70	7345	7329	7361	7313	7313
16	46	868567590	69	7265	7265	7249	7233	7233
16	47	868767580	66	7441	7425	7425	7393	7425
16	48	868967578	69	7297	7313	7297	7297	7265
16	49	869167581	66	7313	7329	7297	7297	7265
16	50	869367583	73	7409	7409	7393	7377	7361
16	51	869567581	73	7393	7425	7393	7377	7377
16	52	869767583	71	7233	7217	7201	7201	7201
16	53	869967584	72	7265	7281	7249	7217	7233
16	54	870167587	65	7249	7265	7233	7233	7233
16	55	870367586	76	7249	7201	7201	7201	7201
16	56	870567586	72	7393	7393	7361	7361	7345
16	57	870767608	74	7313	7329	7313	7297	7313
16	58	870967599	74	7313	7297	7297	7265	7297
16	59	871167612	68	7249	7249	7265	7249	7249
16	60	871367602	66	7329	7345	7345	7313	7313
16	61	871567595	67	7345	7329	7297	7313	7329
16	62	871767608	71	7297	7297	7265	7249	7249
16	63	871967602	72	7329	7313	7297	7313	7297
16	64	872167612	63	7297	7297	7297	7297	7265
16	65	872367602	69	7249	7249	7265	7201	7201
16	66	872567603	66	7393	7361	7345	7329	7329
16	67	872767610	64	7329	7313	7313	7313	7313
16	68	872967614	72	7297	7313	7281	7265	7265
16	69	873167624	72	7281	7297	7265	7249	7233
16	70	873367612	69	7345	7345	7329	7345	7329
16	71	873567617	78	7313	7313	7265	7249	7265
16	72	873767622	66	7281	7281	7265	7265	7249
16	73	873967613	64	7361	7361	7345	7361	7329
16	74	874167624	71	7329	7329	7297	7297	7297
16	75	874367628	72	7329	7265	7297	7313	7265
16	76	874567622	67	7441	7441	7441	7409	7425
16	77	874767620	73	7297	7297	7249	7249	7233
16	78	874967630	74	7377	7361	7345	7361	7313
16	79	875167625	68	7345	7329	7345	7329	7313
16	80	875367629	72	7425	7425	7393	7393	7377
16	81	875567643	71	7313	7313	7313	7313	7297
16	82	875767642	77	7297	7313	7281	7265	7265
16	83	875967641	68	7361	7329	7345	7329	7345
16	84	876167636	72	7265	7249	7249	7233	7233
16	85	876367626	70	7361	7329	7329	7313	7313
16	86	876567630	70	7361	7361	7329	7345	7329
16	87	876767635	72	7345	7329	7377	7297	7297
16	88	876967644	65	7361	7345	7329	7313	7313
16	89	877167634	69	7265	7313	7249	7249	7233
16	90	877367639	72	7297	7249	7265	7281	7233
16	91	877567639	67	7361	7361	7329	7329	7329
16	92	877767650	73	7313	7265	7297	7249	7265
16	93	877967648	71	7345	7361	7297	7313	7281
16	94	878167648	74	7361	7345	7329	7329	7313
16	95	878367653	68	7329	7297	7297	7281	7265
16	96	878567645	67	7425	7441	7377	7377	7377
16	97	878767663	71	7233	7217	7217	7201	7185
16	98	878967658	64	7329	7329	7313	7313	7297
16	99	879167650	78	7345	7313	7313	7297	7297
16	100	879367653	76	7297	7265	7249	7233	7217
18	1	884421476	82	8113	8081	8097	8081	8049
18	2	884621480	66	8065	8065	8049	8017	8033
18	3	884821471	69	8113	8097	8097	8081	8081
18	4	885021492	68	8097	8113	8097	8081	8081
18	5	885221488	74	8065	8065	8017	8017	8001
18	6	885421486	66	8145	8145	8113	8129	8113
18	7	885621487	76	8177	8129	8113	8113	8113
18	8	885821489	75	8065	8017	8017	8001	7985
18	9	886021490	72	8145	8145	8129	8113	8113
18	10	886221494	68	8161	8129	8129	8113	8097
