ADC_value[0-65535]
1	17348	0
2	19412	0
3	9346	0
4	15651	0
5	12739	0
6	21637	0
7	13347	0
8	20180	0
9	13443	0
10	17156	0
11	14227	0
12	14611	0
13	16708	0
14	14755	0
15	12947	0
16	18308	0
17	11954	0
18	11266	0
19	10210	0
20	11826	0
21	17204	0
22	15011	0
23	7569	0
24	10050	0
25	19892	0
26	7089	0
27	11042	0
28	9618	0
29	24117	0
30	15907	0
31	25990	0
32	21093	0
33	23717	0
34	14771	0
35	9826	0
36	16708	0
37	15587	0
38	15187	0
39	13699	0
40	5841	0
41	14579	0
42	23061	0
43	16628	0
44	15203	0
45	15875	0
46	21973	0
47	12771	0
48	11394	0
49	22917	0
50	19508	0
51	17780	0
52	14291	0
53	15875	0
54	10674	0
55	17924	0
56	14387	0
57	16452	0
58	19652	0
59	19764	0
60	19028	0
61	14403	0
62	22085	0
63	19172	0
64	20020	0
65	20741	0
66	16323	0
67	14083	0
68	12387	0
69	12483	0
70	14131	0
71	17252	0
72	17300	0
73	20773	0
74	15443	0
75	16836	0
76	12851	0
77	17188	0
78	12419	0
79	12467	0
80	18644	0
81	18708	0
82	18660	0
83	15907	0
84	14515	0
85	12355	0
86	20549	0
87	20741	0
88	14467	0
89	12835	0
90	18660	0
91	15987	0
92	9026	0
93	18836	0
94	14467	0
95	16564	0
96	18468	0
97	17364	0
98	11698	0
99	16868	0
100	22565	0
101	8834	0
102	16532	0
103	5249	0
104	14211	0
105	12483	0
106	10802	0
107	19876	0
108	14803	0
109	13299	0
110	19972	0
111	18900	0
112	13779	0
113	20020	0
114	16948	0
115	22373	0
116	16003	0
117	17492	0
118	25510	0
119	9746	0
120	12995	0
121	9058	0
122	15571	0
123	17332	0
124	16323	0
125	15667	0
126	10130	0
127	19476	0
128	10050	0
129	18212	0
130	20420	0
131	8530	0
132	13219	0
133	15379	0
134	5649	0
135	10242	0
136	19396	0
137	11538	0
138	9266	0
139	10546	0
140	24389	0
141	10578	0
142	14371	0
143	22917	0
144	12098	0
145	18932	0
146	14339	0
147	13507	0
148	14947	0
149	20885	0
150	26262	0
151	16339	0
152	15859	0
153	10802	0
154	9010	0
155	12803	0
156	22197	0
157	17604	0
158	13155	0
159	14979	0
160	14675	0
161	15171	0
162	17092	0
163	16804	0
164	19140	0
165	13123	0
166	13843	0
167	12371	0
168	19252	0
169	22757	0
170	17124	0
171	10530	0
172	13715	0
173	13011	0
174	16259	0
175	15507	0
176	12723	0
177	7473	0
178	19972	0
179	16596	0
180	11954	0
181	16211	0
182	14755	0
183	11554	0
184	9218	0
185	13075	0
186	7457	0
187	15507	0
188	17140	0
189	12050	0
190	12258	0
191	6321	0
192	15443	0
193	18596	0
194	8177	0
195	21381	0
196	24501	0
197	16580	0
198	15411	0
199	22901	0
200	16628	0
201	15843	0
202	13763	0
203	21797	0
204	12339	0
205	22629	0
206	19844	0
